|speaker|prev_text|prev_speaker|next_text|next_speaker|en_text|pl_text|dialog_prototype
1906|Geralt|At any rate, the chort turned out to be strong. Too strong. Berengar had to turn tail. And since it's hard to run with four stones of kit under your arm, he dropped it all. Came back red with blood… and shame. Hardly said a word, and left soon after. Never to return.|Vesemir|Knew you'd want to finish this… Easiest way's to take the river downstream as far as you can go. But be careful. Berengar had his flaws, but he was a damn good fighter. If that chort's still there, you could be in for a wild ride.|Vesemir|I know the rest of the story… How do I get to this chort's lair?|Resztę historii znam... Słuchaj, jak trafić do leża tego czarta?|Wiem, co było dalej... Jak dostać się do legowiska tego potwora?
1907|Yennefer|But… I imagine that belief somehow helps him with his task.|Elf Female 01|Do you think he trails you everywhere for pleasure? Even I grow ill at the sight of you.|Elf Female 01|What task?|Jakiego zadania?|Co za zadanie?
1908|Skellige Priestess 01|Mind if I have a look at your wares?|Geralt|I see you come from afar. Oughta replenish your supplies, I wager.|Skellige Merchant 01|Welcome to the Temple of Freya.|Witaj w świątyni Freyji.|Witaj w Świątyni Frei.
1909|Hjalmar|Ugh, seal shit.|Hjalmar|Most of 'em. Did quite a number on you.|Geralt|Take a look. Still got all my teeth?|Weź zobacz czy mam wszystkie zęby?|Spójrz. Czy wszystkie moje zęby są nadal na miejscu?
1910|Cerys|Meaning… if the new host doesn't feel true sorrow, the hym'll sense that.|Geralt|Exactly.|Geralt|Yes. So for this to work, if either of us has an idea, we can't tell the other one about it.|Czyli... Jeśli jedno z nas wpadnie na jakiś pomysł, nie może o nim powiedzieć drugiemu, tak? Inaczej podstęp się nie uda?|Tak. Więc aby to zadziałało, jeśli którekolwiek z nas wpadnie na pomysł, nie możemy powiedzieć o tym drugiemu.
1911|Cirilla|||||Come get me!|No chodź do mnie!|Chodź do mnie!
1912|Verden Peasant 03|Not about to buy anything from you.|Geralt|And if I don't?|Geralt|Afraid you're mistaken. If we're to let you pass, you gotta pay.|Tak ci się tylko zdaje. Jeśli chcesz, żebyśmy cię przepuścili, musisz zapłacić.|Obawiam się, że się mylisz. Jeśli mamy cię przepuścić, musisz zapłacić.
1913|Geralt|Don't think about it.|Lambert|I'll saddle the horses. Come once you're ready to head into the woods.|Lambert|Thanks. For everything.|Dzięki. Za wszystko.|Dzięki. Za wszystko.
1914|Geralt|So, Yennefer found a volunteer to walk around with that chirping stick after all.|Vesemir|||Shhh.|Tśśś.|Shhh.
1915|Mage 01|Someone help me!|Mage 01|Ah yes, good day.|Mage 01|Sigh…|Ech...|Westchnienie...
1916|Novigrad Rich Woman 02|Duchess Marianna Antonia's famed jest? Well played, Marquise. A fine display of wit and erudition.|Novigrad Rich Man 02|Well, look who's here! Eugen Trapp! I thought you disdained bathhouses.|Novigrad Rich Man 01|You caught the reference, my lord, and so must know history at least as well as I do. Congratulations. More champagne?|Skoro go doceniliście, mistrzu, znacie historię nie gorzej ode mnie. Winszuję. Jeszcze szampana?|Złapałeś odniesienie, mój panie, więc musisz znać historię co najmniej tak samo dobrze jak ja. Gratuluję. Jeszcze szampana?
1917|Redanian Soldier 03|Department of Civil Defense, forgot again… They're really off their heads these days.|Redanian Soldier 03|Halt!|Redanian Soldier 01|Happens. So be it. You may come through.|Niech będzie, przechodź.|Dzieje się tak. Niech tak będzie. Możesz przejść.
1918|Keira Metz|Hm. What's your take on this?|Geralt|Throughout my first fortnight in Velen, I had horrible nightmares. Something was calling me out into the swamps.|Keira Metz|I'd love to shrug it off as the nattering of so many old women, yet…|Chętnie uznałabym to za bajania starych bab, ale...|Chciałabym machnąć ręką na to jako na gadanie starych bab, ale...
1919|Novigrad Poor Man 42|Hi-ya.|Novigrad Poor Man 42|It wasn't me!|Novigrad Poor Man 42|Scandalous!|Skandal!|Skandaliczne!
1920|Skellige Villager 04|How did ye know?|Skellige Villager 02|Oh, witcher. Changed your mind, have ye?|Skellige Villager 02|Told ye, he's a witcher, a cunning man. He knows these things!|Mówiłem ci, że to wiedźmin. Czarownik. Wie takie rzeczy.|Powiedziałem ci, że jest wiedźminem, sprytnym człowiekiem. On wie takie rzeczy!
1921|Geralt|"Father always said: ""All ought to know your merits, son. Don't hide them under a bushel."""|Novigrad Rich Man 03|You've come to the right place, then. Corinne is inside… Been there for a few days, dreaming the home's history.|Novigrad Rich Man 03|I'm looking for Corinne Tilly.|Szukam Corine Tilly.|Jestem we właściwym miejscu, jeśli szukasz Corinne. Ona jest w środku... Jest tam od kilku dni, marząc o historii domu.
1922|Baron Bandit Weak 01|Hah! Look who we have here!|Baron Bandit Weak 01|It's not the time for brawls, now. Come back another day.|Baron Bandit Weak 01|The witcher defeated Olaf - champion of all Skellige for years! No one could best him, 'cause the whoreson feeds on man flesh!|Wiedźmin pokonał Olafa – mistrza Skellige! Nikomu się to nie udawało przez całe lata, bo skurwiel żywi się ludziną!|Wiedźmin pokonał Olafa - mistrza całej Skelligi od lat! Nikt nie mógł mu dorównać, bo ten skurwysyn żywi się ludzkim mięsem!
1923|Lambert|Not great. But we've no choice.|Yennefer|Might be surprised. Old man knows his stuff.|Eskel|Unless Vesemir can do the trick with his hemlock.|No, chyba że Vesemir go odczaruje naparem z szaleju.|Chyba że Vesemir może zrobić sztuczkę ze swoją ciemierzycą.
1924|Geralt|We can borrow the coin from her.|Dandelion|Knew I bought that wine for a reason…|Dandelion|Name rings a bell… Isn't this the woman you abandoned without saying a word? Stepped out for a bottle of wine, never to return?|Chyba ją kojarzę... To nie ta, którą porzuciłeś bez słowa? Wyskoczyłeś po butelkę wina i nie wróciłeś?|Name rings a bell… Isn't this the woman you abandoned without saying a word? Stepped out for a bottle of wine, never to return?
1925|Geralt|Shut up.|Geralt|Hey! Wait! What're you saying?|Cyprian Willey|Know what? Gotta wonder what your friends from the Big Four'll say when they find out you're working for Radovid…|Wiesz co? Zastanawiam się, co powiedzą twoi przyjaciele z Wielkiej Czwórki, gdy dotrze do nich, że pracujesz dla Radowida?|Wiesz co? Muszę się zastanowić, co powiedzą twoi znajomi z Wielkiej Czwórki, gdy dowiedzą się, że pracujesz dla Radovida...
1926|Hjort|I present to you Geralt of Rivia. Geralt… This is Udalryk, jarl of the Brokvar clan, from Spikeroog, and his advisor, Hjort.|Yennefer|Greetings.|Udalryk|The White Wolf.|Biały Wilku.|Biały Wilk.
1927|Elf Man 02|Help…|Elf Man 02|Can't afford it anyway.|Elf Man 02|Eternal Fire which is our hope…|Wieczny Ogień, który jest nadzieją...|Wieczny ogień, który jest naszą nadzieją...
1928|Mage 03|Gives two hundred ninety-eight and half quarts of rain per square fathom.|Mage 03|…the stake seems a blessing afterwards.|Mage 03|They've invented this new machine. Makes torture so painful…|Nowe narzędzie wynaleźli, co taki ból podczas tortur zadaje...|Wynaleźli nową maszynę. Sprawia tak potworny ból…
1929|Novigrad Beggar 02|Heard men like you frequent this alley.|Geralt|Now - don't mean no offense. Go in peace.|Novigrad Beggar 02|And I've heard they fed you horse shit and you smiled and ate it.|A ja słyszałem, że zrobili cię w chuja.|I słyszałem, że dali ci gówno do jedzenia, a ty uśmiechnąłeś się i je zjadłeś.
1930|Novigrad Poor Man 49|Oh, no.|Novigrad Poor Man 49|Ugh!|Novigrad Poor Man 49|Where you walkin', moron?|Gdzie, baranie?|Gdzie ty idziesz, idioto?
1931|Irina Renarde|No, but I hope to bring him back soon. Here to talk about Dudu.|Geralt|Managed to hire some ushers.|Geralt|Ah, there you are!|O, jesteś!|Ah, tam jesteś!
1932|Geralt|By-the-by, goin' back with me, or got aught to do along the way?|Zoltan Chivay|Ach, oldest trick in the book. Posed as a merchant conveyin' some wine. Soon as they eyed me, they decided an inspection was in order.|Zoltan Chivay|Can't help being curious - how'd you get 'em drunk?|Najpierw mi powiedz, co wymyśliłeś, że udało ci się ich upić.|Nie mogę się powstrzymać od ciekawości - jak ich upiłeś?
1933|Geralt|||With Triss.|Cirilla|Not sure if you've heard, but… once it's all over, I'm going to Kovir.|Nie wiem, czy słyszałaś... Jak już będzie po wszystkim, jadę do Koviru.|Z Triss.
1934|Novigrad Thug Strong 14|So, you crackin', graymug?|Novigrad Thug Strong 14|Sod off.|Novigrad Thug Strong 15|Come on, then!|No to chodź!|No dobra, to co masz dla mnie?
1935|Dandelion|Soon. We start our dress rehearsal in an hour. I just need to nip back home for my dress.|Priscilla|Don't mention it.|Geralt|Thanks for everything.|Dzięki za wszystko.|Dzięki za wszystko.
1936|Eskel|Oh, fuck off.|Lambert|Still got time to leave.|Lambert|Geralt, this is a problem. Don't dismiss it.|A ty, Geralt, nie lekceważ problemu.|Geralt, to jest problem. Nie lekceważ go.
1937|Novigrad Beggar 02|Hnn, another one come burstin' with questions. Now where'd you folk gain the idea we beggars know everythin'?|Novigrad Beggar 02|There's this place in Novigrad they call the Putrid Grove.|Geralt|"I need to see this'un, I need to find that one. ""Who robbed me brother?""... Fuck if I know…"|„Skontaktuj mnie z tym, skontaktuj mnie z tamtym”, „kto okradł mojego brata...?”. Noż ja pierdolę...|"Muszę zobaczyć tego gościa, muszę znaleźć tamtego. ""Kto okradł mojego brata?""... Cholera, nie wiem..."
1938|Cirilla|Out of the question. I'll climb the mountain, you face the Crones.|Geralt|They're extremely dangerous. Be careful.|Geralt|Hardly a challenge.|Też mi zadanie...|Raczej nie stanowi problemu.
1939|Skellige Guard 02|Gotta surround 'im!|Skellige Guard 02|Black magic!|Skellige Guard 02|No worries, he's alone!|Bez strachu, on jest sam!|Nie ma problemu, jest sam.
1940|Cerys|||||Hm… Useless.|Hm... Nic ciekawego.|Hm... Bezużyteczne.
1941|Novigrad Rich Woman 14|Though I hope they won't admit such riff-raff…|Novigrad Rich Man 18|Heard little Hannie prances in there! And she's got ample prancin' material…|Novigrad Poor Man 48|Don't fret, darling, I'm certain they won't.|Nie martw się, kochanie, na pewno nie.|Nie martw się, skarbie, jestem pewna, że nie.
1942|Geralt|Hmm… I guess that's that. Doesn't eat much, so as long as he's no trouble, the boys might as well have some diversion.|Baron|Farewell. I hope you find your daughter.|Baron|Time I was on my way. So long.|Na mnie już czas. Bywaj.|Czas na mnie. Do widzenia.
1943|Novigrad Rich Woman 03|Aaaaa! Guards!|Novigrad Rich Woman 03|Go away.|Novigrad Rich Woman 11|I suppose we are all Redanians now…?|No to my teraz wszyscy Redańczycy.|Czy teraz wszyscy jesteśmy Redańczykami...?
1944|Vesemir|Men, too.|Vesemir|Of course. When armies pass, necrophages follow. Let's go before any more show up.|Vesemir|We need to watch ourselves in White Orchard. And we should leave as soon as we learn anything.|Musimy uważać w tym Białym Sadzie. I wyjechać, jak tylko się czegoś dowiemy.|Musimy uważać na siebie w Białej Orchidei. Powinniśmy stamtąd odejść tak szybko, jak tylko czegoś się dowiemy.
1945|Donar An Hindar|||||More drinkin', less gabbin'!|Więcej picia, mniej gadania!|Więcej picia, mniej gadania!
1946|Skellige Boy 03|Ye put it here, hold it, and chop. Like this.|Skellige Villager 02|Why're ye poutin' now?|Skellige Villager 02|I know that already…|Wiem, wiem...|Wiem to już...
1947|Dijkstra|I'll get paid on top of that, right?|Geralt|But we've chatted enough. Yeah, I'll pay you - count on it. So, can I count on you?|Dijkstra|Nothing for free, eh? Did you bargain this hard when Emhyr wanted to hire you?|Nic za darmo, co? Ciekawe, czy byłeś taki wyszczekany, jak cię Emhyr najmował...|Nic za darmo, co? Czy tak samo ostro negocjowałeś, gdy Emhyr chciał cię wynająć?
1948|Geralt|Look around, but be careful. Look for something that might indicate it's the mage's ship.|Yennefer|Donar's clan.|Yennefer|Got something. A Skelliger's buckler. Clan Heymaey symbols.|Mam coś. Skelligijski puklerz. Z symbolami klanowymi Heymaey.|Znalazłem coś. Tarcza Skellingera. Symbole klanu Heymaey.
1949|Avallach|Va fail.|Avallach|Pay your last respects to your friend. Then we must hold council.|Avallach|For those who remain, death should never take precedence over life.|Dla tych, którzy zostali, śmierć nigdy nie powinna być ważniejsza niż życie.|Dla tych, którzy pozostają, śmierć nigdy nie powinna mieć pierwszeństwa nad życiem.
1950|Novigrad Poor Man 01|Listen, it's like this: either give me the papers, or I'll take 'em from you.|Geralt|Hm?|Novigrad Poor Man 01|Think I frighten that easy?!|Myślisz, że dam ci się zastraszyć?!|Myślisz, że tak łatwo mnie wystraszysz?
1951|Halfling Man 04|Perfect weather to sit by a fire…|Halfling Man 04|My, aren't you a tower!|Halfling Man 04|Oh you…|Ech ty...|Oh ty...
1952|Geralt|No closer. Nothing here for you, vatt'ghern.|Scoiatael Man 01|You sound certain, but should you be? What now? Will you kill what remains of our unit for one old nag?|Scoiatael Man 01|Gotta take one of the horses back to its owner.|Jeden z tych koni wróci do właściciela.|Muszę zabrać jednego z koni do jego właściciela.
1953|Geralt|Ye, uh, heard right. Try your luck if ye like.|Skellige Bandit 02|Wanna fight again.|Geralt|I'll try another time.|Spróbuję innym razem.|Spróbuję innym razem.
1954|Margarita Laux Antille|Be right back.|Geralt|Yen insisted on coming.|Geralt|What are you doing?|Co robisz?|Co robisz?
1955|Ghost Witcher|||||Yes, I know you've trained with swords. But you're still shit with them. I want you behind those rocks. And keep your mouths shut.|Tak, wiem, że trenowaliście walkę mieczem. Tyle że wciąż gówno umiecie. Włazić między skały! I mordy w kubeł!|Tak, wiem, że trenowałyście z mieczami. Ale nadal jesteście gówniane z nimi. Chcę was za tymi skałami. A trzymajcie swoje usta zamknięte.
1956|Skellige Warrior 03|||The Wild Hunt.|Cirilla|What… What was that?!|Co to było?!|Co... Co to było?!
1957|Skellige Innkeeper 01|What? Why, beer, mead and strong spirits. Whaddaya expect in a tavern? Jump rope?|Skellige Innkeeper 01|Show me what you have in stock.|Geralt|Don't know where you're from, but I can see it's far off.|Nie wiem, skąd przybywasz, ale musi z daleka.|Nie wiem skąd jesteś, ale widzę, że to daleko stąd.
1958|Yennefer|Ever think about the past? About your time with the Hunt?|Geralt|That's just it, he didn't. Lost my memory when I escaped the Hunt.|Geralt|At times… I'm amazed we survived. Eredin's not usually one to leave witnesses behind.|Czasami... Dziwi mnie, że przeżyliśmy. Eredin zwykle nie zostawia świadków.|Czasami... Nie mogę uwierzyć, że przeżyliśmy. Eredin nie zwykł zostawiać świadków przy życiu.
1959|Geralt|||{Ess soond jakkten. } [Good hunting to you.]|Nilfgaardian Officer 01|Tomira and Mislav… Thanks.|Tomira i Mysław... Dzięki.|Tomira i Mislav... Dzięki.
1960|Temerian Woman 02|Well, he started twistin' and squirmin' so wham-bam - they knocked his head off!|Temerian Woman 01|What did the folk do?|Temerian Woman 03|Aye, so it were. 'Cept it was some drowner that had supped on the kid. Witcher had naught to do with it!|Tak było. Tyle że dzieciaka jakiś utopiec zeżarł i wiedźmak nic do tego nie miał!|Ach, tak było. Ale to był jakiś topielec, który najadł się dziecka. Wiedźmin nie miał z tym nic wspólnego!
