speaker|prev_text|prev_speaker|next_text|next_speaker|en_text|pl_text|default|dialog|dialog2|dialog3|dialog4
Witch Whispess|We made a deal. I was supposed to help the villagers. I held up my end of the bargain. They're safe now.|Geralt|Come, it is another woman who interests you. Speak, White-Haired One.|Witch Weavess|So, a mockery, you chose to outwit.|A więc to tak – postanowiłeś nas okpić.|Więc, kpiący, postanowiłeś mnie przechytrzyć.|Więc, drwiąc sobie, postanowiłeś mnie przechytrzyć.|"Tłumaczenie drugiej wypowiedzi na język polski:

""Więc tak, drwiłeś sobie ze mnie."""|Więc, drwić ze mnie chciałeś. Wybrałeś oszustwo.|Tak więc, drwinę wybrałeś, zdecydowałeś się mnie przechytrzyć.
Skellige Fisherman 05|…That I might bear all burdens and not want for strength…|Skellige Fisherman 05|Eh?|Skellige Fisherman 05|Don't know ye.|Nie znam cię.|Nie znam cię.|Nie znam cię.|Nie znam cię.|Nie znam cię.|Nie znam cię.
Novigrad Nobleman 01|You are the famed Geralt of Rivia, are you not?|Novigrad Nobleman 01|Where are the guards?|Novigrad Nobleman 01|I've heard ballads about you. And that sorceress of yours, Guinevere.|Słyszałem kilka ballad o tobie. I tej twojej czarodziejce, Guinevere.|Słyszałem o tobie pieśni. I o twojej czarodziejce, Ginewrze.|Słyszałem o tobie pieśni. I o tej twojej czarodziejce, Ginewrze.|Słyszałem o tobie pieśni. I o twojej czarodziejce, Ginewrze.|Słyszałem o tobie pieśni. I o twojej czarodziejce, Ginewrze.|Słyszałem pieśni o tobie. I o twojej czarodziejce, Guinevere.
Novigrad Peasant Woman 17|Careful with them paws!|Novigrad Peasant Woman 17|Every bloke's a swine. That's all I's got to say.|Novigrad Peasant Woman 17|Grimy churls.|Chamy buraczane.|Ponure karlenia.|Brudne chamy.|"""Brudne chamy."""|Brudne prostaki.|Uważaj z tymi łapami!
Dudu Biberveldt|Menge's dead.|Geralt|Though another just as bad or worse will likely take its place.|Dudu Biberveldt|Ugh, a fiend. Good thing someone finally killed it.|Dobrze, że ktoś go w końcu załatwił.|Uff, jaka bestia. Dobrze, że ktoś w końcu je zabił.|Uff, demon. Dobrze, że ktoś wreszcie je zabił.|"""Uff, demon. Dobrze, że ktoś wreszcie je zabił."""|- Fuj, diabeł. Dobrze, że ktoś wreszcie zabił to coś.|Uff, potwór. Dobrze, że ktoś wreszcie je zabił.
Elf Man 01|Just outside the gates! A warning to Farcorners' inhabitants.|Elf Man 01|Should've stayed in the forest with my unit.|Elf Man 01|What do you seek here, stranger?|Czego tu szukasz, nieznajomy?|Czego szukasz tutaj, obcy?|Czego szukasz tutaj, przybyszu?|Czego szukasz tutaj, obcy?|Czego szukasz tutaj, nieznajomy?|Czego szukasz tutaj, obcy przybyszu? Powinienem był zostać w lesie ze swoim oddziałem.
Skellige Fisherman 03|Oh Modron Freya, fill our nets with fish.|Skellige Fisherman 03|How're we to fish with Madman Morkvarg piratin' again?|Skellige Fisherman 03|Make yourself useful.|Zajmij się czymś pożytecznym.|Zrób się użyteczny.|Zrób coś pożytecznego.|Użyj się do czegoś.|Zrób coś pożytecznego.|Użyj swoich czarów, aby chronić nasze sieci przed złymi duchami.
Geralt|Let's go, gents!|Novigrad Peasant Woman 01|Haha, mean they didn't mention this bit? Then listen: he came to me a half year back. Said he'd point out who's worth lootin'… in return for a share o' the takings.|Novigrad Peasant Woman 01|What'd Bertram do to you to warrant vengeance?|Co takiego zrobił ten Bertram, że chcesz się na nim mścić?|Co zrobił Bertram, by zasłużyć na zemstę?|Co zrobił ci Bertram, że zasłużył na zemstę?|Co zrobił ci Bertram, że zasłużył na zemstę?|Co Bertram ci zrobił, że zasłużył na zemstę?|Ha, ha, czyli nie wspomnieli o tym szczególe? Więc posłuchajcie: zjawił się u mnie pół roku temu. Powiedział, że wskaże, kogo można obrabować... w zamian za część łupów.
Geralt|How did it happen…?|Nilfgaardian Woman Old 01|Lies!|Nilfgaardian Woman Old 01|He deserted. Was caught, then hanged.|Został schwytany i powieszony za dezercję.|Uciekł. Został schwytany, a następnie powieszony.|Zdezerterował. Został złapany, a następnie powieszony.|Zdezerterował. Został schwytany, a potem powieszony.|On zdezerterował. Został schwytany, a potem powieszony.|On zdezerterował. Został schwytany, a potem powieszony.
Geralt|Now bring me the coin.|Verden Old Woman 03|Tell 'im.|Verden Old Woman 03|What kind of challenge?|O jakim wyzwaniu mówisz?|Jakie wyzwanie?|Jaki rodzaj wyzwania?|'Jakie wyzwanie?'|Powiedz mu.|Jakie wyzwanie?
Chamberlain Emhyr|They will be returned to you after the audience, clean and starched.|Chamberlain Emhyr|The what now?|Geralt|The gentleman will be seated on the bergère.|Waszmość zasiądzie na berżerze.|Dżentelmen usiądzie na berżerze.|Dżentelmen zostanie posadzony na bergère.|Pan zostanie posadzony na bergère.|Dżentelmen zostanie posadzony na bergère.|Dżentelmen zostanie posadzony na bergère.
Geralt|Need a ticket?|Novigrad Poor Man 03|Here. Just stay outta sight, eh? Awful bashful, these mummers in rehearsal.|Novigrad Poor Man 03|Yeah, one.|Tak.|Tak, jeden.|Tak, jeden.|Tak, jeden.|Tak, jeden.|Tak, jeden.
Novigrad Peasant 01|Barn's full up with some manner of beast! Barred them inside, but that won't hold long. And we'll be in a world o' woe once they're loose!|Novigrad Peasant 02|Fine. I'll try to help you.|Geralt|We're not rich, but cut the filth down and we will pay you.|Bogaci nie jesteśmy, ale zapłacimy, jak plugastwo wybijecie.|Nie jesteśmy bogaci, ale jeśli obetniesz brud, zapłacimy ci.|Nie jesteśmy bogaci, ale jeśli usuniesz brud, zapłacimy ci.|Nie jesteśmy bogaci, ale zapłaćmy ci za zabicie tego paskudztwa.|Nie jesteśmy bogaci, ale jeśli obniżysz brud, zapłacimy ci.|Nie jesteśmy bogaci, ale jeśli zabijesz to paskudztwo, zapłacimy ci.
Geralt|Has paint…  but… how dunno.|Troll_1|Mans how know? I order! Mans knows!|Troll_1|Hm, might be a problem.|To rzeczywiście może utrudnić sprawę.|Hm, może być problem.|Hm, może być problem.|Hm, może być problem.|Może być problem.|Może być problem.
Novigrad Nobleman 01|Want a rematch?|Geralt|The luck! Hah! Jolly good hands!|Novigrad Nobleman 01|What with? You've left me high and dry. I'll not bet half a crown more.|Za co? Zostawiłeś mnie w samych gaciach. Nie postawię ani pół korony więcej.|Czym? Zostawiłeś mnie na lodzie. Nie postawię już ani grosza więcej.|Czym? Zostawiłeś mnie na lodzie. Nie postawię już ani grosza więcej.|Czym? Zostawiłeś mnie na lodzie. Nie postawię już ani grosza więcej.|"- Chcesz rewanżu?
- Z czym? Zostawiłeś mnie na lodzie. Nie postawię już ani grosza więcej.
- Szczęście! Ha! Świetne ręce!

Tłumaczenie drugiej wypowiedzi:
""Z czym? Zostawiłeś mnie na lodzie. Nie postawię już ani grosza więcej."""|"Co z rewanżem?
Szlachcic z Novigradu 01: Z czym? Zostawiłeś mnie na lodzie. Nie postawię już pół korony więcej.
Szlachcic z Novigradu 01: Ten fart! Ha! Świetne ręce!"
Skellige Blacksmith Helper 02|This sword's hilt is made of meteorite steel.|Geralt|Whoever wields this sword will always find his way at sea, no matter how stormy the skies.|Skellige Blacksmith Helper 02|No, it's made from the heart of a falling star.|Nie, ona jest zrobiona z serca spadającej gwiazdy.|No, jest zrobione z serca spadającej gwiazdy.|Nie, jest zrobiona z serca spadającej gwiazdy.|Nie, jest zrobiona z serca spadającej gwiazdy.|To ostrze jest wykonane z serca spadającej gwiazdy.|To jest zrobione z serca spadającej gwiazdy.
Skellige Woman 05|Greetings.|Geralt|Mind if I have a look at your herbs?|Geralt|Greetin's.|Witaj.|Pozdrowienia.|Cześć.|Cześć.|Witaj.|Witajcie.
Philippa Eilhart|What's happened? So quiet, all of a sudden?|Philippa Eilhart|Go back! Leave me in peace!|Philippa Eilhart|Aha! There you are!|Aaa, tu jesteś!|Aha! Oto jesteś!|Ach, tu jesteś!|"Tłumaczenie drugiej wypowiedzi na język polski:

""Aha! Oto jesteś!"""|Ach, tu jesteś!|Ach, tu jesteś!
Novigrad Citizen Man 03|They do seem fierce…|Novigrad Noblewoman 03|Sit!|Novigrad Citizen Man 03|Yes, but they're superbly trained. Won't even whimper without my permission.|Są świetnie wytresowane. Nawet nie pisną bez mojego pozwolenia.|Tak, ale są doskonale wyszkolone. Nawet nie pisną bez mojego pozwolenia.|Tak, ale są doskonale wyszkolone. Nawet nie pisną bez mojego pozwolenia.|Tak, ale są doskonale wyszkolone. Nawet nie pisną bez mojego pozwolenia.|Tak, ale są doskonale wyszkolone. Nie pisną nawet bez mojego pozwolenia.|Tak, ale są doskonale wyszkolone. Nawet nie pisną bez mojego pozwolenia.
Cyprian Willey|Hehehehee. Plan to introduce me to someone interesting?|Cyprian Willey|Good of you to come. I've been waiting for you.|Cyprian Willey|There you are.|O, jesteś.|Oto jest.|"Tłumaczenie drugiej wypowiedzi na język polski:

Jesteś tutaj."|Tam jesteś.|Jesteś tutaj.|Dobrze, że przyszedłeś. Czekałem na ciebie.
Udalryk|Just make sure you stay vigilant, listen to what I say.|Geralt|Shall we start?|Udalryk|Fine. So… What now? Shall we begin?|D... Dobrze. To... Jak?... Zaczynamy?|Dobrze. Więc... Co teraz? Zaczynamy?|Dobrze. Więc... Co teraz? Czy możemy zacząć?|Dobrze. Więc... Co teraz? Czy możemy zacząć?|Dobrze. Więc... Co teraz? Zaczniemy?|Dobrze. Więc... Co teraz? Zaczynamy?
Novigrad Traveler Woman 04|Guards!|Novigrad Traveler Woman 04|Drippin' like the squirrel-eaten prick of a dead lumberjack.|Scoiatael Dwarf 01|Save me… Saaaave me!|Ratujcie... Ra-tujcie!|Uratuj mnie... Uratuj mnie!|Ratuj mnie... Ratuj mnie!|Ratujcie mnie... Ratujcie mnie!|Ratujcie mnie... Ratujcie mnie!|Ratujcie mnie... Ratujcie mnie!
Novigrad Poor Woman 01|You think they'd do it?|Novigrad Poor Woman 01|Be praised!|Novigrad Poor Woman 01|I think so.|Chyba tak.|Myślę, że tak.|Myślę, że tak.|Myślę tak.|Myślę tak.|Myślę tak.
Skellige Villager 02|Guessed that already. But a curse grips both you and this place, and only you can lift it. Luckily, all you gotta do is light the fire in the lighthouse. Penitent's invincible as long as darkness covers the island.|Geralt|I'll escort you. Now no excuses. Grab some oil and let's go. Before I change my mind.|Geralt|I-I-I can't go outside! It'll kill me. I can f-feel it. Mayhaps ye could…|Jeśli stąd wy-yjdę, ten upiór mnie za-abije! Czu-uję to. Może sam byś...|Nie mogę wyjść na zewnątrz! Zabije mnie to. Czuję to. Może ty mógłbyś...|Nie mogę wyjść na zewnątrz! To mnie zabije. Czuję to. Może ty mógłbyś...|Nie mogę wyjść na zewnątrz! To mnie zabije. Czuję to. Może ty mógłbyś...|"- Nie mogę wyjść na zewnątrz! To mnie zabije. Czuję to. Może ty...
- Pójdę z tobą. Teraz bez wykrętów. Weź olej i chodźmy. Zanim się rozmyślę."|Mieszkaniec Skellige 02: Nie mogę wyjść na zewnątrz! To mnie zabije. Czuję to... Może ty mógłbyś...
Novigrad Scribe 02|Players will be paired by random draw. The groupings for the first round shall be read now.|Count Tybalt|Patrick Hazelnutt and Harald Featherbuns.|Novigrad Scribe 02|Achoo! Finneas and Tim Knott.|Apsik! Finneas i Tim Knott.|Achoo! Finneas i Tim Knott.|Ach! Finneas i Tim Knott.|Ach! Finneas i Tim Knott.|Ach! Finneas i Tim Knott.|Ach, Finneas i Tim Knott.
Geralt|What do we have here…?|Geralt|Hmm, trail goes on. Good thing it doesn't end here.|Geralt|Chewed on the saddle? Necrophages'll eat anything these days.|Nadgryzły siodło? Trupojady robią się coraz bardziej żarłoczne.|Żuć na siodle? Dziś nekrofagi zjedzą wszystko.|Chewed on the saddle? Sępy zjedzą wszystko ostatnio.|Żuło przy siodle? Nekrofagi zjedzą teraz wszystko.|Żujące na siodle? Nekrofagi zjedzą teraz wszystko.|Żarłoczne nekrofagi zjedzą teraz wszystko.
Geralt|We need to go.|Triss|We shouldn't have… It was my fault, I know. The wine… went straight to my head. I'm sorry.|Triss|I know. Be careful.|Wiem. Uważajcie na siebie.|Wiem. Bądź ostrożny.|Wiem. Uważaj.|Wiem. Bądź ostrożna.|Wiem. Uważaj.|Wiem. Bądź ostrożna.
Eternal Fire Guard 02|Dried mushrooms, sir. Come to sell 'em at market.|Novigrad Peasant 01|Nay, never. There's boletes, goatheads, penny buns… No magic mushrooms - pth! Just our own, you know, for ordinary folk.|Novigrad Peasant 01|Huh. Any magic ones?|Jakieś magiczne?|Huh. Jakieś magiczne?|Hmm. Jakieś magiczne?|Hmm. Jakieś magiczne?|- Żadnych magicznych. Są borowiki, maślaki, koźlarze... Tylko zwykłe grzyby dla ludzi. Nie ma magii - pff! Tylko nasze, wiesz, dla normalnych ludzi.|Hmm. A jakieś magiczne?
Geralt|A child that lives not, yet did not die.|Guslar|I know you need to bury it under the threshold.|Geralt|Heard of one witcher who lifted a botchling's curse. Never tried it myself, though.|Słyszałem, że jednemu wiedźminowi udało się kiedyś odczarować porońca, ale sam nigdy tego nie robiłem.|Słyszałem o jednym wiedźminie, który zdjął klątwę z botlinka. Sam nigdy tego nie próbowałem.|Słyszałem o jednym czarodzieju, który zdjął klątwę z botchlinga. Sam nigdy tego nie próbowałem.|Słyszałem o jednym czarodzieju, który zdjął klątwę z botchlinga. Sam nigdy tego nie próbowałem.|Słyszałem o jednym czarodzieju, który zdjął klątwę z botchlinga. Sam nigdy tego nie próbowałem, ale...|Słyszałem o jednym czarodzieju, który zdjął klątwę z botlinka. Nigdy sam tego nie próbowałem, choćby. Wiem, że trzeba go pochować pod progiem.
Geralt|Show me your wares.|Geralt|Tavern?! 'T'ain't no tavern! 'Tis the House of Warriors!|Skellige Innkeeper 01|Greetings. Impressive tavern.|Witaj. Ładna gospoda...|Pozdrowienia. Imponująca karczma.|Witaj. Imponująca karczma.|Witaj. Robi wrażenie ta karczma.|Witam. Imponująca karczma.|Witaj. Imponująca karczma.
Geralt|Seems Avallac'h has analyzed all the paths of Lara's gene, even those we thought extinct.|Yennefer|How can you know?|Yennefer|Forget this. Not like we're gonna learn anything new.|Dajmy temu spokój. Nie dowiemy się nic nowego.|Zapomnij o tym. Nie jakbyśmy mieli się czegoś nowego nauczyć.|Zapomnij o tym. Nie jakbyśmy mieli się czegokolwiek nowego nauczyć.|Zapomnij o tym. Nie jakbyśmy mieli się czegokolwiek nowego dowiedzieć.|- Zapomnij o tym. Nie jakbyśmy mieli się czegokolwiek nowego dowiedzieć.|Zapomnij o tym. Nie jakbyśmy mieli się czegokolwiek nowego dowiedzieć.
Verden Girl 02|Here. Be sure to share it with the others.|Geralt|Here, for you. For your kindness.|Verden Girl 02|Thank you!|To dla nas? Naprawdę?! Dziękuję!|"Dziękuję!

Tłumaczenie:

Dziękuję."|Dziękuję!|'Dziękuję!'|Dziękuję!|"Dziękuję!
Tutaj, dla ciebie. Za twoją dobroć."
Scoiatael Dwarf 35|Blood!|Scoiatael Dwarf 35|You enlisting?|Scoiatael Dwarf 35|What a ride!|Ale jazda!|Co za jazda!|Co za przejażdżka!|"Tłumaczenie drugiej wypowiedzi:

""Co za przejażdżka!"""|Co za przejażdżka!|Co za przejażdżka!
Witch Hunter 02|"So I asked them, ""Since when is getting pissed part of the war effort?"" They just slapped me down and took everything."|Novigrad Traveler Man 02|Fair in the face, no pimples, no pockmarks. Eyes painted, narrow in the waist, and full breasts.|Witch Hunter 03|Easiest way to tell a sorceress - they're perfect, unnatural beauties.|Czarodziejki najłatwiej poznać po tym, że są niezwykle urodziwe.|Najprostszy sposób, aby powiedzieć czarodziejce - one są doskonałe, nienaturalne piękności.|Najprostszy sposób, aby rozpoznać czarodziejkę - są doskonałymi, nienaturalnymi pięknościami.|Najprostszy sposób, aby rozpoznać czarodziejkę - są doskonałymi, nienaturalnymi pięknościami.|Najprostszy sposób, aby rozpoznać czarodziejkę - są doskonałymi, nienaturalnymi pięknościami.|Najprostszy sposób, aby rozpoznać czarodziejkę - są perfekcyjnymi, nienaturalnymi pięknościami.
Novigrad Thug Weak 15|I'd kill for a bite.|Novigrad Thug Weak 15|Your mother was a hamster and your father smelt of elderberries!|Novigrad Thug Weak 15|Your time to die.|Czas ci zdychać.|Twoje czas umierać.|Twoja pora umierać.|Twoja pora umierać.|Twoja kolej na umieranie.|Twoja kolej umierać.
Geralt|Jarl, the witcher is right. He specializes in such matters, he's your only chance.|Hjort|It's neither the gods nor your brother.|Geralt|I know what haunts you, whispers in your ear, commands you to hurt yourself.|Wiem, co cię prześladuje, szepcze do uszu i każe się okaleczać.|Wiem, co cię nęka, szepcze do ucha, każe ranić samego siebie.|Wiem, co cię nęka, szepcze do ciebie, każe ci się ranić.|Wiem, co cię nęka, szepcze do ciebie, każe ci się ranić.|Wiem, co cię nęka, szepcze do ciebie, każe ci się ranić.|Wiem, co cię nęka, szepcze do ciebie, każe ci się ranić. To ani bogowie, ani twój brat.
Cirilla|Time's up.|Geralt|It was nice to see you both. And take care of yourselves.|Cyprian Willey|Right, we must still go by the Golden Sturgeon.|Racja, musimy zajrzeć jeszcze do Złotego Jesiotra.|Dobrze, musimy wciąż podążać za Złotym Jesiotrem.|Tak, musimy jeszcze przejść obok Złotego Szczupaka.|"Tłumaczenie drugiej wypowiedzi na język polski:

""No cóż, musimy jeszcze zajść do Złotego Szczupaka."""|- Musimy jeszcze przejść obok Złotego Szczupaka.|"No dobrze, oto tłumaczenie drugiej wypowiedzi:

""W porządku, musimy nadal pójść do Złotego Karpia."""
