speaker|prev_text|prev_speaker|next_text|next_speaker|en_text|pl_text|dialog_prototype1|dialog_prototype2|default
Cirilla|We got lucky this time. Hope it stays with us.|Geralt|So, off to Novigrad, then?|Cirilla|It's not luck. You're a professional killer, and I'm a chip off the old block.|Nieprawda. Ty jesteś zawodowym zabójcą, a ja sroce spod ogona też nie wypadłam.|To nie szczęście. Jesteś zawodowym zabójcą, a ja jestem córką swojego ojca.|To nie szczęście. Jesteś zawodowym zabójcą, a ja jestem chodzącym dowodem na to, że talent rodziców może być dziedziczny.|To nie przypadek. Jesteś zawodowym zabójcą, a ja jestem jak skóra zdjęta ze starego.
Novigrad Prostitute 01|Truth be told the King's exactin' too much tribute these days.|Novigrad Prostitute 01|D'you have to pay much? Was it worth takin' the tyke to that medic?|Novigrad Prostitute 01|I don't care either way. Now stop tittle-tattling and get to work.|A mnie to nie obchodzi. Zamiast plotkować za robotę byście się wzięli.|Nie obchodzi mnie to ani trochę. Teraz przestań się mizdrzyć i weź się do roboty.|Nie obchodzi mnie to ani trochę. Teraz przestań się mizdrzyć i weź się do roboty.|Nie obchodzi mnie ani tak, ani siak. Teraz przestań plotkować i weź się do pracy.
Geralt|Hm. Gotta be a peasant who told the Witch Hunters about the ritual.|Geralt|Old man Ambros the pellar fears not.|Guslar|That spirit they drove away - your father's ghost, right? Threatened to come back, likely to keep his word.|Ten upiór, którego przepędzili, to był duch twojego ojca, prawda? Groził, że wróci, i pewnie dotrzyma słowa.|Ten duch, którego przegonili - duch twojego ojca, tak? Groził, że wróci, pewnie dotrzyma słowa.|Ten duch, którego przegonili - duch twojego ojca, tak? Groził, że wróci, pewnie dotrzyma słowa.|Tego ducha, którego przepędzili - twój ojciec, prawda? Groził, że wróci, pewnie dotrzyma słowa.
Graham|Yeah. One thing you should know, though. In death, Anabelle turned into a pesta.|Geralt|More than a restless ghost. A plague maiden, a powerful wraith filled with grief and hatred that drive her, give her the power to sow disease and death.|Geralt|"A ""pester?"" What's that?"|W morową dziewicę? Co to znaczy?|Tak. Jest jedna rzecz, którą powinieneś wiedzieć. W śmierci Anabelle zmieniła się w pestę.|Więcej niż upiór. Plaga dziewica, potężny widmo przepełnione żalem i nienawiścią, które pchają ją, dają jej moc szerzenia choroby i śmierci.|"""Pester?"" Co to znaczy?"
Verden Old Man 01|Novigrad? You've not poked your nose out of the village…|Verden Old Man 02|Probably to sell you to a beggar, but none was interested.|Verden Old Man 02|Me father took me once!|Ojciec mnie kiedyś zabrał!|Mój ojciec zabrał mnie raz!|Prawdopodobnie chciał cię sprzedać żebrakowi, ale żaden się tobą nie zainteresował.|Mój ojciec zabrał mnie raz!
Geralt|Junior's got areas of the city where he's strong. Penetrate them, look around. But be discrete - none of this speed and fury and swinging your steel cock about.|Dijkstra|Gambling - that's his big earner. Junior controls the largest casino in town. I'll never forget - Hierarch Hemmelfart raised all kinds of hallowed hell there once. Bugger bet and lost his ruby ring.|Dijkstra|Hmm, makes sense to ask around, I guess… Junior might be in hiding, but he's gotta be collecting income, couldn't afford to cut himself off.|Hm, może faktycznie warto popytać na mieście... Nawet jeśli Junior siedzi w ukryciu, to nie mógł odciąć się od dochodów.|Hmm, chyba najlepiej będzie popytać tu i tam... Młody może się ukrywać, ale musi jakoś zarabiać, nie stać go na odcięcie się od interesów.|Hierarch Hemmelfart raz podniósł piekło w największym kasynie w mieście. Przegrał tam swój rubinowy pierścień.|Hmm, ma sens się rozglądać, chyba... Junior może się ukrywać, ale musi zbierać dochody, nie mógłby odciąć się od siebie.
Geralt|A witcher? Oh! Here about the notice, perchance?|Novigrad Old Man 03|"Not just ""some"" voyage - 'cross the sea! Mark this: when I got pressed into the infantry in 1242, I promised my beloved Letta I'd return alive, whole and with a pearl from Skellige. Not just any pearl, either. A black one! The rarest and most precious!"|Novigrad Old Man 03|Not quite… but what's it about? I hear right - you're going on some voyage, need a companion?|Nie do końca... A o co chodzi? Dobrze słyszałem, że szukasz towarzysza na jakąś wyprawę?|Nie całkiem... Ale o co chodzi? Słyszałem prawidłowo - wybierasz się w jakąś podróż, potrzebny ci towarzysz?|Nie całkiem... Ale o co chodzi? Słyszę, że wybierasz się w jakąś podróż, potrzebny ci towarzysz?|Nie do końca... ale o co chodzi? Słyszę właściwie - wybierasz się w jakąś podróż, potrzebujesz towarzysza?
Dreamer Corine Tilly|We shall return soon with your patient.|Avallach|This way, Geralt.|Avallach|I shall be waiting.|Będę czekać.|Będę czekała.|Tędy, Geralt.|Będę czekać.
Witch Weavess|||||You will die! Here! Now!|Umrzesz tutaj!|Umrzesz! Tu! Teraz!|Umrzesz! Tu! Teraz!|Umrzesz! Tu! Teraz!
Novigrad Poor Woman 03|Hm, didn't look like rain…|Novigrad Poor Woman 03|That whore who lifts her tail for all comers?!|Novigrad Poor Woman 03|Spends all her days in the chapel?|Całe dnie w kaplicy przesiaduje?|Cały czas spędza w kaplicy?|Cały czas spędza w kaplicy?|Spędza wszystkie dni w kaplicy?
Letho|||Gotta be worth more than the entire village.|Geralt|Nice mounts…|Ładne konie...|Ładne koniki...|To musi być warte więcej niż cała wieś.|Ładne góry...
Geralt|Why haven't you brought her to me?|Radovid|Do you fear her?|Radovid|Gotta capture someone to take them anywhere. All I did was track her down… then stole this ring as proof that I had.|Żeby kogoś przyprowadzić, trzeba go najpierw złapać. A ja tylko ją wytropiłem... I wykradłem jej pierścień. Na dowód.|Musiałem ją namierzyć i ukraść ten pierścień jako dowód, że ją znalazłem.|Z tego co wiem, w Novigradzie elfy nie są zbyt dobrze traktowane.|Muszę kogoś schwytać, żeby zabrać go gdziekolwiek. Po prostu śledziłem ją, a potem ukradłem ten pierścień jako dowód, że to zrobiłem.
Skellige Boatbuilder 01|Whoa, there, Volund, don't wanna be pukin' again, do we…?|Skellige Villager 05|By Hjalmar's command. He aims to sail this up the Yaruga, plunder Sodden. Yaruga's a shallow river.|Skellige Boatbuilder 02|Seen the plans? Strange longship we're buildin'. Bottom's almost flat… and but a two foot draught.|Widziałeś plany? Dziwny drakkar robimy. Dno prawie płaskie... I zanurzenie tylko na dwie stopy.|Ten lód... To zaklęcie. Musisz zniszczyć kostur czarodzieja, który je rzucił.|Ten lód... To zaklęcie. Musisz zniszczyć kostur czarodzieja, który je rzucił.|Widziałeś plany? Budujemy dziwną łódź wikingów. Dno jest prawie płaskie... a zanurzenie tylko dwie stopy.
Lambert|One of the best. A couple of road robbers stopped me - one pointed a crossbow at me and the other started rummaging through my satchel.|Lambert|Let's get outta here.|Geralt|Made the man with the crossbow shoot his friend… then hang himself.|Wpierw kazałem kusznikowi zastrzelić kompana... A potem się powiesić.|Zrobił tak, że facet ze strzelbą zastrzelił swojego przyjaciela, a potem sam się powiesił.|Z tego co wiem, w Novigradzie elfy nie są zbyt dobrze traktowane.|Zmusił człowieka z kuszą do postrzelenia przyjaciela... a potem powieszenia się.
Scoiatael Elf Man 33|I've killed Rivians, before.|Scoiatael Elf Man 33|Hey?|Scoiatael Elf Man 33|Why so quiet, everyone?|Coście wszyscy tak ucichli?|Dlaczego tak cicho, wszyscy?|Dlaczego tak cicho, wszyscy?|Dlaczego wszyscy są tak cicho?
Geralt|||||A handprint…|Odcisk dłoni...|A ślad dłoni...|A handprint…|Odcisk dłoni...
Skellige Fisherman 05|You believe that? Cursed trees and flyin' phantoms?|Skellige Fisherman 05|Ahoy?|Skellige Fisherman 05|You takin' the piss?|Żarty sobie stroisz?|Czy ty się ze mnie nabijasz?|Czy ty się ze mnie nabijasz?|Czy ty się zesrasz?
Novigrad Poor Man 03|Has Ingrid recovered from her mother's death?|Geralt|Took an interest in the matter.|Geralt|How d'you know 'bout that…?|Skąd o tym wiecie...?|Skąd o tym wiesz…?|Jak się ma Ingrid po śmierci matki?|Skąd o tym wiesz...?
Eskel|Uh, yeah. Contract in Lan Exeter. Not to boast, but a pretty lucrative one.|Lambert|Shush, I'm talking now. So this giant was giving 'em trouble. Attacking convoys, dragging folk off into the swamps…|Lambert|Yeah, Kovir's where the gold's to be made. Know how much they pay there for a drowner?|W Kovirze potrafią sypnąć złotem. Wiecie, ile tam dają za utopca?|Tak, w Kovirze to jest prawdziwy szmal. Wiesz, ile tam płacą za utopca?|Tak, Kovir to miejsce, gdzie można zarobić dużo pieniędzy. Wiesz, ile tam płacą za utopca?|Tak, Kovir to miejsce, gdzie robi się złoto. Wiesz, ile tam płacą za topielca?
Skellige Woman 03|Time to gather a raidin' party. A sword that don't taste blood rusts.|Skellige Warrior 05|Luve… What's eatin' you? I've sailed out many a time before, brought back dresses, gold. You never opposed it then.|Skellige Warrior 05|And a wife without a husband? You know what becomes of her?|A żona bez męża? Wiesz, co się z nią dzieje?|A żona bez męża? Wiesz, co się z nią stanie?|A żona bez męża? Wiesz, co się z nią stanie?|A żona bez męża? Wiesz, co się z nią dzieje?
Temerian Woman 02|That griffin's a real scourge.|Temerian Woman 02|What next - a flood?|Temerian Woman 03|The Wild Hunt in the heavens always heralds war.|Dziki Gon na niebie zawsze zwiastuje wojnę.|Dziki Gon na niebie zawsze zwiastuje wojnę.|Łatwo rozpoznana. Jestem z tego dumna, nigdy nie zamierzałam tego ukrywać.|Dziki pościg na niebie zawsze zwiastuje wojnę.
Edna Var Attre|Edna might have. I certainly have not.|Rosa Var Attre|Burn with passion? For one who incessantly praises another woman's talents? Afraid I've more sense than that!|Rosa Var Attre|My dear sister, I would never spend time alone with a man for whom you burn with a secret passion.|Siostrzyczko, nie ważyłabym się umawiać z kimś, do kogo pałasz skrytym uczuciem.|Moja droga siostro, nigdy nie spędziłabym czasu sam na sam z mężczyzną, dla którego płoniesz skrywaną namiętnością.|Moja droga siostro, nigdy nie spędzałabym czasu sam na sam z mężczyzną, o którym płoniesz skrytym uczuciem.|Moja droga siostro, nigdy nie spędziłabym czasu sam na sam z mężczyzną, do którego pałasz skrytą namiętnością.
Skellige Warrior 03|We'll not fit on one longship with this many men.|Skellige Warrior 01|What do you propose we fight with, then?|Skellige Warrior 01|We will if we leave our shields and weapons behind.|Chyba że zostawimy w domach tarcze i broń.|Będziemy musieli zostawić nasze tarcze i broń, jeśli chcemy się zmieścić na jednej długiej łodzi.|Będziemy musieli zostawić nasze tarcze i broń, jeśli chcemy zmieścić się na jednej długiej łodzi.|Odejdziemy, jeśli zostawimy nasze tarcze i broń za sobą.
Geralt|||Away go witchygo. Shoeses pick me.|Troll_3|Greetings.|Witaj.|Witajcie.|Witaj.|Pozdrowienia.
Skellige Guard 01|Clumsy sot.|Skellige Guard 01|Ye cat-eyed cunt!|Skellige Guard 01|Help!|Ratujcie!|Pomocy!|Pomocy!|Pomocy!
Yennefer|Well… thought it might interest you. And maybe we could think of a way to lift the curse, together.|Geralt|We're not here for you to satisfy your ambitions, play the consummate witcher. We're here to learn about Ciri. Must I remind you?|Yennefer|I don't know, Geralt, maybe try feeding him his own haunch? I don't really care.|Nie wiem, Geralt, może nakarm go jego własnym udźcem? Nie obchodzi mnie to za bardzo.|I don't know, Geralt, maybe try feeding him his own haunch? I don't really care.|I don't know, Geralt, maybe try feeding him his own haunch? I don't really care.|Nie wiem, Geralt, może spróbuj nakarmić go jego własną łopatką? Nie obchodzi mnie to za bardzo.
Morkvarg Warewolf|Starting to envy you.|Geralt|Honestly? Rather just kill you.|Geralt|Hrrr wish to hrrr hear a storrry? Hrrraaa!|Nie chcesz, hrrr... Usłyszeć tej historrrri?|Hrrr chcesz usłyszeć historię? Hrrraaa!|Hrrr chcesz usłyszeć historię? Hrrraaa!|Hrrr chcę usłyszeć historię? Hrrraaa!
Verden Boy 03|What if it's not?|Geralt|Whatever you want to do…|Lambert|Aaa… Aaaaaah!|Aaa... Aaach!|Aaa… Aaaaaah!|Łatwo rozpoznana. Jestem z tego dumna, nigdy nie zamierzałam tego ukrywać.|Aaa... Ach!
Novigrad Guard 01|Found no evidence pointing either way…|Geralt|So don't be fussy, just tell me what you think.|Novigrad Guard 01|Hah, no one wants evidence. If neither confesses, we'll lock 'em both up for obstructing a Guard investigation.|Nikt tu nie będzie dowodów zbierał... Jeśli żaden się nie przyzna, obu zamknę za utrudnianie pracy straży.|Haha, nikt nie chce dowodów. Jeśli żaden z was się nie przyzna, zamkniemy was obu za utrudnianie śledztwa straży.|Hah, nikt nie chce dowodów. Jeśli żaden się nie przyzna, zamkniemy ich obu za utrudnianie śledztwa straży.|Haha, nikt nie chce dowodów. Jeśli żaden z nich się nie przyzna, zamkniemy ich obu za utrudnianie śledztwa Gwardii.
Skellige Hunter 03|||I can see 'er! I can see the queen!|Skellige Woman 03|Hang on, I'll stand on me toes… Might see somethin' then.|Czekaj, stanę na palcach... Może wtedy coś dojrzę...|Poczekaj, stanę na palcach... Może coś zobaczę.|Hang on, I'll stand on me toes… Might see somethin' then.|Poczekaj, stanę na palcach... Może coś zobaczę.
Geralt|Geralt'll vouch for me. Tell him - I've always said I'm a count.|Dandelion|Just nobody's bothered to verify it, hahahah.|Zoltan Chivay|True. You have always said so.|Zgadza się. Zawsze mówiłeś.|To prawda. Zawsze tak mówiłeś.|Z tego co wiem, w Novigradzie elfy nie są zbyt dobrze traktowane.|Prawda. Zawsze tak mówiłeś.
Dijkstra|Leave you to it, then.|King Beggar|So, how about we get dressed?|Geralt|I'll, uh, look in on you tomorrow, Francis. Finish our talk.|No... Zajrzę do ciebie jutro, dokończymy rozmowę.|Jutro zajrzę do ciebie, Francis. Dokończymy naszą rozmowę.|Z tego co wiem, w Novigradzie elfy nie są zbyt dobrze traktowane.|Jutro do ciebie zajrzę, Franciszku. Dokończmy naszą rozmowę.
Dandelion|Want me to be the bandit?|Geralt|Are you serious? That's your brilliant plan?|Geralt|Knew you'd see the sense in it right away.|Wiedziałem, że złapiesz w lot.|Wiedziałem, że od razu zrozumiesz sens tego pomysłu.|Wiedziałem, że od razu zrozumiesz sens tego pomysłu.|Wiedziałem, że od razu zobaczysz w tym sens.
Keira Metz|Keira Metz deep in the heart of Velen… Thought you hated the countryside.|Geralt|Heard a witch lived out here. Never would've guessed it was King Foltest's former advisor.|Geralt|I can assure you I do, now more than ever.|Zapewniam cię, że teraz nienawidzę go po stokroć bardziej.|Wiedźmin, Keira Metz głęboko w sercu Velenu… Myślałem, że nienawidzisz wsi.|Mogę cię zapewnić, że tak jest, teraz bardziej niż kiedykolwiek.|Mogę ci zapewnić, że tak, teraz bardziej niż kiedykolwiek.
Geralt|Phew… Good you're here… So, what'll it be? Will you help old Nidas find a black pearl for his wife? I'd like it done already. Humidity's unkind to my bones - they've started creaking.|Novigrad Old Man 03|||Yeah… You'll need to hang on a bit longer. Got something to take care of.|Cóż... Musisz jeszcze trochę wytrzymać, bo mam coś do załatwienia.|Tak... Będziesz musiał trochę poczekać. Mam coś do zrobienia.|Tak... Będziesz musiał trochę poczekać. Mam coś do zrobienia.|Tak... Będziesz musiał poczekać jeszcze trochę. Mam coś do załatwienia.
Geralt|Show me what you got on offer.|Geralt|Ah! A customer!|Redanian Blacksmith 01|Will you craft something for me?|Wykonasz coś dla mnie?|Czy mógłbyś dla mnie coś wykuć?|Z tego co wiem, w Novigradzie elfy nie są zbyt dobrze traktowane.|Czy stworzysz coś dla mnie?
Geralt|Smash his stock of mead. Was me brought it in from An Skellig.|Sukrus|Nay, but it's fair.|Sukrus|That a mature thing to do?|To jest dojrzałe zachowanie?|To dojrzałe zachowanie?|To dojrzałe zachowanie?|Czy to dojrzałe zachowanie?
Philippa Eilhart|I remember the moment I killed him - cultivation wasn't complete, they hadn't grown in fully yet. Looked… disgusting, but…|Geralt|Course.|Geralt|I take it your mention of that deviant is purely coincidental?|Jak rozumiem, skojarzenie z tym zwyrodnialcem było czysto przypadkowe?|Cóż za zbieg okoliczności.|Jak rozumiem, twoja wzmianka o tym dewiancie jest całkowicie przypadkowa?|Czy więc twoje wspomnienie o tym dewiancie jest całkowicie przypadkowe?
