speaker|prev_text|prev_speaker|next_text|next_speaker|en_text|pl_text|dialog_prototype
Geralt|Gran? Sure I remember.|Godling Johnny|By happenstance, Gran mixed some poppy seed and ash. Went by to help her sort it out. Mother nature gave me small hands, see, so I can do it easy like.|Godling Johnny|Found her in the Crones' village. Transformed into a monster. Any idea how that happened?|Znalazłem ją w wiosce wiedźm, zamienioną w potwora. Wiesz, co jej się stało?|Znalazłem ją we wsi Kruków. Zamieniła się w potwora. Masz pomysł, jak to się mogło stać?
Graham|It's dangerous, there are risks involved. Understand that, don't you?|Geralt|Farewell.|Geralt|Course. I'm no coward, I'll not run this time.|Tak, oczywiście. Ale tym razem nie okażę się tchórzem.|Oczywiście. Nie jestem tchórzem, tym razem nie ucieknę.
Celina|Gran's got a lovely beak.|Verden Girl 01|Dog went in the kitchen, stole a hunk of meat.|Verden Boy 01|Oh, you darling girl. Kids are so sweet.|Moje ty kochanie. Dzieci są takie słodkie.|Oh, ty kochana dziewczyno. Dzieci są takie słodkie.
Skellige Warrior 05|Greetings.|Skellige Warrior 05|Foreigner, watch your step.|Skellige Warrior 05|Why're you here?|Czego tu?|Po co tu jesteś?
Triss|What about me? Don't I get any?|Geralt|…just got exactly what you deserve.|Yennefer|You…|Ty...|Ty...
Geralt|Won't find much else here.|Geralt|What's this? Ah. Gotta wonder who wanted to hide the hole… and what's on the other side.|Geralt|The baron and his wife. Hm, look happy enough.|Baron i jego żona. Hmm, wyglądają na szczęśliwych.|Ten baron i jego żona. Hm, wyglądają na wystarczająco szczęśliwych.
Eyvind|By my calculations, today's the day Gevorg, the legendary white whale, will swim the waters of Skellige.|Eyvind|Let's watch for Gevorg together. And you can tell me what you know about any elven ruins in Skellige.|Geralt|Been waitin' for this my whole life.|Czekałem na to całe życie...|Czekałem na to całe życie.
Skellige Old Woman 03|*Heavy sigh* Ehh, young an Craite's no different than Crach. Jarls'll still be at each others' throats…|Skellige Old Woman 03|Twas you aided Udalryk, eh? You and Cerys an Craite!|Skellige Old Woman 03|If the jarls feuded and fought under King Bran, why should they stop now his son's on the throne?|Skoro jarlowie i za króla Brana się kłócili, to czemu mieli by przestać, jak jego syn na tronie?|Jeśli jarlowie walczyli i toczyli spory za czasów króla Brana, dlaczego teraz mieliby przestać, skoro jego syn siedzi na tronie?
Geralt|||Watch your words, foreigner. You're in Skellige, our land, and we revere the gods here. If you weren't an Craite's guest…|Udalryk|It's not the gods.|To nie bogowie.|To nie są bogowie.
Novigrad Nobleman 01|Whoreson around or not?|Geralt|Disarm this man!|Novigrad Nobleman 01|Junior was right! Someone's after him!|Junior miał rację! Ktoś po niego przyszedł!|Junior miał rację! Ktoś go ściga!
Baron Bandit Weak 03|Over here! Can't get out! Roof's collapsed!|Baron Bandit Weak 03|Remember me?|Baron Bandit Weak 03|Akh akh. Horses! Gotta let 'em out! Open the main door!|Konie trzeba uwolnić! Otwórzcie główne wrota!|Ach, ach. Konie! Muszę je wypuścić! Otwórz główną bramę!
Geralt|Thank you. And know that I hope you find your Ciri.|Baron|Well? Ready?|Baron|Deal we made means I need to find Tamara and Anna first. Just so happens your unborn daughter might help us do that.|Wedle naszej umowy najpierw muszę znaleźć Tamarę i Annę. A tak się składa, że pomoże nam w tym twoja nienarodzona córka.|Umowa, którą zawarliśmy, oznacza, że muszę najpierw odnaleźć Tamarę i Annę. Przypadkiem wasza nienarodzona córka może nam w tym pomóc.
Halfling Man 02|Good day.|Halfling Man 02|Greetings.|Halfling Man 02|Wouldn't hit a halfling, would you?|Chyba nie uderzysz niziołka?|Nie uderzyłbyś hobbita, prawda?
Geralt|I don't know who the traitor is, witcher. But I'll tell you it's none of us. We all lost loved ones.|Donar An Hindar|Very well. Speak.|Donar An Hindar|Wanted to talk to you.|Chcę jeszcze z wami porozmawiać.|Chciałem z tobą porozmawiać.
Geralt|Human. Wrong body type.|Geralt|This one's a she. Remember, beards are no indicator of gender amongst dwarves.|Von Gratz|That's gotta be him.|To chyba on.|To musi być on.
Geralt|||||No, it's impossible!|Nie, to niemożliwe...|To niemożliwe!
Geralt|||||You died for a good cause, sheep. Rest in peace.|Zginęłaś w słusznej sprawie, owco. Niech ci ziemia lekką będzie.|Umarłaś za dobrą sprawę, owca. Spoczywaj w pokoju.
Dwarf Sleepy|Wake up!|Geralt|Who-- Who're you?|Dwarf Sleepy|Wha-- What's happenin'?|Co się dzieje?|Co się dzieje?
Vesemir|Hm, I know exactly how he'll take to bricklaying.|Vesemir|It shall. We must just ignite it at the right moment.|Ermion|I certainly hope this gas will work.|Mam nadzieję, że ten gaz zadziała.|Mam nadzieję, że ten gaz zadziała.
Skellige Villager 01|Your stomach.|Skellige Druid 01|Love.|Skellige Druid 01|And lovage?|A lubczyk?|I czy lubczyk?
Novigrad Thug Strong 01|For what?! My son's dead, don't you see?! And I prayed till my knees bled…|Novigrad Drunk 02|Who's gonna do the lie down? I did the mummin' last time.|Novigrad Thug Weak 03|So when the bloke comes round the corner, we do the wounded man bit.|Gość wejdzie w ciemną ulicę i robimy numer z rannym.|Kiedy gość wyjdzie zza rogu, robimy numer z rannym facetem.
Geralt|No specific reason. She and Cerys - they're of a similar age. But we'll speak of my children later. First, let's speak of yours. Yennefer claims Ciri's in trouble, and you seek her.|Crach|If you require aid - gold, ships, anything - merely say the word. I'll give you all I can.|Crach|That's right.|Zgadza się.|To prawda.
Skellige Innkeeper 01|Greetings. Impressive tavern.|Geralt|Mhm. So what do folk do in the House of Warriors? Fight?|Geralt|Tavern?! 'T'ain't no tavern! 'Tis the House of Warriors!|Gospoda?! To żadna gospoda, tylko Dom Wojowników!|To nie jest karczma! To Dom Wojowników!
Mage 01|Someone help me!|Mage 01|Ah yes, good day.|Mage 01|Sigh…|Ech...|Ech...
Geralt|||||Cart tracks lead into the woods.|Ślady wozu wiodą w las.|Ślady kół prowadzą w głąb lasu.
Baron|With Annie… it was love at first sight. A spear tore through my shoulder at the Battle of Anchor, she tended to my wound. Once I'd recovered, I asked her to marry me. She wept with joy.|Baron|It was one battle to the next, one conflict after another… 'Twas a life of war, I was seldom home, and I found comfort in drink. Grew so fond of hooch I couldn't part with it when I did get home.|Baron|Soon after, Tamara was born, and after that they sent me to Cidaris. A warlord had risen against King Ethain, and Foltest sent help.|Niedługo potem urodziła się Tamara, a mnie wysłali do Cidaris – król Ethain miał problem z jakimś watażką, a Foltest posłał mu wojska z pomocą.|Niebawem po tym urodziła się Tamara, a potem wysłali mnie do Cidaris. Jeden z baronów wszczął rebelię przeciwko królowi Ethainowi, i Foltest posłał tam pomoc.
Dijkstra|||||Gets you nothin', that!|Nic ci to nie da!|Nie dostaniesz za to nic.
Radovid|Wasn't where your men said, but I did find signs of someone doing medical experiments there.|Geralt|Think Philippa tried to restore her eyesight.|Geralt|Oh, that's something.|O, to ciekawe.|Ach, to coś.
Elf Female 35|Waste of words.|Elf Female 35|Run, if you value your lives!|Elf Female 35|That's unthinkable!|W głowie się nie mieści!|To jest nie do pomyślenia!
Dijkstra|Your partners aware of your past? They know you're Sigismund Dijkstra, former head of Redanian intelligence?|Geralt|But we just need to stay out of each others' ways, agree from time to time. That doesn't make us partners.|Dijkstra|Heheh. Cleaver, Bedlam and Junior, well, I'd call them my partners if we'd built a mill to grind flour for the folk of nearby hamlets.|Gdybym razem z Tasakiem, Bedlamem i Juniorem zbudował młyn i mełł mąkę dla okolicznych chłopów, to bylibyśmy wspólnikami.|Heheh. Cleveler, Bedlam i Junior, no cóż, nazwałbym ich partnerami, gdybyśmy zbudowali młyn do mielenia mąki dla ludności pobliskich wiosek.
Novigrad Old Woman 01|Leave me be.|Novigrad Old Woman 01|Ouch!|Novigrad Old Woman 01|Akh akh akh akh akh…|Khe! Khe!|Ach, ach, ach...
Novigrad Old Woman 17|Ow. I've such terrible aches…|Novigrad Old Woman 17|Greetings.|Novigrad Old Woman 17|Never rains but it pours.|Jak nie urok, to sraczka.|Nigdy nie ma lekko, zawsze pod górkę.
Dijkstra|||Shhh. Triss is about to speak.|Mage 03|I look forward to having friends in Kovir. Especially among King Tancred's entourage.|Dobrze jest mieć w Kovirze przyjaciół. Zwłaszcza na dworze króla Tankreda.|Czekam z niecierpliwością na zdobycie przyjaciół w Kovirze. Szczególnie w otoczeniu króla Tancreda.
Yennefer|As you saw, my megascope's acting up… in rather spectacular fashion.|Yennefer|All right, how do I find the source?|Geralt|I'm certain there's an energy source nearby, generating disturbances, making the crystals malfunction. We must find it and neutralize it… quickly - I must contact someone, it's urgent.|Gdzieś niedaleko musi być źródło energii, które zakłóca pracę kryształów. Trzeba je dezaktywować... I to szybko. Muszę pilnie z kimś porozmawiać.|Jestem pewna, że w pobliżu znajduje się źródło energii generujące zakłócenia, przez co kamienie szlachetne nie działają prawidłowo. Musimy je znaleźć i szybko unieszkodliwić... muszę skontaktować się z kimś, to pilne.
Geralt|Please.|Lambert|Sure.|Lambert|Thanks for everything.|Dziękuję za wszystko.|Dzięki za wszystko.
Geralt|Aburraghi v'arathern...|Mage 02|Thanks. Though I'd be more than satisfied if you calmed that storm, then took this tower somewhere else.|Geralt|Wait! What're you doing?!|Zaraz, co ty robisz?|Czekaj! Co robisz?!
Geralt|Oh, I'll pour, Eskel, I'll pour. To the brim. 'Cause without vodka, you're as stiff as a bookkeeper in a body cast.|Lambert|Yeah. Soon as I trust her.|Lambert|Will you ever lay off Yen?|Odczepisz się kiedyś od Yen?|Czy kiedykolwiek odpuścisz Yen?
Novigrad Thug Strong 03|||||…|...|…
Geralt|||||Gotta toss some mistletoe in the fire, too. Wraith won't come out otherwise.|Do ogniska trzeba jeszcze wrzucić jemiołę. Inaczej nie wyjdzie.|Muszę wrzucić trochę jemioły do ognia też. Inaczej Wraith nie wyjdzie.
Godling Sara|Leave the dreamer alone. In exchange, I'll tell the banker the house is haunted - for good, no way to lift the curse.|Geralt|I'm a witcher. He'll believe me.|Geralt|You'd tell him that? What if he doesn't believe you?|O jaaaa, powiesz mu tak? A jak ci nie uwierzy?|Czy naprawdę byś mu tak powiedział? A co jeśli ci nie uwierzy?
Geralt|Hey, quick! Let me out 'fore he wakes!|Vigi|Wait. Know what they call Vigi? The Loon. For good reason, too.|Hjalmar|Key should be around here somewhere…|Klucz na pewno gdzieś tu jest...|Klucz powinien być gdzieś tutaj...
Geralt|Port-side.|Dandelion|So, time to head back?|Geralt|See you soon.|Niedługo wracam.|Do zobaczenia wkrótce.
Geralt|I… I was too late… to help him.|Cirilla|I should not have fled here to Kaer Morhen.|Cirilla|It's not your fault.|To nie twoja wina.|To nie twoja wina.
Vesemir|||||Who's next?!|Który następny?|Kto następny?!
Nilfgaardian Soldier 01|Make way!|Nilfgaardian Soldier 01|{Tròcair…} [Mercy…] Spare me…|Nilfgaardian Soldier 01|Sheathe your weapon.|Schowaj broń.|Schowaj broń.
Elf Man 37|Good day.|Elf Man 36|What are you looking at?|Elf Man 37|I wonder if the river's rising.|Ciekawe, czy rzeka przybierze?|Ciekawe, czy rzeka wzbiera.
Geralt|||||Giddy-up! Haa!|Galop!|Ruszaj się! Haha!
Cirilla|I knew we'd succeed. From the start.|Cirilla|An oren for your thoughts.|Cirilla|Now to find Eredin and kill him.|Teraz powinniśmy odnaleźć Eredina i zabić go.|Teraz muszę znaleźć Eredina i go zabić.
Yennefer|Yes. He was well respected.|Yennefer|Skellige is its clans. In times of war, tradition holds the clans unite under the leadership of their king.|Crach|Unlike his wife.|W przeciwieństwie do jego żony.|W przeciwieństwie do jego żony.
Rosa Var Attre|What're two young Nilfgaardian aristocrats doing in Novigrad?|Geralt|Papa's a diplomat. He also has many business dealings in Novigrad. He's a member of the Trade Corporation.|Edna Var Attre|Dying of boredom.|Najczęściej się nudzą.|Umieramy z nudów.
Scoiatael Dwarf 32|Most of us don't like humans.|Scoiatael Dwarf 32|What was that?|Scoiatael Dwarf 32|Don't bother me.|Nie przeszkadzaj.|Nie zawracaj mi głowy.
Novigrad Trader 31|Oh, be damned.|Novigrad Trader 31|Yeah?|Novigrad Traveler Man 01|Ha, I believe I see a rainbow.|Ha, chyba widzę tęczę.|Ha, widzę tęczę.
Geralt|||Aye, I've heard of you.|Skellige Bandit 02|Greetings. You know me?|Witaj. Znasz mnie?|Witaj. Znasz mnie?
Yennefer|If we gotta, we gotta. So be it.|Geralt|Better to have some idea where to look than none.|Yennefer|We'd never have known Ciri had returned if not for Emhyr and his agents. We owe him this.|Gdyby nie Emhyr i jego agenci, nie wiedzielibyśmy nawet, że Ciri wróciła... Jesteśmy mu to winni.|Gdyby nie Emhyr i jego agenci, nigdy byśmy się nie dowiedzieli, że Ciri wróciła. Jesteśmy mu to winni.
Skellige Villager 01|Oh, that lighthouse puts me in a right fury… If only it were somethin' different - a troll, a chort, a griffin even!|Skellige Villager 01|But how're we to fight a wraith? No steel will wound it. No armor will protect ye from it!|Skellige Villager 01|We'd call together some lads, grab our swords and cut the beast to pieces!|Skrzyknęłoby się paru chłopa, wzięło miecze i porąbało bestię na kawałki!|Zwołamy paru chłopaków, weźmiemy nasze miecze i posiekamy bestię na kawałki!
Nilfgaardian Officer 01|Have you lost your mind, man?|Nilfgaardian Officer 01|Huhhhht!|Nilfgaardian Officer 01|Ehh, uh, uhh.|Ech, yh, yyh.|Ech, eee, eee.
Geralt|The haunted house, you mean? It's hardly cozy, but I wager you've slept in worse conditions.|Cerys|Can't hurt it otherwise.|Geralt|It's not about sleeping. You've gotta draw the hym out. It has to emerge from the shadows, show itself.|Na samym nocowaniu się nie skończy. Trzeba wypłoszyć Hima. Musi wyjść z cienia i pokazać swoją postać.|To nie chodzi o spanie. Musisz wywabić go z ukrycia. Musi wyjść z cienia, pokazać się.
Geralt|Besides, it's not the myths that are on trial here! It's the thief!|Ermion|Then don't!|Ermion|I'm not about to justify what Yennefer did…|Nie chcę usprawiedliwiać Yennefer...|Nie zamierzam usprawiedliwiać tego, co zrobiła Yennefer...
Dijkstra|Meaning?|Geralt|Come, Geralt, what do you think's happened to him? I reckon he's at the bottom of the Pontar, trussed up with the strings of his own mandolin.|Dijkstra|He's surrounded by splendid virgins who ply him with sparkling wine and pastries stuffed with nightingales' tongues.|Siedzi otoczony hurysami, które karmią go pasztecikami ze słowiczych języków i poją młodym winem.|Otoczony jest wspaniałymi dziewicami, które częstują go musującym winem i ciastkami nadziewanymi językami słowików.
Yennefer|Any chance you can figure out where Ciri's companion fled to? His portal's gotta be nearby.|Geralt|||I'll try to find it. Come.|Spróbuję go znaleźć. Chodźmy.|Spróbuję je znaleźć. Chodźmy.
Celina|Yagna's a stupid pig.|Verden Girl 02|She says when I fall asleep, rats'll come and eat my eyes!|Verden Girl 03|Name-calling's not allowed.|Nie wolno się przezywać.|Używanie obraźliwych nazw nie jest dozwolone.
Geralt|Before you appeared, it never occurred to me that might've been Yennefer. Who would've have thought…|Mirror|A Nilfgaardian scout from the local garrison saw her.|Mirror|Get to the point.|Do rzeczy.|Przejdź do rzeczy.
Philippa Eilhart|We will assure you knowledge and protection, but you shall be your own rudder, captain and ship.|Philippa Eilhart|We don't expect you to commit now. Think it over, what you've heard, what you feel. We will speak when you're ready.|Margarita Laux Antille|And unlike Avallac'h, we can promise you this.|I w przeciwieństwie do Avallac’ha możemy to obiecać.|W przeciwieństwie do Avallac'ha, możemy ci to obiecać.
