speaker|prev_text|prev_speaker|next_text|next_speaker|en_text|pl_text|dialog_prototype
Verden Old Woman 03|I accept the challenge.|Geralt|Look this over - a coin from days of yore. Falka burns on its reverse, so they call it the Defier's Oren.|Verden Old Woman 03|Heheheh. Come.|He, he, he. Chodź.|Wyzwanie przyjęte.
Geralt|You and my da - you were mates once, right?|Cerys|But… Well I heard you fell out over somethin'… or someone…|Cerys|Hope we still are.|Mam nadzieję, że dalej się przyjaźnimy.|Mam nadzieję, że tak.
Lambert|Mhm. They understood all right. Congrats.|Geralt|Take my advice. You don't wanna mess with us.|Geralt|Run for the cave… Before they stone us to death.|Musimy biec do tamtej pieczary... Inaczej nas ukamienują.|Uciekaj do jaskini... Zanim nas ukamienują.
Geralt|But… but I lied to Yorg. Uncle did nothin' to me. He stank, and I didn't like 'im, that's it! And now… now Yorg'll die, 'cause o' me.|Skellige Girl 02|||Well maybe that'll teach you not to tell stories about others. So long.|Cóż... Może to cię oduczy oczerniania innych. Bywaj.|Może to cię nauczy nie opowiadać historii o innych. Żegnaj.
Crach|That's right.|Geralt|And I know the lass lives. I'm sure of it. When the blood of Riannon's daughters is shed, the sea grows white with fury. I'd mark such a storm.|Crach|If you require aid - gold, ships, anything - merely say the word. I'll give you all I can.|Jeśli potrzebujecie pomocy: złota, okrętów, czegokolwiek – mówcie. Dam wam wszystko.|Jeśli będziesz potrzebować pomocy - złota, statków, czegokolwiek - wystarczy, że poprosisz. Dam ci wszystko, co mogę.
Geralt|Must've nabbed her body soon after she'd drowned.|Geralt|||Keira's lamp oughta prove really handy here.|Kaganek Keiry bardzo się tu przyda.|Lampa Keiry bardzo się tutaj przyda.
Geralt|Hmm… Agreed. I shall send a banner with you. On one condition - General Voorhis will lead it.|Emhyr|And I cannot agree to witchers commanding my troops.|Emhyr|Can't agree to that.|Nie mogę się na to zgodzić.|Nie mogę się na to zgodzić.
Geralt|Hrr undo-- undo the currrse… Hrr frrrreee me, hrr finally… I will… I will… rrrrewarrrd hrr you hrrr…|Morkvarg Warewolf|You can hrrr hrrr hrrr end this. Hrrrre-- hrrrrrelease me!|Morkvarg Warewolf|Here we are again.|No i znów się spotykamy.|Tutaj jesteśmy ponownie.
Baron|And?|Geralt|Take it you won't give me this information for free.|Geralt|Ahhh, a topic for another time.|No, to już temat na całkiem inną rozmowę.|A temat na inną rozmowę.
Verden Old Man 01|That I simply do not have! Would a few crowns less satisfy ye?|Verden Old Man 01|Seems you'd make a fool of me given the chance. I'm done hagglin'. Here's my final word.|Verden Old Man 01|Oh, master, you value your services dear… But so be it, I'll agree to that.|Oj, dużo sobie śpiewacie za usługi, mistrzu... Ale niechaj będzie, zgadzam się.|Oh, panie, cenicie swoje usługi bardzo... Ale niech tak będzie, zgodzę się na to.
Novigrad Thug Strong 01|Stake with his name on it was all set up, then that old maid Hemmelfart let him off.|Novigrad Thug Strong 01|Awful pale. Awww, you scared?|Novigrad Thug Strong 01|Hahaha, think I pissed meself!|Ha ha ha, aż się kurwa osmarkałem!|Hahaha, myślałem, że popuściłem ze śmiechu!
Skellige Villager 04|This wraith - I can probably manage it. Need the details.|Geralt|Know anything about this specter? When'd it first appear?|Geralt|What do you wanna know?|Co chcesz wiedzieć?|Czego jak czego, ale nekkerów to się akurat nie boję.
Cirilla|We got lucky this time. Hope it stays with us.|Geralt|So, off to Novigrad, then?|Cirilla|It's not luck. You're a professional killer, and I'm a chip off the old block.|Nieprawda. Ty jesteś zawodowym zabójcą, a ja sroce spod ogona też nie wypadłam.|To nie szczęście. Jesteś zawodowym zabójcą, a ja jestem chodzącym dowodem na to.
Novigrad Prostitute 01|Truth be told the King's exactin' too much tribute these days.|Novigrad Prostitute 01|D'you have to pay much? Was it worth takin' the tyke to that medic?|Novigrad Prostitute 01|I don't care either way. Now stop tittle-tattling and get to work.|A mnie to nie obchodzi. Zamiast plotkować za robotę byście się wzięli.|I tak nie dbam o to, czyjej strony się trzymasz. Teraz przestań plotkować i bierz się do roboty.
Geralt|Hm. Gotta be a peasant who told the Witch Hunters about the ritual.|Geralt|Old man Ambros the pellar fears not.|Guslar|That spirit they drove away - your father's ghost, right? Threatened to come back, likely to keep his word.|Ten upiór, którego przepędzili, to był duch twojego ojca, prawda? Groził, że wróci, i pewnie dotrzyma słowa.|To duch, którego przegnali - twój ojciec, prawda? Zagroził, że wróci, najpewniej dotrzyma słowa.
Graham|Yeah. One thing you should know, though. In death, Anabelle turned into a pesta.|Geralt|More than a restless ghost. A plague maiden, a powerful wraith filled with grief and hatred that drive her, give her the power to sow disease and death.|Geralt|"A ""pester?"" What's that?"|W morową dziewicę? Co to znaczy?|"Co to jest ""pesta""?"
Verden Old Man 01|Novigrad? You've not poked your nose out of the village…|Verden Old Man 02|Probably to sell you to a beggar, but none was interested.|Verden Old Man 02|Me father took me once!|Ojciec mnie kiedyś zabrał!|Mój ojciec zabrał mnie tam raz!
Geralt|Junior's got areas of the city where he's strong. Penetrate them, look around. But be discrete - none of this speed and fury and swinging your steel cock about.|Dijkstra|Gambling - that's his big earner. Junior controls the largest casino in town. I'll never forget - Hierarch Hemmelfart raised all kinds of hallowed hell there once. Bugger bet and lost his ruby ring.|Dijkstra|Hmm, makes sense to ask around, I guess… Junior might be in hiding, but he's gotta be collecting income, couldn't afford to cut himself off.|Hm, może faktycznie warto popytać na mieście... Nawet jeśli Junior siedzi w ukryciu, to nie mógł odciąć się od dochodów.|Może warto popytać ludzi... Junior może się ukrywać, ale raczej nie odciął się całkowicie od źródeł dochodu.
Geralt|A witcher? Oh! Here about the notice, perchance?|Novigrad Old Man 03|"Not just ""some"" voyage - 'cross the sea! Mark this: when I got pressed into the infantry in 1242, I promised my beloved Letta I'd return alive, whole and with a pearl from Skellige. Not just any pearl, either. A black one! The rarest and most precious!"|Novigrad Old Man 03|Not quite… but what's it about? I hear right - you're going on some voyage, need a companion?|Nie do końca... A o co chodzi? Dobrze słyszałem, że szukasz towarzysza na jakąś wyprawę?|Nie całkiem... Ale o co chodzi? Słyszałem, że wybierasz się w jakąś podróż, potrzebny ci towarzysz?
Dreamer Corine Tilly|We shall return soon with your patient.|Avallach|This way, Geralt.|Avallach|I shall be waiting.|Będę czekać.|Będę czekała.
Witch Weavess|||||You will die! Here! Now!|Umrzesz tutaj!|Umrzesz! Tu! Teraz!
Novigrad Poor Woman 03|Hm, didn't look like rain…|Novigrad Poor Woman 03|That whore who lifts her tail for all comers?!|Novigrad Poor Woman 03|Spends all her days in the chapel?|Całe dnie w kaplicy przesiaduje?|Spędza całe dni w kaplicy?
Letho|||Gotta be worth more than the entire village.|Geralt|Nice mounts…|Ładne konie...|Ładne koniki...
Geralt|Why haven't you brought her to me?|Radovid|Do you fear her?|Radovid|Gotta capture someone to take them anywhere. All I did was track her down… then stole this ring as proof that I had.|Żeby kogoś przyprowadzić, trzeba go najpierw złapać. A ja tylko ją wytropiłem... I wykradłem jej pierścień. Na dowód.|Musiałem ją śledzić i ukraść ten pierścień jako dowód, że ją znalazłem.
Skellige Boatbuilder 01|Whoa, there, Volund, don't wanna be pukin' again, do we…?|Skellige Villager 05|By Hjalmar's command. He aims to sail this up the Yaruga, plunder Sodden. Yaruga's a shallow river.|Skellige Boatbuilder 02|Seen the plans? Strange longship we're buildin'. Bottom's almost flat… and but a two foot draught.|Widziałeś plany? Dziwny drakkar robimy. Dno prawie płaskie... I zanurzenie tylko na dwie stopy.|Widziałeś plany? Budujemy dziwną długą łódź. Dno jest prawie płaskie... i ma zaledwie dwa stopy zanurzenia.
Lambert|One of the best. A couple of road robbers stopped me - one pointed a crossbow at me and the other started rummaging through my satchel.|Lambert|Let's get outta here.|Geralt|Made the man with the crossbow shoot his friend… then hang himself.|Wpierw kazałem kusznikowi zastrzelić kompana... A potem się powiesić.|Sprawiłem, żeby ten z kuszą strzelił do swojego kompana... a potem sam się powiesił.
Scoiatael Elf Man 33|I've killed Rivians, before.|Scoiatael Elf Man 33|Hey?|Scoiatael Elf Man 33|Why so quiet, everyone?|Coście wszyscy tak ucichli?|Dlaczego tak cicho, wszyscy?
Geralt|||||A handprint…|Odcisk dłoni...|Ślad dłoni...
Skellige Fisherman 05|You believe that? Cursed trees and flyin' phantoms?|Skellige Fisherman 05|Ahoy?|Skellige Fisherman 05|You takin' the piss?|Żarty sobie stroisz?|Nie bierzesz tego na poważnie?
Novigrad Poor Man 03|Has Ingrid recovered from her mother's death?|Geralt|Took an interest in the matter.|Geralt|How d'you know 'bout that…?|Skąd o tym wiecie...?|Skąd o tym wiesz…?
Eskel|Uh, yeah. Contract in Lan Exeter. Not to boast, but a pretty lucrative one.|Lambert|Shush, I'm talking now. So this giant was giving 'em trouble. Attacking convoys, dragging folk off into the swamps…|Lambert|Yeah, Kovir's where the gold's to be made. Know how much they pay there for a drowner?|W Kovirze potrafią sypnąć złotem. Wiecie, ile tam dają za utopca?|Tam gdzie jest Kovir, tam też jest złoto.
Skellige Woman 03|Time to gather a raidin' party. A sword that don't taste blood rusts.|Skellige Warrior 05|Luve… What's eatin' you? I've sailed out many a time before, brought back dresses, gold. You never opposed it then.|Skellige Warrior 05|And a wife without a husband? You know what becomes of her?|A żona bez męża? Wiesz, co się z nią dzieje?|A żona bez męża? Wiesz, co się z nią stanie?
Temerian Woman 02|That griffin's a real scourge.|Temerian Woman 02|What next - a flood?|Temerian Woman 03|The Wild Hunt in the heavens always heralds war.|Dziki Gon na niebie zawsze zwiastuje wojnę.|Wild Hunt na niebie zawsze zwiastuje wojnę.
Edna Var Attre|Edna might have. I certainly have not.|Rosa Var Attre|Burn with passion? For one who incessantly praises another woman's talents? Afraid I've more sense than that!|Rosa Var Attre|My dear sister, I would never spend time alone with a man for whom you burn with a secret passion.|Siostrzyczko, nie ważyłabym się umawiać z kimś, do kogo pałasz skrytym uczuciem.|Moja droga siostro, nigdy nie spędzałabym czasu sam na sam z mężczyzną, dla którego płoniesz skrywaną namiętnością.
Skellige Warrior 03|We'll not fit on one longship with this many men.|Skellige Warrior 01|What do you propose we fight with, then?|Skellige Warrior 01|We will if we leave our shields and weapons behind.|Chyba że zostawimy w domach tarcze i broń.|Musimy zostawić nasze tarcze i broń, jeśli chcemy zmieścić się na jednej długiej łodzi.
Geralt|||Away go witchygo. Shoeses pick me.|Troll_3|Greetings.|Witaj.|Witaj.
Skellige Guard 01|Clumsy sot.|Skellige Guard 01|Ye cat-eyed cunt!|Skellige Guard 01|Help!|Ratujcie!|Pomocy!
Yennefer|Well… thought it might interest you. And maybe we could think of a way to lift the curse, together.|Geralt|We're not here for you to satisfy your ambitions, play the consummate witcher. We're here to learn about Ciri. Must I remind you?|Yennefer|I don't know, Geralt, maybe try feeding him his own haunch? I don't really care.|Nie wiem, Geralt, może nakarm go jego własnym udźcem? Nie obchodzi mnie to za bardzo.|Może spróbować nakarmić go jego własną łopatką? Nie obchodzi mnie to.
Morkvarg Warewolf|Starting to envy you.|Geralt|Honestly? Rather just kill you.|Geralt|Hrrr wish to hrrr hear a storrry? Hrrraaa!|Nie chcesz, hrrr... Usłyszeć tej historrrri?|Chcesz usłyszeć historię? Hrrraaa!
Verden Boy 03|What if it's not?|Geralt|Whatever you want to do…|Lambert|Aaa… Aaaaaah!|Aaa... Aaach!|Aaa… Aaaaaah!
Novigrad Guard 01|Found no evidence pointing either way…|Geralt|So don't be fussy, just tell me what you think.|Novigrad Guard 01|Hah, no one wants evidence. If neither confesses, we'll lock 'em both up for obstructing a Guard investigation.|Nikt tu nie będzie dowodów zbierał... Jeśli żaden się nie przyzna, obu zamknę za utrudnianie pracy straży.|Haha, nikt nie chce dowodów. Jeśli żaden z was się nie przyzna, zamkniemy was obu za utrudnianie śledztwa straży.
Skellige Hunter 03|||I can see 'er! I can see the queen!|Skellige Woman 03|Hang on, I'll stand on me toes… Might see somethin' then.|Czekaj, stanę na palcach... Może wtedy coś dojrzę...|Poczekaj, stanę na palcach... Może coś zobaczę.
Geralt|Geralt'll vouch for me. Tell him - I've always said I'm a count.|Dandelion|Just nobody's bothered to verify it, hahahah.|Zoltan Chivay|True. You have always said so.|Zgadza się. Zawsze mówiłeś.|To prawda. Zawsze tak mówiłeś.
Dijkstra|Leave you to it, then.|King Beggar|So, how about we get dressed?|Geralt|I'll, uh, look in on you tomorrow, Francis. Finish our talk.|No... Zajrzę do ciebie jutro, dokończymy rozmowę.|Jutro zajrzę do ciebie, Francis. Dokończymy naszą rozmowę.
Dandelion|Want me to be the bandit?|Geralt|Are you serious? That's your brilliant plan?|Geralt|Knew you'd see the sense in it right away.|Wiedziałem, że złapiesz w lot.|Wiesz, że od razu zrozumiałem sens tego pomysłu.
Keira Metz|Keira Metz deep in the heart of Velen… Thought you hated the countryside.|Geralt|Heard a witch lived out here. Never would've guessed it was King Foltest's former advisor.|Geralt|I can assure you I do, now more than ever.|Zapewniam cię, że teraz nienawidzę go po stokroć bardziej.|Mogę cię zapewnić, że tak jest, teraz bardziej niż kiedykolwiek.
Geralt|Phew… Good you're here… So, what'll it be? Will you help old Nidas find a black pearl for his wife? I'd like it done already. Humidity's unkind to my bones - they've started creaking.|Novigrad Old Man 03|||Yeah… You'll need to hang on a bit longer. Got something to take care of.|Cóż... Musisz jeszcze trochę wytrzymać, bo mam coś do załatwienia.|Tak... Będziesz musiał trochę poczekać. Mam coś do zrobienia.
Geralt|Show me what you got on offer.|Geralt|Ah! A customer!|Redanian Blacksmith 01|Will you craft something for me?|Wykonasz coś dla mnie?|Czy możesz dla mnie coś stworzyć?
Geralt|Smash his stock of mead. Was me brought it in from An Skellig.|Sukrus|Nay, but it's fair.|Sukrus|That a mature thing to do?|To jest dojrzałe zachowanie?|To dojrzałe zachowanie?
Philippa Eilhart|I remember the moment I killed him - cultivation wasn't complete, they hadn't grown in fully yet. Looked… disgusting, but…|Geralt|Course.|Geralt|I take it your mention of that deviant is purely coincidental?|Jak rozumiem, skojarzenie z tym zwyrodnialcem było czysto przypadkowe?|Mój wspomnienie o tym dewiancie jest całkowicie przypadkowe.
Verden Old Man 01|Then the lord came out to them and said…|Verden Old Man 01|Your sobbin', whinin' - it's killed me appetite! Now begone!|Verden Old Man 01|Tree bark and green moss - sup on them, you'll live!|Korę z drzew żryjcie albo i mech zielony!|Drzewna kora i zielony mech - jedz je, będziesz żył!
Triss|But he looks more serious, more grave somehow.|Cirilla|Sh, he's coming.|Cirilla|He's had more than his share of concerns…|Miał ostatnio trochę zmartwień...|On ma więcej zmartwień niż zwykle...
Nilfgaardian Officer 01|Those prisoners were from Redania.|Geralt|You happen to lose a unit recently?|Geralt|Soon to be an imperial province. Before Saovine, I wager, the Great Sun will fly upon banners above Redania's capital.|Która już niedługo stanie się cesarską prowincją. Jeszcze przed Saovine, nad redańską stolicą załopocze sztandar z Wielkim Słońcem.|Wkrótce stanie się prowincją cesarską. Zanim nadejdzie Saovine, założę się, że Słońce Imperium załopoce na sztandarach nad stolicą Redanii.
