speaker|prev_text|prev_speaker|next_text|next_speaker|en_text|pl_text|dialog_prev|dialog_next
Verden Peasant 05|Entered the cave - all were quiet. Walked on, looked - and behold! Tombstone's been slid aside!|Verden Peasant 03|Ye seen any around lately? No! 'Cause he beat me to 'em, the ploughin' tin man!|Verden Peasant 03|Ye think the dragon slayer's risen from the grave? Come back to kill more o' the beasts?|Myślisz, że smokobójca wylazł z mogiły? I znowu gady ubija?!|Myślisz, że pogromca smoków zmartwychwstał? Żeby wrócić i zabić więcej bestii?|Myślisz, że smokobójca powstał z grobu? Żeby wrócić i zabić więcej bestii?
Geralt|You get it from Whoreson?! Whoa, Ciri'll be overjoyed. Whoreson on the other hand's gotta be pre-tty furious!|Dandelion|Oo, guess you're no stranger to fury, either.|Dandelion|Whoreson's dead.|Skurwiel nie żyje.|Whoreson nie żyje.|Syn dziwki nie żyje.
Geralt|Maybe find something else on the ground.|Geralt|Hmm… Where was I?|Geralt|Hm, blood's just barely dried. He was dragged here. Wonder where from.|Hm... Krew ledwo zdążyła przeschnąć... Ktoś go tu zaciągnął. Ciekawe, skąd.|Hm, krew dopiero co zaschła. Ktoś został tu przyciągnięty. Ciekawe skąd.|Hm, krew dopiero co zaschła. Został przyciągnięty tutaj. Ciekawe skąd.
Novigrad Poor Woman 31|Alert! Alert! People! Alert!|Novigrad Poor Woman 31|Take care of yourself.|Novigrad Poor Woman 31|I think I'm getting sick.|Chyba cosik mnie bierze.|Myślę, że się rozchoruję.|Myślę, że się rozchoruję.
Geralt|A flyer, swooped down… Judging by the claw marks, gotta be a wyvern or a forktail.|Geralt|Kaedweni. Smell'll linger for hours…|Geralt|Shattered the wine barrel, but seems the people managed to escape.|Roztrzaskał beczkę z winem, ale ludziom najwyraźniej udało się uciec.|Rozbiło beczkę z winem, ale wydaje się, że ludzie zdołali uciec.|Rozbił beczkę z winem, ale wydaje się, że ludzie zdołali uciec.
Redanian Soldier 04|Mutant.|Redanian Soldier 04|Die!|Redanian Soldier 04|Crawl back under your rock.|Wracaj skąd przyszedłeś.|Pełznij z powrotem pod swój kamień.|Wróć pod swój kamień.
Skellige Bandit 02|Fuckin' witchcraft!|Skellige Bandit 02|Need a shave, cretin?|Skellige Bandit 02|Tit for tat!|Wet za wet!|Kara za karę.|Tit for tat!
Geralt|Come, let's search the ship.|Yennefer|I want to know, if when the djinn's magic is gone, if we've any magic left of our own.|Yennefer|I get it. You wanna know what'll happen if magic no longer binds us…|Rozumiem. Chcesz wiedzieć, jak to będzie, jeśli przestanie łączyć nas magia...|Rozumiem. Chcesz wiedzieć, co się stanie, jeśli magia już nas nie będzie wiązać...|Rozumiem. Chcesz wiedzieć, co się stanie, jeśli magia już nas nie będzie wiązać...
Skellige Fisherman 03|What about you, Leif. Ye famous for anythin'?|Skellige Villager 02|I'm all ears.|Skellige Villager 02|Me? Aye, for many things…|Ja? Wieloma rzeczami...|Tak, za wiele rzeczy.|Cóż? Tak, za wiele rzeczy...
Skellige Druid 01|You!|Skellige Druid 01|Mhm mh mhm...|Skellige Druid 01|Aaaaah…|Aaaaaa...|Ach...|Ach...
Geralt|We've a room for specially selected upstairs. Really big stakes there.|Novigrad Trader 01|You ought to try. Few get the honor to play with the owner and his closest associates.|Novigrad Trader 01|Maybe another time.|Może innym razem.|Może innym razem.|Może innym razem.
Cirilla|Oh, by the way - you've no idea at the relief I feel you're alive and well.|Cyprian Willey|Chose an interesting line of business.|Geralt|And I'm relieved I didn't slit your throat.|A dla mnie, że nie poderżnęłam ci gardła.|I ja jestem zadowolony, że nie poderżnąłem ci gardła.|I cieszę się, że nie poderżnąłem ci gardła.
Geralt|Fare ye well.|Eight|Me and me crew and the sirens - we're helpin' him build a longship. I sew the sails and run away atimes, and then the sirens fly out and bring me back.|Eight|Why'd the giant spare you?|Czemu gigant cię oszczędził?|Dlaczego olbrzym cię oszczędził?|Dlaczego olbrzym cię oszczędził?
Skellige Warrior 03|Funny… heard that once already.|Geralt|Don't matter. He's dead now.|Geralt|Yeah? From who?|No i co?|Tak? Od kogo?|Tak? Od kogo?
Geralt|To pay off the debt, I've made up my mind to get serious about gwent.|Zoltan Chivay|Not the playin' of it, mind ye, but the cards themselves. Rarest of 'em fetch princely sums these days. Sadly, that's not exactly arcane knowledge.|Zoltan Chivay|Getting better by the minute.|Coraz lepiej.|Poprawia się z minuty na minutę.|Poprawia się z minuty na minutę.
Nilfgaardian Woman Old 01|I know what war is. My husband fell at Brenna. But I had his body brought home to Nilfgaard, buried there. I will do the same for my son.|Nilfgaardian Woman Old 01|I require someone's help to find Hrodberth… or his body. Coin is no object.|Nilfgaardian Woman Old 01|If I must.|Jeżeli będę musiała.|Jeśli muszę.|Jeśli muszę.
Geralt|Eskel! Eskeeeeeel!|Lambert|Think he… think he hurt himself.|Geralt|Eeeeskeeeeeel!|Eeeeskel!|Eskel!|Eeeeskeeeeeel!
Redanian Officer 01|Your ploughing duty's to defend your motherland, kill your motherland's enemies, die for your motherland…|Redanian Officer 01|Take a rest, soldier.|Redanian Officer 01|And soak in the fucking rain for your motherland!|I kurwa moknąć dla ojczyzny!|I stać w tym pierdolonym deszczu dla twojej ojczyzny!|I moknij w tym pierdolonym deszczu dla swojej ojczyzny!
Keira Metz|You're gonna have to conjure up your prince, too. Heard frogs are great for that.|Geralt|Gvella, glan!|Keira Metz|You heard wrong. It's princes who get turned into frogs… It could happen to a witcher just as easily, so get out of my sight.|Źle słyszałeś. To książąt zamienia się w żaby... Ale można i wiedźminów. Więc zejdź mi z oczu.|Źle słyszałeś. To książęta zamieniają się w żaby... Mogłoby się to przytrafić czarodziejowi równie łatwo, więc zejdź mi z oczu.|Usłyszałeś źle. To księżniczki zamieniają się w żaby... Mogłoby się to przytrafić czarodziejowi równie łatwo, więc zejdź mi z oczu.
Novigrad Noblewoman 02|Is your son ready to go? We'll have to act quickly.|Geralt|You're better off not knowing any details. He'll be safe, I promise.|Triss|Yes, I've seen to everything. Where will you take him?|Tak, dopilnowałam wszystkiego. Gdzie go zabierzecie?|Tak, wszystkim się zajęłam. Dokąd go zabierzecie?|Tak, zajęłem się wszystkim. Gdzie go weźmiesz?
Baron Bandit Strong 01|Not half a crown.|Redanian Officer 01|Tails, we clean the shit out of the stable. Heads, we go grab some tit.|Baron Bandit Strong 01|Right, gimme the coin.|Dobra, dawaj monetę.|Dobra, daj mi monetę.|Dobra, daj mi monetę.
Novigrad Peasant 02|"So I showed him the alley and waited. Heard howlin', yelps… He came back and said, ""A good doctor prevents as well as cures."""|Novigrad Peasant 03|It's 'cause there's not been much sun.|Novigrad Peasant 03|Gooseberry's sour this year.|Kwaśny jakiś agrest w tym roku.|Agrest jest w tym roku kwaśny.|Agrest jest kwaśny w tym roku.
Novigrad Citizen Man 02|You seen the new waitresses?|Novigrad Citizen Man 01|And how. Buxom lasses from lands already taken by Nilfgaard.|Novigrad Citizen Man 01|No. Are they worth seeing?|Nie. Jest na czym oko zaczepić?|Nie. Czy są warte obejrzenia?|Czy warto je zobaczyć?
Sacha|A fee? But--|Novigrad Guard 01|Well… I'd heard it had.|Novigrad Guard 01|We will, of course, collect it from the captain personally. How is his injury from the other week? Has it healed yet?|Rozliczymy się osobiście z kapitanem Hansenem. Jak tam jego rana z zeszłego tygodnia? Już lepiej?|Oczywiście pobierzemy je osobiście od kapitana. Jak się ma jego uraz z zeszłego tygodnia? Czy już się zagoił?|Oczywiście osobiście odbierzemy to od kapitana. Jak się ma jego uraz z poprzedniego tygodnia? Czy już się zagoił?
Edna Var Attre|Exceedingly nice to meet you. Please come again.|Edna Var Attre|If you'd shut your catty mouth for a moment, dear little sister, I could explain.|Rosa Var Attre|On occasion, yes. But then Rosa would quickly set him straight.|No, zdarzało mu się. Ale wtedy Rosa szybko przywoływała go do porządku.|Czasami tak, ale potem Rosa szybko by go sprowadziła na ziemię.|Czasami tak, ale potem Rosa szybko go prostowała.
King Beggar|Ever thought of seeking a seat on the City Council?|Geralt|The semblance of power don't interest me.|King Beggar|City Council is a puppet troupe with the hierarchy of the Church of the Eternal Fire as its puppeteer. Until recently, that is, when Radovid and his witch hunters took the reins.|Żartujesz? Rada Miejska to zwykłe marionetki na sznurkach poruszanych przez hierarchę Novigradu, a ostatnio też Radowida i jego łowców czarownic.|Rada Miejska jest marionetkowym teatrem z hierarchią Kościoła Wiecznego Ognia jako lalkarzem. Aż do niedawna, kiedy to Radovid i jego łowcy czarownic przejęli ster.|Rada Miejska jest marionetkowym teatrem lalek, którego sznurki pociąga hierarchia Kościoła Wiecznego Ognia. Do niedawna tak było, dopóki Radovid i jego łowcy czarownic nie przejęli sterów.
Skellige Warrior 01|Crach entrustin' his doin's to continentals - that's why he's damn impossible to reason with.|Skellige Warrior 02|Folk say she'd 'ave perished on Spikeroog if not for that witcher.|Skellige Warrior 02|I'd even 'ave thought Cerys fit to be queen if she'd only achieved somethin' on her own.|Może bym i uwierzył, że Cerys się nadaje na królową, gdyby sama czegoś dokonała.|Nawet bym pomyślała, że Cerys nadaje się na królową, gdyby tylko osiągnęła coś sama.|Nawet bym pomyślał, że Cerys nadaje się na królową, gdyby tylko osiągnęła coś sama.
Celina|Maybe you've seen her. Young... Ashen hair.|Geralt|Daughter, actually.|Geralt|Your betrothed?|To twoja narzeczona...|Twoja narzeczona?|Twoja narzeczona?
Dijkstra|No can do.|Geralt|Dijkstra...|Geralt|So, where should this elite trio of my best meet you?|To gdzie ma się stawić doborowa grupa moich trzech najlepszych ludzi?|Więc gdzie mój elitarny tercet najlepszych ma się z Tobą spotkać?|No więc, gdzie ten elitarny tercet moich najlepszych ma się z tobą spotkać?
Triss|What about the treasure?|Geralt|Thought you need coin from Dijkstra to help the other mages.|Geralt|If we learn anything, great. If not…|Jak się czegoś dowiemy, to dobrze. A jak nie...|Jeśli się czegoś dowiemy, świetnie. Jeśli nie…|Jeśli się czegoś nauczymy, świetnie. Jeśli nie...
Nilfgaardian Imperial 02|Have mercy, my lord. Merely looking after the tree. Thought no one would--|Temerian Peasant 02|{Ax. } [Axe.]|Emhyr|Silence, Temerian. Don't speak until spoken to.|Milcz, Temerczyku. Milcz, póki nie mówią do ciebie.|Milcz, Temerianie. Nie odzywaj się, dopóki ci nie każę.|Milcz, Temerianie. Nie odzywaj się, dopóki ci nie każą.
Succubus 03|You shouldn't have come here.|Geralt|It's a human city, belongs to them. And I protect them from the likes of you.|Geralt|Who ordains so?|Kto ustalił takie prawo?|Kto tak rozkazuje?|Kto tak rozkazuje?
Yennefer|Right. It'll be safer with you.|Geralt|Hm… Wonder what I should do with the crystal…|Geralt|Dammit! That's it - I can't recover any more.|Cholera, koniec. Więcej nie odtworzę.|Dobra, wystarczy. Nie mogę odzyskać już nic więcej.|Cholera! To już koniec - nie mogę odzyskać nic więcej.
Skellige Druid 01|What's in it?|Skellige Woman 02|Me gran always adds mallow.|Skellige Woman 02|Sweet balm, nettle and burdock.|Melisa, pokrzywa i łopian.|Słodki balsam, pokrzywa i łopian.|Balsam słodki, pokrzywa i łopian.
Triss|Much better. It'll be safe with me.|Triss|Good luck.|Geralt|I'll try to cast a diagnostic spell, maybe learn something more.|Spróbuję rzucić na niego zaklęcia diagnozujące, może dowiem się czegoś więcej.|Spróbuję rzucić zaklęcie diagnostyczne, może dowiem się czegoś więcej.|Spróbuję rzucić zaklęcie diagnostyczne, może dowiem się czegoś więcej.
Lady Bran|Wait! Mother… You bade me to leave the hall before the feast. Why?!|Svanrige|Why did you do it?! How did you know?! How?!|Svanrige|Son… Not now.|Synu... Nie teraz.|Nie teraz.|Nie teraz.
Geralt|Courage. If you do not lack it, hang a horseshoe.|Skellige Priestess 03|How might I serve you?|Skellige Priestess 03|Don't lack courage. Time, though, that's another matter… Still might come back. Take care.|Odwagi mi nie brak... Gorzej z czasem. Może zapiszę się przy innej okazji.|Nie brak mi odwagi. Czas, cóż, to inna sprawa... Może jeszcze wrócę. Uważaj na siebie.|Nie brak ci odwagi. Czas, to jednak inna sprawa... Może jeszcze wrócić. Uważaj na siebie.
Dijkstra|Your jokes are getting better by the minute.|Geralt|Bart eye bumpy horses. Hot there. Sigi Bart take. Good Sigi.|Cyclops|See me smiling? I'm dead serious.|Widzisz, żebym się uśmiechał? Jestem śmiertelnie poważny.|Widzisz mnie uśmiechniętego? Jestem śmiertelnie poważny.|Widzisz mnie uśmiechniętego? To nie żarty.
Verden Peasant 05|Wanna talk to him.|Geralt|Gimme a bottle of something strong.|Geralt|What about?|Sprawę?|O czym?|Co z tym?
Karl Varese|Gentleman, you out of your fucking minds? A chat session? Whoreson's out to get us, and he'll succeed, eventually. We've got to kill him first.|Karl Varese|And you, Geriatric, or whatever your ploughin' name is - wanna find Whoreson? Find me first.|Karl Varese|So by all means, you sit here, soak, fart and watch the bubbles rise, while I send my boys to Whoreson's hidey-holes. They'll make some noise, flush the bugger out.|Siedźcie tu i puszczajcie bąki pod wodą. Ja idę wysłać chłopaków do miejscówek Juniora, niech zrobią kipisz i wykurzą chuja.|Więc proszę bardzo, siedź tu, mocz się, pierdź i patrz, jak bąbelki unoszą się, podczas gdy ja wyślę moich chłopców do kryjówek Whoresona. Zrobią trochę hałasu i wypłoszą skurwysyna.|No dalej, siadaj tu, mocz się, pierdź i patrz, jak bąbelki unoszą się, podczas gdy ja wysyłam moich chłopców do kryjówek Whoresona. Zrobią trochę hałasu, wypłoszą drania.
Geralt|Whaddaya think happened, dimwit? Some bugger set alight me… me workshop! I've lost everythin'. Everythin'!|Dwarf Man 02|Any suspects?|Geralt|Easy on the insults. I could add to your misfortune.|Nie obrażaj mnie. Bo dojdzie ci nieszczęść.|Łagodniej z obelgami. Mogę pogorszyć twoje nieszczęście.|Łagodniej z obelgami. Mógłbym pogorszyć twoje nieszczęście.
Geralt|Course. I'll arrange it right away.|Vimme Vivaldi|Lady Yennefer of Vengerberg long ago declared herself your guarantor - were these circumstances ever to arise.|Vimme Vivaldi|Just like that?|Tak po prostu?|Tak po prostu?|Czy tak po prostu?
Temerian Merchant 01|Dad! We gotta go home!|Verden Warchild Boy 02|But do they say who won? 'Cause I've heard both the Black Ones and Radovid are claimin' victory.|Temerian Peasant 03|Your village is famous the world over. The Battle of White Orchard's on everyone's lips.|Wasza wieś na cały świat już słynna! Wszyscy mówią o bitwie pod Białym Sadem.|Twoja wieś jest sławna na całym świecie. Bitwa pod Białą Górą jest na ustach wszystkich.|Twoja wieś jest sławna na całym świecie. Bitwa pod Białą Górą jest na ustach wszystkich.
Geralt|So?|Ermion|For now! But who knows what will be a week or two on!|Ermion|Relax. Storm's died down, you've clearly got things under control.|Spokojnie, burza ucichła, macie sytuację pod kontrolą.|Uspokój się. Burza ustała, wyraźnie masz sytuację pod kontrolą.|Luzuj. Sztorm się uspokoił, wyraźnie masz sytuację pod kontrolą.
Verden Old Woman 02|Ugh, the manor requires much work, much work.|Verden Old Woman 02|Good day.|Verden Old Woman 02|A prosperous journey to you!|Szczęśliwej drogi!|Życzę Ci udanej podróży!|Szczęśliwej podróży!
Novigrad Drunk 06|You mean me to grab another lass to join us?|Novigrad Prostitute 03|Oh, all right… But what with the state you two are in, you've got to fluff each other first.|Novigrad Prostitute 03|Naw… I was thinkin' it'd be us two and you.|No... Chodziło nam raczej o to, że nas będzie dwóch, a ty jedna.|Myślałem, że będziemy we dwóch i ty.|Naw... Myślałem, że będziemy we dwóch i ty.
