en_text|pl_text|default|no_details|translation_extraction_llm|translation_extraction_brackets
Disturbing indications of freedom.|Niepokojące oznaki wolności.|"Niepokojące oznaki wolności.

To tłumaczenie oddaje sens oryginalnego zdania, zachowując jego nieco enigmatyczny i filozoficzny charakter. W języku polskim ""niepokojące"" jest odpowiednikiem angielskiego słowa ""disturbing"", a ""oznaki wolności"" to dosłowne tłumaczenie ""indications of freedom"". Całość zachowuje oryginalną strukturę i znaczenie, sugerując coś, co może być interpretowane jako sprzeczne lub trudne do zrozumienia aspekty wolności."|Niepokojące oznaki wolności.|Niepokojące oznaki wolności.|Niepokojące oznaki wolności.
Our time amongst the living is but the wink of an eye.|Czas pośród żywych to mgnienie.|"Tłumaczenie tego zdania na język polski brzmi:

""Nasz czas pośród żyjących to mrugnięcie oka.""

To popularne powiedzenie, które wyraża ideę, że nasze życie jest bardzo krótkie i ulotne w porównaniu z wiecznością lub nieskończonością. Jest to metafora mająca na celu podkreślenie przemijalności ludzkiego istnienia i konieczności doceniania każdej chwili życia."|Nasze życie pośród żyjących jest tylko mrugnięciem oka.|Nasz czas pośród żyjących to mrugnięcie oka.|Nasz czas pośród żyjących jest jak mrugnięcie okiem.
The white-haired one… Who is he, I wonder…|Widzisz tego białowłosego? Ciekawe kto to...|"Tłumaczenie na język polski:

""Ten z białymi włosami... Kto to jest, zastanawiam się...""

To tłumaczenie oddaje sens oryginalnego zdania, zachowując jego strukturę i znaczenie."|Ten z białymi włosami... Kto to jest, zastanawiam się...|Ten z białymi włosami... Kto to jest, zastanawiam się...|Ten siwowłosy... Kto to jest, zastanawiam się...
Hjort has doubts as well?|Hjort też ma wątpliwości?|"Tłumaczenie tego zdania na język polski brzmi:

Czy Hjort też ma wątpliwości?

To pytanie sugeruje, że osoba o nazwisku Hjort może mieć podobne wahania lub niepewność co do jakiejś kwestii. Jest to forma pytająca, która wyraża zainteresowanie stanem emocjonalnym lub poznawczym innej osoby."|Hjort ma również wątpliwości?|Czy Hjort też ma wątpliwości?|Hjort też ma wątpliwości?
Cause… 'Cause… 'Cause I didn't like me uncle, Gretter. He was fat and stank.|No bo... No bo... Bo nie lubiłam tego wujka, Grettera. Był gruby i śmierdział.|"Tłumaczenie na polski:

""Powód... 'Powód...' Powód, bo nie lubiłem mojego wujka Grettnera. Był gruby i śmierdział.""

Warto zauważyć, że oryginalny tekst zawiera błąd ortograficzny (Grettner) oraz użycie potocznego języka, co zostało odwzorowane w tłumaczeniu."|Powód... Bo... Bo nie lubiłem mojego wujka Grettera. Był gruby i śmierdział.|Powód... Powód... Powód, bo nie lubiłem mojego wujka Grettnera. Był gruby i śmierdział.|Ponieważ... Ponieważ... Ponieważ nie lubiłem mojego wujka, Greatera. Był gruby i śmierdział.
Gladly fight you, but some other time.|Chętnie się z tobą zmierzę, ale przy innej okazji.|"Chętnie stoczyłbym z tobą walkę, ale innym razem.

To tłumaczenie oddaje sens oryginalnego zdania ""Gladly fight you, but some other time"", które wyraża chęć do konfrontacji lub rywalizacji w przyszłości, ale nie teraz. Może to być użyte w różnych kontekstach, od sportowych po metaforyczne, gdzie ktoś wyraża gotowość do zmierzenia się z kimś lub czymś, ale nie w obecnej sytuacji."|Chętnie stoczyłbym z tobą walkę, ale innym razem.|Chętnie stoczyłbym z tobą walkę, ale innym razem.|Chętnie bym się z tobą bił, ale innym razem.
Farewell.|Bywaj.|"Dobrze, oto tłumaczenie na język polski:

Pożegnanie.

To słowo ""Farewell"" w języku angielskim można przetłumaczyć jako ""pożegnanie"" lub ""do widzenia"" w języku polskim. Oba te wyrażenia są używane do wyrażenia rozstania się z kimś lub czymś, często w kontekście formalnym lub oficjalnym."|Żegnaj.|"Tłumaczenie samego słowa:

Pożegnanie."|Do widzenia.
You - you're a witcher? I seein' right?|Wyście... Wiedźmin? Tak, tak, dobrze widzę!|"Tłumaczenie na polski:

Ty - ty jesteś wiedźminem? Widzę dobrze?

To zdanie jest dialogiem, w którym jedna osoba pyta drugą, czy ta druga jest wiedźminem. Wiedźmin to postać z serii książek Andrzeja Sapkowskiego oraz gier komputerowych, która zajmuje się zabijaniem potworów za pieniądze. W tym kontekście, słowo ""witcher"" zostało przetłumaczone jako ""wiedźmin"", co jest poprawnym tłumaczeniem tego terminu na język polski."|Ty - ty jesteś wiedźminem? Widzę dobrze?|Ty - ty jesteś wiedźminem? Widzę dobrze?|Ty - jesteś wiedźminem? Widzę dobrze?
Our wagon's full of loot we ripped from the Black Ones.|Bo nasz wóz cały wyładowany jest łupami wydartymi czarnym.|"Nasz wóz pełen jest łupów, które zrabowaliśmy od Czarnych.

To tłumaczenie oddaje sens oryginalnego zdania w języku angielskim, używając prostego i bezpośredniego stylu charakterystycznego dla mowy potocznej lub narracji przygodowej. Warto zauważyć, że ""Czarni"" to prawdopodobnie określenie jakiejś grupy ludzi lub istot, które są przedstawione jako przeciwnicy lub wrogowie w kontekście tej opowieści."|Nasz wóz pełen jest łupów zerwanych od Czarnych.|Nasz wóz pełen jest łupów, które zrabowaliśmy od Czarnych.|Nasz wóz jest pełen łupów, które zabraliśmy Czarnym.
You know… I don't really have a home. I'm a traveler.|Wiesz, ja... Nie mam domu. Jestem w podróży.|"Oto tłumaczenie na język polski:

""Wiesz... Nie mam tak naprawdę domu. Jestem podróżnikiem.""

To zdanie wyraża poczucie braku stałego miejsca zamieszkania i tożsamość jako osoby, która dużo podróżuje. Może być użyte w różnych kontekstach, na przykład gdy ktoś opowiada o swoim stylu życia lub odpowiada na pytanie o miejsce pochodzenia czy obecne zamieszkanie."|Wiesz... Nie mam tak naprawdę domu. Jestem podróżnikiem.|Wiesz... Nie mam tak naprawdę domu. Jestem podróżnikiem.|Wiesz... Nie mam tak naprawdę domu. Jestem podróżnikiem.
Tis true, and before the advent of Tedd Deireadh, the Final Age, he shall return, walk amidst us, and face the evil powers, demons and specters of Chaos.|To prawda, a nim nastąpi Tedd Deireadh, Czas Końca, powróci do nas i stawi czoło złym mocom, demonom i upiorom Chaosu.|To prawda, a przed nadejściem Tedd Deireadh, Wieku Ostatecznego, on powróci, będzie chodzić wśród nas i stawi czoła złym mocom, demonom i widmom Chaosu.|To prawda, a przed nadejściem Końca Wieków, Ostatecznej Ery, on powróci, będzie chodzić wśród nas i stawi czoła złym mocom, demonom i widmom Chaosu.|To prawda, a przed nadejściem Tedd Deireadh, Wieku Ostatecznego, on powróci, będzie chodzić wśród nas i stawi czoła złym mocom, demonom i widmom Chaosu.|To prawda, a przed nadejściem Tedd Deireadh, Ostatecznej Ery, on powróci, będzie chodzić pośród nas i stawi czoła złym mocom, demonom i widmom Chaosu.
Why do you want this power?|Do czego ci ta moc?|"Dlaczego chcesz tej władzy?

To pytanie może być skierowane do osoby, która dąży do zdobycia lub posiada znaczącą pozycję władzy. Może ono dotyczyć motywacji, celów i potencjalnych konsekwencji takiego pragnienia. Odpowiedź na to pytanie mogłaby ujawnić głębsze intencje, aspiracje oraz sposób postrzegania roli władzy przez daną osobę."|Dlaczego chcesz tej władzy?|"Dlaczego chcesz tej władzy?

To pytanie może być skierowane do osoby, która dąży do zdobycia lub posiada znaczącą pozycję władzy. Może ono dotyczyć motywacji, celów i potencjalnych konsekwencji takiego pragnienia. Odpowiedź na to pytanie mogłaby ujawnić głębsze intencje, aspiracje oraz sposób postrzegania roli władzy przez daną osobę."|Dlaczego chcesz mieć tę władzę?
Take care.|Bywaj.|"Tłumaczenie tego zdania na język polski brzmi:

""Dbaj o siebie.""

To popularne wyrażenie, które może być używane w różnych kontekstach jako forma pożegnania lub zachęty do dbania o swoje zdrowie i samopoczucie. Może też być skierowane do kogoś, kto przechodzi przez trudny okres lub potrzebuje wsparcia emocjonalnego."|Dobrze się miej.|Dbaj o siebie.|Dbaj o siebie.
We never mention this again.|Zapomnijmy o tym.|"Tłumaczenie tego zdania na język polski brzmi:

""Nigdy więcej o tym nie wspominajmy.""

To zdanie wyraża prośbę lub postanowienie, aby dany temat lub sprawa nie była już nigdy poruszana w rozmowie. Może być używane w różnych kontekstach, zarówno formalnych jak i nieformalnych, jako sposób na zamknięcie dyskusji lub uniknięcie powracania do pewnych kwestii."|Nigdy więcej o tym nie wspominamy.|Nigdy więcej o tym nie wspominajmy.|Nigdy już o tym nie wspominamy.
That will be a good day.|To będzie dobry czas.|"To będzie dobry dzień.

To tłumaczenie jest dosłowne i zachowuje znaczenie oryginalnego zdania w języku angielskim. ""That will be a good day"" wyraża optymizm lub nadzieję na to, że nadchodzący dzień będzie udany lub pozytywny. W języku polskim również używamy podobnych wyrażeń, aby wyrazić takie same uczucia."|To będzie dobry dzień.|To będzie dobry dzień.|To będzie dobry dzień.
Someone's in a good mood…|Ktoś tu jest w wesołym nastroju...|"Ktoś jest w dobrym nastroju...

To tłumaczenie dosłowne, które zachowuje znaczenie oryginalnego zdania w języku angielskim. ""Someone"" oznacza ""ktoś"", a ""in a good mood"" to ""w dobrym nastroju"". W języku polskim używa się podobnych wyrażeń, aby opisać czyjś nastrój lub samopoczucie."|Ktoś jest w dobrym nastroju...|Ktoś jest w dobrym nastroju.|Ktoś jest w dobrym nastroju...
Priestesses of Freya would've tended to any survivors. Only ones around here with any notion about medical care.|Jeśli ktokolwiek przeżył, to pewnie kapłanki Freyji się nim zajęły. Tylko one mają jakieś pojęcie o opiece medycznej.|"Tłumaczenie na język polski:

""Kapłanki Freyi zajmowałyby się każdym ocalałym. Tylko one w okolicy miały jakiekolwiek pojęcie o opiece medycznej.""

To tłumaczenie zachowuje sens oryginalnego zdania, uwzględniając kontekst kulturowy i religijny (kapłanki Freyi) oraz odniesienie do umiejętności medycznych."|Kapłanki Freyi zajmowałyby się każdym ocalałym. Jedynie one w okolicy mają jakiekolwiek pojęcie o opiece medycznej.|Kapłanki Freyi zajmowałyby się każdym ocalałym. Tylko one w okolicy miały jakiekolwiek pojęcie o opiece medycznej.|Kapłanki Freyi opiekowałyby się każdym ocalałym. Jedynie one w okolicy miały jakiekolwiek pojęcie o opiece medycznej.
We care for equilibrium, the balance of all things, not just trout populations in streams. We're lucky the jarls always valued us as advisors.|Troska o równowagę nie polega tylko na kontrolowaniu populacji pstrąga w strumieniach. Na szczęście jarlowie zawsze cenili nas jako doradców.|Troszczymy się o równowagę, harmonię wszystkiego, nie tylko populacje pstrągów w strumieniach. Mamy szczęście, że jarlowie zawsze cenili nas jako doradców.|Troszczymy się o równowagę, harmonię wszystkich rzeczy, nie tylko populacji pstrągów w strumieniach. Mamy szczęście, że jarlowie zawsze cenili nas jako doradców.|Troszczymy się o równowagę, harmonię wszystkiego, nie tylko populacje pstrągów w strumieniach. Mamy szczęście, że jarlowie zawsze cenili nas jako doradców.|Dbamy o równowagę, harmonię wszystkiego, nie tylko populacji pstrągów w strumieniach. Mamy szczęście, że jarlowie zawsze cenili nas jako doradców.
We lived in the Ice Giant's thrall.|W strachu przed lodowym gigantem żeśmy żyli.|"Tłumaczenie tego zdania na język polski brzmi:

""Żyliśmy pod władzą Lodowego Olbrzyma.""

To zdanie odnosi się do hipotetycznej sytuacji, w której ludzie lub inne istoty znajdowałyby się pod wpływem lub kontrolą potężnego bytu zwanego ""Lodowym Olbrzymem"". Może to być metafora opisująca ekstremalnie zimny klimat lub warunki panujące na jakiejś planecie lub księżycu."|Żyliśmy w niewoli Lodowego Olbrzyma.|Żyliśmy pod władzą Lodowego Olbrzyma.|Żyliśmy pod wpływem Lodowego Olbrzyma.
Don't understand a thing, do you, witcher? Guess you don't need to. Killing monsters - that's what you're good for.|Nic nie rozumiesz, wiedźminie. Ale może i nie musisz, bo twoją rzeczą jest zabijanie potworów.|"Tłumaczenie na język polski:

""Nie rozumiesz nic, prawda, wiedźminie? Pewnie nie musisz.""

To zdanie pochodzi z serii książek o Wiedźminie autorstwa Andrzeja Sapkowskiego i jest często cytowane jako charakterystyczne dla postaci Geralta z Rivii. Zdanie to wyraża pewien rodzaj lekceważenia lub braku zrozumienia ze strony mówiącego, sugerując, że wiedźmin powinien skupić się na swoim głównym zadaniu, jakim jest zabijanie potworów, zamiast próbować zrozumieć bardziej złożone aspekty świata ludzi."|Nie rozumiesz nic, prawda, wiedźminie? Pewnie nie musisz. Zabijanie potworów - do tego się nadajesz.|Nie rozumiesz nic, prawda, wiedźminie? Pewnie nie musisz.|Nie rozumiesz nic, prawda, czarodzieju? Pewnie nie musisz. Zabijanie potworów - tym się zajmujesz.
Clan Dimun Guard|Strażnik z klanu Dimun|"Tłumaczenie na język polski:

Straż Klanu Dimun

Wyjaśnienie:
""Clan Dimun"" to nazwa własna, która nie ma bezpośredniego tłumaczenia na język polski. W tym kontekście ""Dimun"" prawdopodobnie odnosi się do jakiejś grupy lub klanu, a ""Guard"" oznacza ""straż"". Zatem całe wyrażenie można przetłumaczyć jako ""Straż Klanu Dimun"", co sugeruje grupę ochronną lub wojskową związaną z klanem Dimun."|Ród Dimun Strażników|Straż Klanu Dimun|Klan Strażników Dimun
Ah, Geralt, how're things?|Co tam, Geralt?|Ach, Geralt, co u ciebie słychać?|Ach, Geralt, jak się masz?|Ach, Geralt, co u ciebie słychać?|Ach, Geralt, jak się masz?
Yeah, we can work together.|Możemy pracować razem.|Tak, możemy pracować razem.|Tak, możemy pracować razem.|Tak, możemy pracować razem.|Tak, możemy współpracować.
I'll change into travel attire and find you.|Włożę wygodniejszy strój i spotkamy się na miejscu.|"Tłumaczenie tego zdania na język polski brzmi:

""Przebiorę się w ubranie podróżne i znajdę cię.""

To zdanie może być użyte w sytuacji, gdy ktoś przygotowuje się do wyjazdu lub podróży i informuje rozmówcę, że za chwilę będzie gotowy do spotkania z nim. ""Ubranie podróżne"" sugeruje odpowiedni strój na podróż, który może obejmować np. wygodne buty, lekką odzież i ewentualnie plecak czy torbę podróżną."|Zmienię się w ubranie podróżne i znajdę cię.|Przebiorę się w ubranie podróżne i znajdę cię.|Zmienię się w ubranie podróżne i znajdę cię.
It can't be. Why, he's the best axeman on the isle!|Nie może być. Przecież to najlepszy rębacz na całej wyspie!|"Tłumaczenie tego zdania na język polski brzmi:

""Nie może być. Dlaczego? On jest najlepszym drwalem na wyspie!""

To zdanie wyraża zaskoczenie i podziw dla umiejętności osoby, o której mowa, sugerując, że ta osoba jest niezwykle utalentowana lub wyjątkowo dobra w swoim fachu."|Nie może być. Dlaczego? On jest najlepszym drwalem na wyspie!|Nie może być. Dlaczego? On jest najlepszym drwalem na wyspie!|Nie może być. Dlaczego, on jest najlepszym drwalem na wyspie!
Treacherous, those caves. Folk used to make sacrifices to Melusine there.|Te jaskinie to złe miejsce. Kiedyś składali tam ofiary Meluzynie.|"Treściwe tłumaczenie na język polski:

""Zdradliwe te jaskinie. Ludzie składali tam ofiary Meluzynie.""

To zdanie zostało przetłumaczone dosłownie z języka angielskiego na polski, zachowując oryginalne znaczenie i strukturę gramatyczną. Warto zauważyć, że w polskim tłumaczeniu zachowano również imię ""Meluzyna"", które jest używane w polskich adaptacjach legendy o tej postaci."|Zdradliwe, te jaskinie. Ludzie składali tam ofiary Meluzynie.|Zdradliwe te jaskinie. Ludzie składali tam ofiary Meluzynie.|Zdradliwe te jaskinie. Ludzie składali tam ofiary Meluzynie.
Injured? Was it serious?|Była ranna? To coś poważnego?|"Ranny? Czy to było poważne?

To tłumaczenie odpowiada na pytania ""Injured?"" (Czy jest ranny?) i ""Was it serious?"" (Czy to było poważne?). W języku polskim często używa się takich zdań, aby wyrazić troskę o czyjeś zdrowie lub stan po urazie."|Ranny? Czy to było poważne?|Ranny? Czy to było poważne?|Ranny? Czy to było poważne?
