en_text|pl_text|result_one_shot|translation_one_shot|result_three_shot|translation_three_shot
Heard one bloke demanded dragon heart fiber be fused into his blade… The twat.|Słyszałem, że jeden życzył sobie, by mu w klingę wtopić włókno smoczego serca… Idiota.|"Zdanie po angielsku: Heard one bloke demanded dragon heart fiber be fused into his blade… The twat.

Tłumaczenie: [Słyszałem, że jeden gość zażądał, żeby włókna z serca smoka zostały stopione z jego mieczem... Ten debil.]"|Słyszałem, że jeden gość zażądał, żeby włókna z serca smoka zostały stopione z jego mieczem... Ten debil.|"Tłumaczenie: [Słyszałem, że jeden gość zażądał, żeby w jego miecz wpleść włókna z serca smoka... Ten debil.]

Warto zauważyć, że to tłumaczenie zawiera potoczne sformułowania i może nie być odpowiednie w formalnych kontekstach."|Słyszałem, że jeden gość zażądał, żeby w jego miecz wpleść włókna z serca smoka... Ten debil.
Glamour… Scent of lilac and gooseberries, even with the lid on…|Glamarye... Nawet zamknięta pachnie bzem i agrestem.|"Zdanie po angielsku: Glamour… Scent of lilac and gooseberries, even with the lid on…

Tłumaczenie: [Glamour… Zapach bezów i agrestu, nawet z zamkniętą pokrywą…]"|Glamour… Zapach bezów i agrestu, nawet z zamkniętą pokrywą…|Tłumaczenie: [Glamour... Zapach bezów i agrestu, nawet z zamkniętą pokrywą...]|Glamour... Zapach bezów i agrestu, nawet z zamkniętą pokrywą...
Melt this blade and forge it again. A sword's for cuttin', not lookin' pretty.|Przetopisz to ostrze i wykujesz na nowo. Miecz ma ciąć, nie ładnie wyglądać.|"Zdanie po angielsku: Melt this blade and forge it again. A sword's for cuttin', not lookin' pretty.

Tłumaczenie: [Roztop to ostrze i przekuj je ponownie. Miecz jest do cięcia, nie do ozdabiania.]"|Roztop to ostrze i przekuj je ponownie. Miecz jest do cięcia, nie do ozdabiania.|Tłumaczenie: [Roztop ten miecz i przekuj go ponownie. Miecz jest do cięcia, nie do ozdabiania.]|Roztop ten miecz i przekuj go ponownie. Miecz jest do cięcia, nie do ozdabiania.
Spirit's on the hunt for a new soul now.|Duch szuka teraz nowej ofiary.|"Zdanie po angielsku: Spirit's on the hunt for a new soul now.

Tłumaczenie: [Duch jest teraz na polowaniu za nową duszą.]

Końcowe tłumaczenie w nawiasach kwadratowych: [Duch jest teraz na polowaniu za nową duszą.]"|Duch jest teraz na polowaniu za nową duszą.|Tłumaczenie: [Duch jest teraz na polowaniu za nową duszą.]|Duch jest teraz na polowaniu za nową duszą.
Greetings. Lookin' to buy?|Witaj. Chcesz coś kupić?|"Zdanie po angielsku: Greetings. Lookin' to buy?

Tłumaczenie: [Witaj. Czy zamierzasz coś kupić?]"|Witaj. Czy zamierzasz coś kupić?|Tłumaczenie: [Cześć. Szukasz czegoś do kupienia?]|Cześć. Szukasz czegoś do kupienia?
The tower will surely do everything in its power to stop us.|Wieża na pewno zrobi wszystko, żeby nas powstrzymać.|"Zdanie po angielsku: The tower will surely do everything in its power to stop us.

Tłumaczenie: [Wieża z pewnością użyje wszelkich swoich możliwości, aby nas zatrzymać.]"|Wieża z pewnością użyje wszelkich swoich możliwości, aby nas zatrzymać.|Tłumaczenie: [Wieża na pewno zrobi wszystko, co w jej mocy, aby nas zatrzymać.]|Wieża na pewno zrobi wszystko, co w jej mocy, aby nas zatrzymać.
I need that man.|Potrzebuję tego człowieka.|"Zdanie po angielsku: I need that man.

Tłumaczenie: [Potrzebuję tego mężczyzny.]"|Potrzebuję tego mężczyzny.|Tłumaczenie: [Potrzebuję tego mężczyzny.]|Potrzebuję tego mężczyzny.
Where should I search for your son?|Gdzie zacząć poszukiwania?|"Zdanie po angielsku: Where should I search for your son?

Tłumaczenie: [Gdzie mam szukać twojego syna?]"|Gdzie mam szukać twojego syna?|"Gdzie powinienem szukać twojego syna?

Tłumaczenie: [Gdzie mam szukać twojego syna?]"|Gdzie mam szukać twojego syna?
For the love of Freya! All right! Have it your way! You saved me, now what? What, need I march around the country singin' out your praises?!|Na Freyję! Niech ci będzie! Uratowałeś mnie! I co teraz? Mam chodzić po wsiach i odtrąbić twój triumf?!|"Zdanie po angielsku: For the love of Freya! All right! Have it your way! You saved me, now what? What, need I march around the country singin' out your praises?!

Tłumaczenie: [Dla miłości Frei! Dobrze! Rób co chcesz! Uratowałeś mnie, no to co? Co, mam maszerować po całym kraju śpiewając twoje pochwały?!]"|Dla miłości Frei! Dobrze! Rób co chcesz! Uratowałeś mnie, no to co? Co, mam maszerować po całym kraju śpiewając twoje pochwały?!|Tłumaczenie: [Dla miłości Freyi! Dobrze! Rób jak chcesz! Ocaliłaś mnie, teraz co? Co, mam maszerować po całym kraju śpiewając twoje pochwały?!]|Dla miłości Freyi! Dobrze! Rób jak chcesz! Ocaliłaś mnie, teraz co? Co, mam maszerować po całym kraju śpiewając twoje pochwały?!
We had to try. If we didn't, who would?|Musieliśmy spróbować. Jak nie my, to kto?|"Zdanie po angielsku: We had to try. If we didn't, who would?

Tłumaczenie: [Musieliśmy spróbować. Jeśli nie my, to kto by mógł?]"|Musieliśmy spróbować. Jeśli nie my, to kto by mógł?|Tłumaczenie: [Musieliśmy spróbować. Jeśli byśmy nie spróbowali, kto by miał?]|Musieliśmy spróbować. Jeśli byśmy nie spróbowali, kto by miał?
You know nothing, White One. Now go.|Nic nie rozumiesz. Idź już.|"Zdanie po angielsku: You know nothing, White One. Now go.

Tłumaczenie: [Nic nie wiesz, Biały. Teraz idź.]"|Nic nie wiesz, Biały. Teraz idź.|Tłumaczenie: [Nic nie wiesz, Biały. Teraz idź.]|Nic nie wiesz, Biały. Teraz idź.
Might join you later.|Może dołączę później.|"Might join you later.

Tłumaczenie: [Może dołączę później.]"|Może dołączę później.|Tłumaczenie: [Może dołączę później.]|Może dołączę później.
Cerys?! But she's-- Well, she's…|Cerys!? Ale ona... Ona jest przecież...|"Zdanie po angielsku: Cerys?! But she's-- Well, she's…

Tłumaczenie: [Cerys?! Ale ona jest... No cóż, ona jest...]

W tym przypadku trudno jest dokładnie przetłumaczyć całe zdanie bez kontekstu, ponieważ wydaje się być to fragment dialogu lub pytania, które może mieć różne zakończenia w zależności od sytuacji. Dlatego tłumaczenie zostało podane jako początkowa część zdania, która najlepiej oddaje sens oryginału."|Cerys?! Ale ona jest... No cóż, ona jest...|"Tłumaczenie: [Cerys?! Ale ona jest... No cóż, ona jest...]

To zdanie wydaje się być fragmentem rozmowy lub dialogu, gdzie osoba mówiąca może być zaskoczona lub niepewna, co ma powiedzieć o Cerys. Brakuje pełnego kontekstu, aby dokończyć tłumaczenie, ale to, co zostało podane, oddaje ogólny sens sytuacji."|Cerys?! Ale ona jest... No cóż, ona jest...
Honor demands it, I get that… but it don't mean I'll ease your task any.|Rób, co ci każe honor... Ale nie licz, że ci to ułatwię.|"Zdanie po angielsku: Honor demands it, I get that… but it don't mean I'll ease your task any.

Tłumaczenie: [Honor tego wymaga, rozumiem to... ale to nie znaczy, że ułatwię ci zadanie w żaden sposób.]"|Honor tego wymaga, rozumiem to... ale to nie znaczy, że ułatwię ci zadanie w żaden sposób.|Tłumaczenie: [Honor tego wymaga, rozumiem to... ale to nie znaczy, że ułatwię ci zadanie ani trochę.]|Honor tego wymaga, rozumiem to... ale to nie znaczy, że ułatwię ci zadanie ani trochę.
Bit of a milksop, ain't he?|E, chudy jakiś!|"Zdanie po angielsku: Bit of a milksop, ain't he?

Tłumaczenie: [To trochę mleczak, prawda?]

Wyjaśnienie:
- ""Bit of"" oznacza ""trochę"".
- ""Milksop"" to potoczne określenie osoby słabej, niezdecydowanej lub niedojrzałej. W tym kontekście można je przetłumaczyć jako ""mleczak"", co jest żartobliwym określeniem kogoś, kto zachowuje się dziecinnie lub nieodpowiednio do swojego wieku.
- ""Ain't he?"" to potoczny sposób zadania pytania ""Czyż nie?"" lub ""Prawda?"" użyty w celu potwierdzenia czegoś."|To trochę mleczak, prawda?|Tłumaczenie: [To trochę maminsynek, prawda?]|To trochę maminsynek, prawda?
In the glade past the river. The lads… they liked that place, since they were tikes. They'd go there to catch hares.|Na polanie za rzeką. Chłopcy... Lubili to miejsce od dziecka. Chodzili tam łapać zające.|"Zdanie po angielsku: In the glade past the river. The lads… they liked that place, since they were tikes. They'd go there to catch hares.

Tłumaczenie: [W zagajniku za rzeką. Chłopcy... lubili to miejsce, ponieważ byli urwisami. Chodzili tam na zające.]"|W zagajniku za rzeką. Chłopcy... lubili to miejsce, ponieważ byli urwisami. Chodzili tam na zające.|Tłumaczenie: [W zagajniku za rzeką. Chłopcy... lubili to miejsce, bo byli smarkaczami. Chodzili tam na zające.]|W zagajniku za rzeką. Chłopcy... lubili to miejsce, bo byli smarkaczami. Chodzili tam na zające.
I should think so!|No raczej!|"Zdanie po angielsku: I should think so!

Tłumaczenie: [Myślę, że tak!]"|Myślę, że tak!|Tłumaczenie: [Myślę, że tak!]|Myślę, że tak!
It shan't take long.|To nie zajmie długo.|"Zdanie po angielsku: It shan't take long.

Tłumaczenie: [Nie zajmie to długo.]

Warto zauważyć, że ""shan't"" jest skróconą formą ""shall not"", która w tym kontekście oznacza ""nie będzie"". Zatem pełne tłumaczenie brzmiałoby: ""Nie będzie to trwało długo."" Jednak w mowie potocznej często używa się krótszej formy ""Nie zajmie to długo."""|Nie zajmie to długo.|Tłumaczenie: [Nie zajmie to długo.]|Nie zajmie to długo.
Certainly hope that's the case.|Też mam taką nadzieję.|"Zdanie po angielsku: Certainly hope that's the case.

Tłumaczenie: [Mam nadzieję, że tak jest.]"|Mam nadzieję, że tak jest.|"Oczywiście mam nadzieję, że tak jest.

Tłumaczenie: [Oczywiście mam nadzieję, że tak jest.]"|Oczywiście mam nadzieję, że tak jest.
Emperor would be very pleased to hear you quarrel.|Cesarz ucieszyłby się, gdyby usłyszał waszą rozmowę.|"Zdanie po angielsku: Emperor would be very pleased to hear you quarrel.

Tłumaczenie: [Cesarz byłby bardzo zadowolony, gdyby usłyszał waszą kłótnię.]"|Cesarz byłby bardzo zadowolony, gdyby usłyszał waszą kłótnię.|Tłumaczenie: [Cesarz byłby bardzo zadowolony, gdyby usłyszał waszą kłótnię.]|Cesarz byłby bardzo zadowolony, gdyby usłyszał waszą kłótnię.
Of course. But please do hurry.|Oczywiście. Tylko bardzo proszę – pospiesz się.|"Oczywiście. Ale proszę się pospieszyć.

Tłumaczenie: [Oczywiście. Ale proszę się pospieszyć.]"|Oczywiście. Ale proszę się pospieszyć.|"Oczywiście. Ale proszę się pospieszyć.

Tłumaczenie: [Oczywiście. Ale proszę się pospieszyć.]"|Oczywiście. Ale proszę się pospieszyć.
It's not that simple. There have been those who have bested Morkvarg… Yet he always returns.|To nie takie proste. Znaleźli się już tacy, którzy zdołali pokonać Morkvarga... Ale on zawsze wraca.|"Zdanie po angielsku: It's not that simple. There have been those who have bested Morkvarg… Yet he always returns.

Tłumaczenie: [To nie jest takie proste. Byli tacy, którzy pokonali Morkvarga… Jednak on zawsze wraca.]"|To nie jest takie proste. Byli tacy, którzy pokonali Morkvarga… Jednak on zawsze wraca.|Tłumaczenie: [To nie jest takie proste. Byli tacy, którzy pokonali Morkvarga... Ale on zawsze wraca.]|To nie jest takie proste. Byli tacy, którzy pokonali Morkvarga... Ale on zawsze wraca.
Farewell.|Bywaj.|"Zdanie po angielsku: Farewell.

Tłumaczenie: [Do widzenia.]"|Do widzenia.|"Oczywiście! Oto tłumaczenie podanego zdania ""Farewell"" na język polski:

[Do widzenia.]"|Do widzenia.
Wha? 'Ere? It's damp… and dark…|Tutaj? Mokro tu i ciemno...|"Zdanie po angielsku: Wha? 'Ere? It's damp… and dark…

Tłumaczenie: [Co? Gdzie? Jest mokro... i ciemno...]

Warto zauważyć, że to zdanie zawiera potoczne, slangowe wyrażenia, które mogą nie mieć dokładnych odpowiedników w standardowym języku polskim. ""Wha"" może być tłumaczone jako ""Co"", ale często używane jest w kontekście pytającym lub wyrażającym zaskoczenie. ""Ere"" to skrócona forma słowa ""here"" (tu), a ""It's damp"" oznacza ""Jest mokro"". Całe zdanie brzmi raczej potocznie i może być użyte w nieformalnej rozmowie."|Co? Gdzie? Jest mokro... i ciemno...|"Oto tłumaczenie podanego zdania na język polski:

[Co? Gdzie? Jest mokro... i ciemno...]"|Co? Gdzie? Jest mokro... i ciemno...
You underestimate me.|Nie doceniasz mnie.|"Zdanie po angielsku: You underestimate me.

Tłumaczenie: [Niedoceniasz mnie.]"|Niedoceniasz mnie.|Tłumaczenie: [Niedoceniasz mnie.]|Niedoceniasz mnie.
No, it's made from the heart of a falling star.|Nie, ona jest zrobiona z serca spadającej gwiazdy.|"Zdanie po angielsku: No, it's made from the heart of a falling star.

Tłumaczenie: [Nie, jest zrobione z serca spadającej gwiazdy.]"|Nie, jest zrobione z serca spadającej gwiazdy.|Tłumaczenie: [Nie, jest zrobione z serca spadającej gwiazdy.]|Nie, jest zrobione z serca spadającej gwiazdy.
I've no notion where the others are. Those that survived, that is…|Nie mam pojęcia, gdzie jest reszta. To znaczy ci, którzy przeżyli...|"Zdanie po angielsku: I've no notion where the others are. Those that survived, that is…

Tłumaczenie: [Nie mam pojęcia, gdzie są pozostali. Ci, którzy przeżyli, to...]"|Nie mam pojęcia, gdzie są pozostali. Ci, którzy przeżyli, to...|Tłumaczenie: [Nie mam pojęcia, gdzie są pozostali. Ci, którzy przeżyli, to...]|Nie mam pojęcia, gdzie są pozostali. Ci, którzy przeżyli, to...
I'd know for certain if I was able to inspect the disaster zone. Unfortunately, Ermion and his druids aren't letting anyone near.|Miałabym pewność, gdyby mi się udało zbadać tę anomalię. Niestety Myszowór i jego druidzi nie dopuszczają nikogo na miejsce katastrofy.|"Zdanie po angielsku: I'd know for certain if I was able to inspect the disaster zone. Unfortunately, Ermion and his druids aren't letting anyone near.

Tłumaczenie: [Wiedziałbym na pewno, gdybym mógł zbadać strefę katastrofy. Niestety, Ermion i jego druidzi nie pozwalają nikomu się zbliżyć.]"|Wiedziałbym na pewno, gdybym mógł zbadać strefę katastrofy. Niestety, Ermion i jego druidzi nie pozwalają nikomu się zbliżyć.|Tłumaczenie: [Wiedziałbym na pewno, gdybym mógł zbadać strefę katastrofy. Niestety, Ermion i jego druidzi nie dopuszczają nikogo w pobliże.]|Wiedziałbym na pewno, gdybym mógł zbadać strefę katastrofy. Niestety, Ermion i jego druidzi nie dopuszczają nikogo w pobliże.
Just how do they know when the end of the world'll come?|A niby skąd oni mogą wiedzieć, kiedy będzie koniec świata?|"Zdanie po angielsku: Just how do they know when the end of the world'll come?

Tłumaczenie: [Skąd oni wiedzą, kiedy nastąpi koniec świata?]"|Skąd oni wiedzą, kiedy nastąpi koniec świata?|Tłumaczenie: [Skąd oni wiedzą, kiedy nastąpi koniec świata?]|Skąd oni wiedzą, kiedy nastąpi koniec świata?
Mind if I take the helm?|Pozwolisz, że ja będę sterować?|"Zdanie po angielsku: Mind if I take the helm?

Tłumaczenie: [Czy masz coś przeciwko temu, żebym przejął ster?]

W tym tłumaczeniu ""mind"" oznacza ""mieć coś przeciwko"", a ""take the helm"" to ""przejąć ster"". Całe zdanie można zrozumieć jako propozycję lub pytanie o zgodę na przejęcie kontroli nad czymś, np. samochodem, statkiem czy sytuacją."|Czy masz coś przeciwko temu, żebym przejął ster?|Tłumaczenie: [Czy masz coś przeciwko temu, żebym przejął ster?]|Czy masz coś przeciwko temu, żebym przejął ster?
You won, aye, shan't deny it. But go brag to someone who don't know already.|Wygrałeś, tak, wiem przecież. Idź się pochwal komuś, kto nie wie.|"Zdanie po angielsku: You won, aye, shan't deny it. But go brag to someone who don't know already.

Tłumaczenie: [Wygrałeś, tak, nie mogę zaprzeczyć. Ale idź się chwalić komuś, kto już o tym nie wie.]"|Wygrałeś, tak, nie mogę zaprzeczyć. Ale idź się chwalić komuś, kto już o tym nie wie.|Tłumaczenie: [Wygrałeś, nie mogę zaprzeczyć. Ale idź się chwalić komuś, kto już tego nie wie.]|Wygrałeś, nie mogę zaprzeczyć. Ale idź się chwalić komuś, kto już tego nie wie.
Course he will.|Pewnie, że przyjdzie.|"Zdanie po angielsku: Course he will.

Tłumaczenie: [Oczywiście, że tak.]"|Oczywiście, że tak.|Tłumaczenie: [Oczywiście, że tak.]|Oczywiście, że tak.
A matter that brooked no delay, I presume… What was it? A nekker contract?|Coś niecierpiącego zwłoki, jak mniemam... Co to było? Kontrakt na nekkera?|"Zdanie po angielsku: A matter that brooked no delay, I presume… What was it? A nekker contract?

Tłumaczenie: [Sprawa, która nie mogła czekać, jak sądzę… Co to było? Kontrakt z nekkarem?]"|Sprawa, która nie mogła czekać, jak sądzę… Co to było? Kontrakt z nekkarem?|Tłumaczenie: [Sprawa niecierpiąca zwłoki, jak sądzę... Co to było? Kontrakt z nekkerem?]|Sprawa niecierpiąca zwłoki, jak sądzę... Co to było? Kontrakt z nekkerem?
If the witcher's in.|To zależy, czy wiedźmin się zgadza.|"Zdanie po angielsku: If the witcher's in.

Tłumaczenie: [Jeśli czarodziej jest w domu.]

Warto zauważyć, że to zdanie zawiera potoczny zwrot ""witcher's in,"" który odnosi się do obecności czarodzieja (witchera) w domu. W języku polskim używamy bardziej formalnego określenia ""czarodziej"" zamiast ""witcher."""|Jeśli czarodziej jest w domu.|"Tłumaczenie: [Jeśli Wiedźmin jest w środku.]

Warto zauważyć, że ""If the witcher's in"" może być nieco dwuznaczne w kontekście polskim, ponieważ ""witcher"" odnosi się do postaci z serii gier komputerowych i książek Andrzeja Sapkowskiego, a nie do czarownika czy czarodzieja w tradycyjnym znaczeniu. Jednak w tym kontekście najlepszym tłumaczeniem wydaje się być ""Wiedźmin"", co sugeruje, że mowa o tej konkretnej postaci."|Jeśli Wiedźmin jest w środku.
