en_text|pl_text|bielik_translation|mixtral-8x22B_translation|llama3.1_translation|google_translation
Torgun, what're ye gonna do in this big house? They're not comin' back. You're alone.|Torgun... Na co taki wielki dom dla ciebie jednego? One już nie wrócą. Zostałeś sam.|"""Torgun, co zamierzasz robić w tym dużym domu? Nie wrócą. Jesteś sam."""| 'Torgunie, co zamierzasz zrobić w tym wielkim domu? Oni nie wracają. Jesteś sam.'|Torgun, co ty zarobisz w tym dużym domu? Oni nie wrócą. Jesteś sam.|Torgun, co zamierzasz robić w tym wielkim domu? Oni nie wrócą. Jesteś sam.
One soaking wet piece.|Cały, tylko przemoczony.|Jeden mokry kawałek.| Jedno mokre na mokro kawałek.|Jeden przemoczonego kawałka.|Jeden mokry kawałek.
Angry you want to make peace with your brother? Are the gods of Skellige that cruel?|Rozgniewają się, że chcesz pogodzić się z bratem? Skelliscy bogowie są aż tak okrutni?|Wściekły chcesz czynić pokój z bratem? Czy bogowie Skellige są aż tak okrutni?| Złość doprowadziła cię do zrobienia pojednania z twoim bratem? Czy bogowie Skellige są tak bezduszni?|'Czy masz zamiar składać pokój ze swoim bratem, zły? Czy bogowie Skellige są tacy okrutni?'|Wściekły, że chcesz zawrzeć pokój ze swoim bratem? Czy bogowie Skellige są aż tak okrutni?
Come on, Roach!|Wio, Płotka!|Rusz się, Karaluchu!| Chodź, Roachu!|Chodźże szopie!|No dalej, Roach!
Never go in a sauna again, long as I live. Other than that, I think I'm fine. Ye saved me life. How can I thank you?|Już nigdy w życiu nie pójdę do sauny. Ale poza tym w porządku. Jak mogę ci się odwdzięczyć za uratowanie życia?|Nigdy więcej nie wejdę do sauny, dopóki żyję. Poza tym chyba się dobrze czuję. Jak uratowałeś mi życie. Jak mogę ci podziękować?| Nigdy więcej nie wejdę do sauny, tak długo jak będę żył. Oprócz tego, myślę, że mi dobrze. Ocaliłeś mi życie. Jak mogę ci się za to odwdzięczyć?|Nigdy więcej nie wejdę do sauny, póki żyję. Z wyjątkiem tego myślę, że wszystko ze mną w porządku. Uratowałeś mi życie. Jak mogę ci podziękować?|Nigdy więcej nie pójdę do sauny, póki żyję. Poza tym myślę, że wszystko w porządku. Uratowałeś mi życie. Jak mogę ci dziękować?
Enough.|Starczy tego.|Wystarczy.| Wystarczy.|Wystarczy.|Wystarczająco.
It true he's caught ill again?|Prawda to, że on znów się pochorował?|Czy to prawda, że znów zachorował?| 'Prawdziwe, że znowu się zachorował?'|Czy to prawda, że znów zachorował?|To prawda, że znów zachorował?
It'll cost you.|Nic za darmo.|To będzie cię kosztować.|" To w tobie potrwa.

(Important: This translation is based on common usage and does not consider the context, which could change the meaning of the sentence.)"|To będzie kosztować cię.|To będzie kosztować.
Don't give a damn about your motivations. Gimme a name.|Twoja motywacja gówno mnie obchodzi. Imię.|Nie przejmuj się swoimi motywacjami. Podaj mi nazwisko.| Nie interesuje mnie twoje motywacje. Podaj mi imię.|Nie dbam o twoje motywacje. Powiedz tylko nazwisko.|Nie przejmuj się swoimi motywacjami. Podaj mi imię.
Lugos'll wonder what happened to his men. What'll you do?|Niedługo Lugos zacznie zastanawiać się, co z jego ludźmi. Co zamierzacie?|"""Lugoś będzie się zastanawiać, co stało się z jego ludźmi. Co zamierzasz zrobić?"""| Lugos' zastanowi się, co się stało z jego ludźmi. Co zrobisz?|'Lugos zadaje sobie pytanie co się stało z jego mężczyznami. Co ty robisz?|Lugos będzie się zastanawiał, co stało się z jego ludźmi. Co zrobisz?
Thank you. You're… dazzling.|Dziękuję. Ty – olśniewasz.|Dziękuję. Jesteś… oślepiający.| Dziękuję. Jesteś... przytłaczający.|Dziękuję. Jesteś... oszałamiający.|Dziękuję. Jesteś… olśniewająca.
Tough… I'll get him to the village somehow, find a druid.|Trudno... Jakoś go doniosę do wioski, druid mu pomoże.|Trudne... W jakiś sposób dostanę go do wioski, znajdę druida.| Trudno... Nie wiem jak, ale dostanę go do wioski, znajdę druida.|Trudne... Będę musiał jakoś doprowadzić go do wioski, znaleźć druida.|Trudno... Jakoś doprowadzę go do wioski, znajdę druida.
Just find the wreck.|Lepiej poszukaj wraku.|Po prostu znajdź wrak.| Proszę wskazać wrak.|Znajdź tylko wrak.|Znajdźcie wrak.
Seems Amos was quite the eccentric. Asking the djinn to lift half his ship to a mountaintop?|Niezły ekscentryk z tego Amosa. Zażyczył sobie, żeby dżinn przeniósł połowę statku na szczyt góry?|Wygląda na to, że Amos był dość ekscentryczny. Prośba dżinna o podniesienie połowy jego statku na szczyt góry?| Wygląda na to, że Amos był dość ekscentryczny. Prosił dżina, żeby podniósł połowę jego statku na wierzchołek góry?|Wygląda na to, że Amos był dość ekscentryczny. Prosić dżina o przeniesienie połowy swojego okrętu na szczyt góry?|Wygląda na to, że Amos był dość ekscentryczny. Prosił dżina, żeby podniósł połowę jego statku na szczyt góry?
Wouldn't mind playing cards. You game?|Zagrałbym w karty. Co ty na to?|Nie miałbym nic przeciwko zagraniu w karty. Grasz?| (Chętnie bym zagrał w karty. Masz ochotę?)|Nie mam nic przeciwko grze w karty. Chcesz zagrać?|Nie miałbym nic przeciwko grze w karty. Grasz?
Emerge victorious, and you'll have the honor to face the Champion of Champions.|Jeśli zwyciężysz w tej walce, spotka cię zaszczyt pojedynku z Mistrzem Mistrzów.|Wyjdź zwycięsko, a zyskasz zaszczyt walki z Mistrzem Mistrzów.| Wyjdź zwycięsko, i otrzymasz zaszczyt stawienia czoła Mistrzowi Mistrzów.|Wyłon się zwycięsko i będziesz miał zaszczyt stanąć twarzą w twarz z Mistrzem Mistrzów.|Wyjdź z tego zwycięsko, a będziesz miał zaszczyt zmierzyć się z Mistrzem Mistrzów.
So long.|Bywaj.|Tak długo.| Więc długo.|Żegnaj.|Na razie.
Greetings… Can we talk?|Witaj... Możemy porozmawiać?|Pozdrowienia... Czy możemy porozmawiać?| Cześć... Czy mamy porozmawiać?|Cześć... Czy możemy porozmawiać?|Witam… Czy możemy porozmawiać?
I've letters from her… instructions, how to poison the mead. But she never signed them, there's no seal.|Mam listy od niej... Instrukcje, jak zatruć miód. Ale bez podpisu. Bez pieczęci.|Mam od niej listy... instrukcje, jak zatruć miód. Ale nigdy ich nie podpisała, nie ma pieczęci.| Mam listy od niej... instrukcje, jak otruć miód. Ale nigdy ich nie podpisała, nie ma pieczęci.|Mam od niej listy... instrukcje, jak otruć miód. Ale nigdy ich nie podpisywała, nie ma na nich pieczęci.|Mam od niej listy… instrukcje, jak zatruć miód pitny. Ale ona ich nigdy nie podpisała, nie ma pieczęci.
Long as I remember, folk've said Udalryk's the chosen one, the one the gods speak to.|Odkąd pamiętam, ludzie mówili, że Udalryk jest wybrany, że przemawiają do niego bogowie.|Długo jak pamiętam, ludzie mówili, że Udalryk jest wybranym, tym, do którego przemawiają bogowie.| Tak długo jak pamiętam, ludzie mówili, że Udalryk jest tym wybranym, tym, do którego bogowie mówią.|Odkąd pamiętam, ludzie mówili że Udalryk jest wybrany, tym jednym z którym rozmawiają bogowie.|Od kiedy pamiętam, ludzie mówili, że Udalryk jest wybrańcem, tym, z którym rozmawiają bogowie.
Gods be with you, wanderer.|Bądź pozdrowiony, wędrowcze.|"""Niech bogowie będą z tobą, wędrowcze."""| Bóg ci błogosławi, wędrowcze.|Niech bogowie będą z tobą, podróżniku.|Niech Bogowie będą z tobą, wędrowcze.
The blood spilt in this arena bears witness to the clan's strength!|Przelana na tej arenie krew świadczy o sile klanu!|Krew przelana w tej arenie świadczy o sile tego klanu!| Krwawa bitwa rozegrana na tej arenie jest świadectwem siły klanu!|Krew przelana na tej arenie świadczy o sile klanu!|Krew przelana na tej arenie świadczy o sile klanu!
Are you the silent druid?|To ty jesteś tym milczącym druidem?|Czy jesteś milczącym druidem?| Czy jesteś niemym druidem?|Czy jesteś cichym druidem?|Czy jesteś cichym druidem?
Storm approaching!|Sztorm nadchodzi!|Burza nadchodzi!| 'Nadciąga burza!'|Nadchodzi burza!|Nadciąga burza!
Ugh, these conversations… Or I'll punch your teeth in.|Jak mnie nudzą takie rozmowy... Bo dostaniesz w zęby.|Eh, te rozmowy... Albo wybiję ci zęby.| Uch, te rozmowy... Albo ci znokautuję zęby.|Och, jakie rozmowy... Albo ci wyrwę całe zęby.|Ech, te rozmowy... Albo wybiję ci zęby.
Mhm. Better.|Mhm. Lepiej.|Mhm. Lepiej.| Tak. Lepiej.|Mhmm. Lepiej.|Mhm. Lepiej.
Never mind. Farewell.|Nieważne. Bywaj.|Nie ma sprawy. Żegnaj.| Nie martw się. Żegnaj.|Nie szkodzi. Żegnaj.|Nieważne. Żegnaj.
Is he sick? He didn't seem quite right during Crach's feast, but…|Jest na coś chory? Hmm... Na uczcie u Cracha wydawało mi się, że coś mu jest, ale...|Czy on jest chory? Nie wydawał się w pełni sobą podczas uczty Crasha, ale...| Czy jest chory? Wyglądał trochę dziwnie na uczcie Cracha, ale...|Czy on jest chory? Nie wyglądał na dość prawego podczas ucztę Craocha, ale…|Czy on jest chory? Nie wydawał się być w porządku podczas uczty Cracha, ale…
Old? I'll never be too old to spill Nordling blood… or die an honorable death at their hands.|Za stary? Nigdy nie będę za stary, żeby upuścić krwi Nordlingom... Albo znaleźć dobrą śmierć z ich rąk!|Stary? Nigdy nie będę za stary, by przelać nordlandzką krew... lub zginąć honorową śmiercią z ich rąk.| 'Stary? Nigdy nie będę zbyt stary, by przelewać krwawą sportów północnych... lub umierać honorową śmiercią w ich rękach.'|Stary? Nigdy nie będę za stary, by rozlać krew Nordlingów... lub zginąć godną śmiercią z ich rąk.|Stary? Nigdy nie będę za stary, żeby przelać krew Nordlingów... lub umrzeć z ich rąk honorową śmiercią.
Mhm. The library might be a logical place to start. The key should be in the laboratory.|Logicznie byłoby zacząć od biblioteki. Klucza poszukaj w laboratorium.|Mhm. Biblioteka może być dobrym miejscem, żeby zacząć. Klucz powinien być w laboratorium.| Mhm. Biblioteka może być logicznym miejscem na początek. Klucz powinien znajdować się w laboratorium.|'Tak. Biblioteka może być logicznym miejscem do rozpoczęcia. Klucz powinien być w laboratorium.'|Mhm. Biblioteka może być logicznym miejscem na początek. Klucz powinien być w laboratorium.
Lugos was furious…|Lugos był wściekły...|Lugos był wściekły...|" ""Lugos był rozwścieczony..."""|Lugos był wściekły...|Lugos był wściekły…
Why do I think you turned her down?|Coś mi mówi, że się nie zgodziłeś.|Dlaczego myślę, że ją odrzuciłeś?| Dlaczego myślę, że ją odrzuciłeś?|Dlaczego myślisz, że ją odrzuciłeś?|Dlaczego myślę, że ją odrzuciłeś?
Heard you've got a job for a witcher.|Podobno macie tu jakieś zlecenie dla wiedźmina.|Słyszałem, że masz pracę dla wiedźmina.| Usłyszałem, że masz pracę dla Wiedźmina.|Słyszałem, że masz pracę dla wiedźmina.|Słyszałem, że dostałeś zadanie dla wiedźmina.
On the one hand a theft. On the other, Ciri's life…|Tobie chodzi o kradzież, nam o Ciri...|Z jednej strony kradzież. Z drugiej, życie Ciri...|" ""Z jednej strony kradzież. Z drugiej zaś życie Ciri..."""|Z jednej strony kradzież. Z drugiej życie Ciri...|Z jednej strony kradzież. Z drugiej życie Ciri…
You should've worn warmer clothing.|Trzeba się było cieplej ubrać.|Powinieneś był założyć cieplejsze ubranie.| Powinieneś/powinnaś mieć na sobie cieplejszą odzież.|Powinnaś/powinieneś założyć cieplejsze ubranie.|Powinieneś był ubrać się cieplej.
I won't go until I help Udalryk.|Nigdzie nie idę, póki nie pomogę Udalrykowi...|Nie pójdę, dopóki nie pomogę Udalrykowi.| Nie pójdę, dopóki nie pomogę Udalrykowi.|Nie odejdę dopóki nie pomogę Udalkowi.|Nie pójdę, dopóki nie pomogę Udalrykowi.
Prefer bein' a prisoner, then? As you will.|Więc wolisz być więźniem? Jak wolisz.|Wolisz być więźniem, tak? Jak sobie chcesz.| Woleć być więźniem, czyż nie? Tak jak chcesz.|Wolisz być więźniem? Jak sobie życzysz.|Wolisz być więźniem? Jak chcesz.
Very well. Once you've aired out thoroughly, find me by the entrance to the feast hall.|Jak już zajrzysz do każdej dziupli i nory, znajdziesz mnie przy wejściu do komnaty biesiadnej w zamku.|Bardzo dobrze. Gdy już dokładnie wywietrzysz pomieszczenie, znajdź mnie przy wejściu do sali biesiadnej.| Bardzo dobrze. Gdy już dobrze przewietrzyłeś się, znajdź mnie przy wejściu do sali uczty.|Bardzo dobrze. Jak będziesz miał już wystarczająco wywietrzony, znajdź mnie przy wejściu do sali bankietowej.|Bardzo dobrze. Gdy już się dokładnie wywietrzysz, znajdź mnie przy wejściu do sali biesiadnej.
You tell her.|Sam jej powiedz.|Powiedz jej.| Powiedz jej.|Powiedz jej.|Powiedz jej.
This one here… Doesn't look like a Vildkaarl to me.|Ten trup... Nie wygląda mi na vildkaarla.|Ten tutaj... Nie wygląda na Vildkaarla.| Ten tu... Wygląda mi nie jak Vildkaarl.|Ten tu... nie wygląda mi na Vildkaarla.|Ten tutaj… Nie wygląda mi na Vildkaarl.
"East o' here, 'midst the ruins of the fortress. He went there with some rogues from Faroe, met 'em at the tavern. They filled his head with nonsense 'bout some treasure. I said, ""Sonny, Faroe folk are liars to a man, ye shouldn't fraternize with 'em""… But he knew better."|W ruinach twierdzy na wschód stąd. Poszedł tam z jakimiś łobuzami z Faroe, co ich w tawernie poznał. Nakładli mu do głowy, że tam jakieś skarby są. Mówiłem, synu, na Faroe żyją sami kłamcy, nie zadawaj ty się z nimi... Ale on wiedział lepiej.|"Wschód stąd, pośród ruin twierdzy. Poszedł tam z kilkoma szubrawcami z Wysp Owczych, spotkał ich w karczmie. Napełnili mu głowę bzdurami o jakimś skarbie. Mówiłam: ""Synku, ci z Wysp Owczych to kłamcy do szpiku kości, nie powinieneś się z nimi zadawać"". Ale on wiedział lepiej."|" Tłumaczenie: 'Środkowo-wschodnio tutaj, ""wśród ruin fortu. Udał się tam z jakimiś łotrami z Wysp Owczych, spotkał ich w tawernie. Wypełnili mu głowę niedorzecznościami na temat jakiegoś skarbu. Powiedziałem: ""Młody człowieku, ludzie z Wysp Owczych to wszyscy kłamcy, nie powinieneś się z nimi zadawać""...' Ale on lepiej wiedział.'"|"Na wschód stąd, pośród ruin twierdzy. Poszedł tam z tą bandą szulerów z Wysp Owczych, spotkał ich w karczmie. Wpoili mu do głowy bzdury o jakiejś skarbie. Powiedziałem: ""Synek, ludzie z Wysp Owczych to kłamcy, nie powinieneś zadawać się z nimi ""... Ale on lepiej wiedział."|Na wschód stąd, pośród ruin twierdzy. Poszedł tam z kilkoma łobuzami z Wysp Owczych, spotkał się z nimi w tawernie. Napełnili mu głowę bzdurami o jakimś skarbie. Powiedziałem: „Sonny, mieszkańcy Wysp Owczych kłamią, nie powinieneś się z nimi bratać”… Ale on wiedział lepiej.
You must go and get the creature. I don't know - buy him, kidnap him…|Musisz do niego wrócić i go zabrać. Nie wiem, odkupić, ukraść...|Musisz iść i zdobyć stworzenie. Nie wiem - kup go, uprowadź go...|" ""Musisz pójść i zdobyć to stworzenie. Nie wiem - kup go, porwij go..."""|Musisz iść i zatrzymać tę istotę. Nie wiem – kup ją, porwij ją…|Musisz iść i zdobyć stworzenie. Nie wiem - kupić je, porwać...
You'll see… so long as ye get to the end. So long as the harpies don't get ye.|Zobaczysz... O ile dopłyniesz do końca. O ile nie rozszarpią cię harpie.|Zobaczysz... pod warunkiem, że dotrzesz do końca. Pod warunkiem, że harpie cię nie dorwą.| Tylko zobaczysz... tak długo, jak dotrzesz na koniec. Tak długo, jak harpie nie dostaną cię.|Zobaczysz... pod warunkiem że dojdziesz na koniec. Dopóki harpie was nie dopadną.|Zobaczysz... dopóki nie dotrzesz do końca. Dopóki harpie cię nie dopadną.
Harpies treated him to a painful end.|Harpie zafundowały mu bolesny koniec.|Harpie zafundowały mu bolesny koniec.| Harpie omówiły go na bolesny koniec.|Harpyje zgotowały mu bolesną śmierć.|Harpie sprawiły mu bolesną śmierć.
Careful, you'll wake him!|Uważaj, bo go obudzisz!|Uważaj, obudzisz go!| Uważaj, wzbudzisz go!|Ostrożnie, obudzisz go!|Uważaj, bo go obudzisz!
Who'll be king of Skellige now?|To kto teraz będzie królem Skellige.|Kto będzie teraz królem Skellige?| Kto teraz będzie królem Skellige?|Kto będzie królem Skellige teraz?|Kto teraz zostanie królem Skellige?
They know what happened to him?|Wiadomo, co się z nim stało?|Wiedzą, co się z nim stało?| 'Oni wiedzą, co się stało z nim?'|'Czy oni wiedzą, co mu się stało?'|Wiedzą, co się z nim stało?
Have you any idea what could happen if it is used? Any idea of the consequences?|Wiesz, jakie mogą być skutki jej użycia?!|Masz jakiekolwiek pojęcie, co mogłoby się stać, gdyby to zostało użyte? Masz jakiekolwiek wyobrażenie o konsekwencjach?| Czy masz jakąś ideę, co mogłoby się wydarzyć, jeśli zostanie to użyte? Czy masz jakiekolwiek pojęcie o konsekwencjach?|Czy masz jakikolwiek pomysł co by się mogło wydarzyć gdyby zostało to użyte? Czy masz choć pojęcie o konsekwencjach?|Czy masz pojęcie, co może się stać, jeśli zostanie użyty? Masz pojęcie o konsekwencjach?
