en_text,pl_text,dialog_extracted,chrf_dialog_extracted,bleu_dialog_extracted,bertscore_dialog_extracted,comet_dialog_extracted
"Keep us from harm, and let them not disturb the circle.",Nie pozwólcie naruszyć kręgu i nie dajcie nas pokrzywdzić.,Chroń nas przed krzywdą i nie pozwól im zakłócać kręgu.,0.36064770135623814,0.04939382737115371,0.8237472772598267,0.831548810005188
"Velen - awful place. Somehow Ciri wound up at the castle of the local ruler - a baron, self-proclaimed. This was after she was injured.","Rozejrzałem się po Velen. Strasznie ponure miejsce. Ranna Ciri trafiła tam do samozwańczego Barona, który trzęsie okolicą.","Velen - okropne miejsce. Jakoś Ciri znalazła się w zamku lokalnego władcy - barona, który sam siebie mianował.",0.3063975236057228,0.015276780223747026,0.7526348233222961,0.6535082459449768
"So, a mockery, you chose to outwit.",A więc to tak – postanowiłeś nas okpić.,"Więc, drwiąc sobie, postanowiłeś mnie przechytrzyć.",0.3962248090731171,0.02925226826055808,0.7992938160896301,0.6995241641998291
Don't know ye.,Nie znam cię.,Nie znam cię.,1.0,0.5623413251903491,1.0,0.987112283706665
"I've heard ballads about you. And that sorceress of yours, Guinevere.","Słyszałem kilka ballad o tobie. I tej twojej czarodziejce, Guinevere.","Słyszałem o tobie pieśni. I o tej twojej czarodziejce, Ginewrze.",0.5751772587660109,0.1242188995129533,0.8850482106208801,0.9115257263183594
Grimy churls.,Chamy buraczane.,Brudne chamy.,0.20253221869899343,0.0,0.7349379062652588,0.4664946496486664
"Ugh, a fiend. Good thing someone finally killed it.","Dobrze, że ktoś go w końcu załatwił.","Uff, demon. Dobrze, że ktoś wreszcie je zabił.",0.43306409057294193,0.1374708101760565,0.8309805393218994,0.6792924404144287
"What do you seek here, stranger?","Czego tu szukasz, nieznajomy?","Czego szukasz tutaj, nieznajomy?",0.7005546235426289,0.09554427922043669,0.9507354497909546,0.965977668762207
Make yourself useful.,Zajmij się czymś pożytecznym.,Bądź użyteczny.,0.2488932349316831,0.0,0.7977266311645508,0.6711001396179199
What'd Bertram do to you to warrant vengeance?,"Co takiego zrobił ten Bertram, że chcesz się na nim mścić?","Co takiego zrobił Bertram, żeby zasłużyć na zemstę?",0.4833133662620471,0.1073525213116119,0.8215820789337158,0.9003219604492188
"He deserted. Was caught, then hanged.",Został schwytany i powieszony za dezercję.,"Zdezerterował. Został schwytany, a następnie powieszony.",0.6387100681734819,0.040824829046386304,0.8445728421211243,0.9406132698059082
What kind of challenge?,O jakim wyzwaniu mówisz?,Jaki rodzaj wyzwania?,0.3130103580644423,0.0,0.8139420747756958,0.9222575426101685
The gentleman will be seated on the bergère.,Waszmość zasiądzie na berżerze.,Dżentelmen usiądzie na berżerze.,0.6096304440350143,0.16990442448471224,0.787507176399231,0.8053440451622009
"Yeah, one.",Tak.,"Tak, jeden.",0.30162269292704075,0.0,0.7184778451919556,0.8441529273986816
"We're not rich, but cut the filth down and we will pay you.","Bogaci nie jesteśmy, ale zapłacimy, jak plugastwo wybijecie.","Nie jesteśmy bogaci, ale jeśli usuniesz ten brud, zapłacimy ci.",0.4182353144960694,0.021105340631872645,0.8046571016311646,0.8023377060890198
"Hm, might be a problem.",To rzeczywiście może utrudnić sprawę.,Może być problem.,0.08654350150539941,0.0,0.7631084322929382,0.7558003067970276
What with? You've left me high and dry. I'll not bet half a crown more.,Za co? Zostawiłeś mnie w samych gaciach. Nie postawię ani pół korony więcej.,Czym? Zostawiłeś mnie na lodzie. Nie postawię już ani grosza więcej.,0.48065040185749514,0.05201772843458374,0.8752174973487854,0.7675308585166931
"No, it's made from the heart of a falling star.","Nie, ona jest zrobiona z serca spadającej gwiazdy.","Nie, jest zrobiona z serca spadającej gwiazdy.",0.8730229572570697,0.7289545183625967,0.9708245992660522,0.9478185176849365
Greetin's.,Witaj.,Cześć.,0.02777777777777787,0.0,0.7831059694290161,0.7819767594337463
Aha! There you are!,"Aaa, tu jesteś!",Aha! Oto jesteś!,0.44705008525818096,0.11362193664674995,0.9035025238990784,0.960843026638031
"Yes, but they're superbly trained. Won't even whimper without my permission.",Są świetnie wytresowane. Nawet nie pisną bez mojego pozwolenia.,"Tak, ale są doskonale wytrenowane. Nawet nie pisną bez mojego pozwolenia.",0.7641726915012489,0.4617366309441026,0.9368093013763428,0.9172453880310059
There you are.,"O, jesteś.",Jesteś tutaj.,0.35861905828988494,0.0,0.8380096554756165,0.7275833487510681
Fine. So… What now? Shall we begin?,D... Dobrze. To... Jak?... Zaczynamy?,Dobrze. Więc... Co teraz? Czy możemy zacząć?,0.24858096861007684,0.033031643180138064,0.8065000772476196,0.914930522441864
Save me… Saaaave me!,Ratujcie... Ra-tujcie!,Ratuj mnie... Ratuj mnie!,0.46046527248773517,0.0,0.85023033618927,0.9494715929031372
I think so.,Chyba tak.,"Myślę, że tak.",0.22196382553409424,0.11362193664674995,0.6577799320220947,0.9154956936836243
I-I-I can't go outside! It'll kill me. I can f-feel it. Mayhaps ye could…,"Jeśli stąd wy-yjdę, ten upiór mnie za-abije! Czu-uję to. Może sam byś...",Nie mogę wyjść na zewnątrz! To mnie zabije. Czuję to. Może ty mógłbyś...,0.3538765052211248,0.036362270465000714,0.7953585982322693,0.7464873790740967
Achoo! Finneas and Tim Knott.,Apsik! Finneas i Tim Knott.,Apsik! Finneas i Tim Knott.,1.0,1.0,1.0,0.9555184841156006
Chewed on the saddle? Necrophages'll eat anything these days.,Nadgryzły siodło? Trupojady robią się coraz bardziej żarłoczne.,Czy to zostało przeżute przez siodło? Nekrofagi jedzą teraz wszystko.,0.1952880437274921,0.021105340631872645,0.7508648037910461,0.5124025344848633
I know. Be careful.,Wiem. Uważajcie na siebie.,Wiem. Uważaj na siebie.,0.7334733493365938,0.1880301546543197,0.9677065014839172,0.9798277020454407
Huh. Any magic ones?,Jakieś magiczne?,Hmm. Czy są jakieś magiczne?,0.8558388507985724,0.05372849659117709,0.8361847400665283,0.8817785978317261
"Heard of one witcher who lifted a botchling's curse. Never tried it myself, though.","Słyszałem, że jednemu wiedźminowi udało się kiedyś odczarować porońca, ale sam nigdy tego nie robiłem.","Słyszałem o jednym czarodzieju, który zdjął klątwę z botchlinga. Sam tego nie próbowałem, ale...",0.29008469870285686,0.028123873426642895,0.7535367012023926,0.7685701847076416
Greetings. Impressive tavern.,Witaj. Ładna gospoda...,Witaj. Robi wrażenie ta karczma.,0.22986642445635,0.05372849659117709,0.7290151119232178,0.7765136361122131
Forget this. Not like we're gonna learn anything new.,Dajmy temu spokój. Nie dowiemy się nic nowego.,"Nie zawracaj sobie tym głowy. Nie sądzę, żebyśmy mieli się czegoś nowego dowiedzieć.",0.28314778343052116,0.018476860420522198,0.774128258228302,0.8750377297401428
Thank you!,To dla nas? Naprawdę?! Dziękuję!,Dziękuję!,0.27159453011517704,0.003257032351754417,0.8640433549880981,0.8145861029624939
What a ride!,Ale jazda!,Co za przejażdżka!,0.19939120010218483,0.0,0.6955729722976685,0.8764066696166992
"Easiest way to tell a sorceress - they're perfect, unnatural beauties.","Czarodziejki najłatwiej poznać po tym, że są niezwykle urodziwe.","Najprostszy sposób, aby rozpoznać czarodziejkę - są one doskonałymi, nienaturalnymi pięknościami.",0.31459583859133206,0.018850319022747353,0.692373514175415,0.6909424066543579
Your time to die.,Czas ci zdychać.,Twoja pora umierać.,0.09688785041801735,0.0,0.7300309538841248,0.3910832703113556
"I know what haunts you, whispers in your ear, commands you to hurt yourself.","Wiem, co cię prześladuje, szepcze do uszu i każe się okaleczać.","Wiem, co cię dręczy, szepcze ci do ucha, każe ci się ranić.",0.36721413325440855,0.10419044640136393,0.8665894269943237,0.8492968082427979
"Right, we must still go by the Golden Sturgeon.","Racja, musimy zajrzeć jeszcze do Złotego Jesiotra.","Dobrze, musimy jeszcze przejść obok Złotego Szczupaka.",0.3857382267078573,0.043472087194499145,0.8425378203392029,0.771562397480011
Because they are - look at the markings! Authentic! How did you get them?!,Bo są prawdziwe. Spójrz na ornamenty – to autentyki! Jak ci się udało je zdobyć?!,Bo one są autentyczne - spójrz na te znakowania! Prawdziwe! Jak je zdobyłeś?,0.37378615872388915,0.019920427051171676,0.8097410202026367,0.8819814324378967
Never thought I'd live to see times like these.,Nie sądziłem że dożyje takich czasów.,"Nigdy nie myślałem, że doczekam takich czasów.",0.47918092813526086,0.07730551756939454,0.8413008451461792,0.8764199614524841
And my son?! Does he?!,A mój syn?! Zasłużył?,A co z moim synem?! Czy on też nie zasługuje?,0.21746463818541276,0.021105340631872645,0.8159528374671936,0.8316265940666199
Can't remember. But I knows he deserves it. I got to kill 'im.,Nie pamiętam. Ale na pewno sobie zasłużył. Muszę go zabić.,"Nie pamiętam. Ale wiem, że na to zasługuje. Muszę go zabić.",0.6112526886636508,0.16306686105372709,0.8901611566543579,0.9442862868309021
No. Could be someone stole it.,Nie. Może ktoś ją ukradł?,"Nie. Możliwe, że ktoś je ukradł.",0.6277176976078124,0.048549177170732344,0.8794922828674316,0.9408849477767944
"Not from 'round here, are ye?","Ty to chyba nietutejszy, co?","Nie jesteś stąd, prawda?",0.09234991976306878,0.0,0.6683182120323181,0.7060725688934326
"Not quite… but what's it about? I hear right - you're going on some voyage, need a companion?","Nie do końca... A o co chodzi? Dobrze słyszałem, że szukasz towarzysza na jakąś wyprawę?","Nie całkiem... ale o co chodzi? Słyszę prawidłowo - wybierasz się w jakąś podróż, potrzebujesz towarzysza?",0.4225022743453439,0.06917184228205472,0.8068202137947083,0.8777432441711426
Are you terribly disappointed?,Jesteś bardzo rozczarowana?,Czy jesteś bardzo rozczarowany?,0.8610307203446359,0.08034284189446518,0.9185612797737122,0.9796813726425171
Garden. Spends a lot of time sittin' there of late.,Cały czas siedzi w ogrodzie.,Ogród. Ostatnio spędza tam dużo czasu.,0.1574355007454708,0.0,0.7633112668991089,0.8381304740905762
Kaer Morhen is in a wilderness. And your army stands to be far more helpful there.,Kaer Morhen jest na odludziu. I tam twoje wojsko bardziej by nam pomogło.,Kaer Morhen leży na odludziu. A twoja armia może być znacznie bardziej pomocna tam.,0.4688138520381791,0.04516881220954754,0.8435704708099365,0.8931227326393127
"I, however, would never let any indecency take place in my cabaret. My very reputation precludes it.","Ja natomiast nigdy bym nie dopuścił, żeby w moim kabarecie miały miejsce jakieś bezeceństwa. Reputacja mi na to nie pozwala.","Niemniej jednak, nigdy nie pozwoliłbym na żadne nieprzyzwoitości w moim kabarecie. Moja reputacja całkowicie to wyklucza.",0.3635374668481433,0.02666204976456136,0.7806404829025269,0.8946160078048706
Oy!,Aj!,Ach!,0.10752688172043018,0.0,0.9390865564346313,0.9454710483551025
Not the best place for a traveling peddler.,To chyba nie najlepsze miejsce dla wędrownego kramarza.,Nie najlepsze miejsce dla wędrownego sprzedawcy.,0.6574407527751984,0.36409302398068727,0.8379052877426147,0.8581647872924805
"That would mean balls and banquets and other boring things that start with a ""b.""","To by oznaczało bale, bankiety, biesiady... I inne nudne rzeczy na b.","To oznaczałoby kule i uczty oraz inne nudne rzeczy zaczynające się na literę ""b"".",0.4668619725923087,0.08032276872815308,0.757647693157196,0.6522893905639648
My health - it's all I ask for.,"O zdrowie, tylko o zdrowie proszę.","Moje zdrowie - to wszystko, o co proszę.",0.3962388304069182,0.03655552228545124,0.7792176008224487,0.8600925803184509
See ya.,Bywaj.,Cześć.,0.02777777777777787,0.0,0.7219233512878418,0.5658413171768188
He's had more than his share of concerns…,Miał ostatnio trochę zmartwień...,Ma za sobą więcej niż swoją dawkę zmartwień...,0.4269362923833186,0.02777619034011792,0.8323465585708618,0.6652542352676392
"Not bad. Guessing you won, too.","Nieźle. Widziałem, że ty też wygrałaś.","Nie było źle. Domyślam się, że ty też wygrałeś.",0.4996398991734952,0.11868405219520975,0.8732905387878418,0.859312117099762
"Grand, those swords, but I prefer me trusty axe.","Ładne miecze, ale wolę solidny toporek.","Ach, te miecze, ale ja wolę mój wierny topór.",0.41550871268275763,0.056122223243057295,0.784056544303894,0.779782235622406
Me lads and me'll lie in ambush in the ravine. Geralt'll then join us and we'll await word from ye.,Moi chłopcy przygotują zasadzkę w wąwozie. Geralt do nas dołączy i będziemy czekać na wieści.,My chłopcy i ja ukryjemy się w wąwozie. Potem do nas dołączy Geralt i poczekamy na wieści od ciebie.,0.485994317595747,0.07339934569877102,0.838822066783905,0.7823325991630554
Mean there were water creatures here once?,Czyli żyły tu jakieś wodne istoty?,Czyżby tu kiedyś były morskie stworzenia?,0.22804287721666142,0.040824829046386304,0.8312281966209412,0.9241539835929871
"Forty bushels. There'd be more, sir, but our lads, the Temerians, that is, took from us earlier and…","Czterdzieści korców. Byłoby więcej, ale nasi, to jest Temerczycy, wcześniej już zabrali i...","Czterdzieści korców. Byłoby więcej, proszę pana, ale nasi chłopcy, Temeriańczycy, zabrali nam wcześniej i...",0.6805265375006823,0.21142141714303078,0.8686261177062988,0.798169732093811
"I… I can't take this anymore. End of this watch, I'm putting in for a transfer.","Ja... Ja już tego nie wytrzymam. Jak skończymy wartę, składam wniosek o przeniesienie.","Nie mogę już tego znieść. Koniec tej zmiany, składam wniosek o przeniesienie.",0.49757002719309645,0.23196101068401995,0.8206543326377869,0.783280074596405
"Ye seen Folan? He was supposed to send word, the scamp.","Nie widziałeś Folana? Miał sie do mnie odezwać, niecnota.","Widziałeś Folana? Miał przysłać wiadomość, ten urwis.",0.43796412732962153,0.05249325939883762,0.8001712560653687,0.7314183115959167
Avallac'h - he prepared some special ointments for me.,Avallac'h zrobił dla mnie specjalne maści.,Avallac'h - przygotował dla mnie specjalne maści.,0.7796029126112834,0.4347208719449914,0.9269726276397705,0.9547850489616394
I gotta send someone to fetch her body.,Muszę wysłać kogoś po jej ciało.,"Muszę wysłać kogoś, żeby przywiózł jej ciało.",0.7786833475672278,0.09878765474230743,0.8987113833427429,0.9399657845497131
Nathaniel… Who is he?,Ten Nataniel... Co to za jeden?,Nathaniel… Kim on jest?,0.190836867575391,0.0,0.704977810382843,0.8877780437469482
Fine. What do I do when I'm done?,"Dobra, a kiedy będę już gotowy?","Co mam robić, gdy skończę?",0.10469596883468842,0.0,0.7674285173416138,0.8556132912635803
Heard the miller's wife's millin' other men…,"Gadają, że młynareczka we młynie z chłopami figluje...","Usłyszałam, że żona młynarza robi na drutach innym mężczyznom...",0.2054946877810484,0.023980296761827107,0.7758802771568298,0.52503901720047
"What can I do you for? If I ain't got it today, say the word and I'll have it tomorrow!","Czego ci trzeba? Jeśli nie mam tego dziś, będę mieć jutro!","Co mogę dla ciebie zrobić? Jeśli nie mam tego dzisiaj, powiedz słowo i zdobędę to jutro!",0.5178488030646612,0.16188613565728213,0.811730146408081,0.716053307056427
I must avenge Vesemir.,Chcę pomścić Vesemira.,Muszę pomścić Vesemira.,0.8221776023869216,0.24028114141347542,0.9232314825057983,0.9550508260726929
I remember it well - you needn't be a witcher to be a hero. Cold water and a salty breeze - those are a Skellige lad's potions!,"Mówił: nie tylko wiedźmini zostają bohaterami, a dla chłopaka ze Skellige słona bryza i zimna woda to najlepsze eliksiry!","Pamiętam to dobrze - nie trzeba być czarodziejem, żeby być bohaterem. Zimna woda i słony wiatr - to są eliksiry chłopaka ze Skellige!",0.4179325829901968,0.023050898626566643,0.7678664326667786,0.8620392680168152
"Now, now. Stiff upper lip…","Już, już. Nie rozklejaj się.","No cóż, no cóż. Zaciśnij zęby...",0.10346938895659297,0.0,0.7204344868659973,0.6325182318687439
