en_text|pl_text
Till one day Cerys, a brave lass of Skellige, called the demon out, challenged him to a duel.|Lecz pewnego dnia Cerys, dzielna córa skelligijskiej ziemi, rzuciła demonowi wyzwanie.
She went down to the land of Mörhogg, in whose dark corners demons dwell.|Zeszła do krainy Mörhogg, w której mrocznych czeluściach demony uczyniły swe mieszkanie.
Fearing neither wounds nor death, she called the hym from its lair.|Nie lękając się ran ni śmierci, wywołała Hima z jego leża.
The fiend squirmed and hissed, then sprung at Cerys to grab her, kill her.|Wściekle wił się i syczał demon przeraźliwie, Cerys chciał pojmać i zgładzić.
But the brave lass was quicker, more clever by half. She stepped aside and with her sword ended his pitiful life.|Lecz dzielna dziewczyna sprytniejsza była od niego i mieczem swym żywot jego marny zakończyła.
Listen here, listen well. I was there, I was there, and what I saw I now ye tell.|Słuchajcie, słuchajcie! Ja tam byłem, a co widziałem, wam opowiadam!
You're right. Let's go.|Racja. Chodźmy.
You're right. I hope to come back here one day… We can finish our conversation then.|Racja. Mam nadzieję, że kiedyś tu wrócę... I dokończymy tę rozmowę.
Sounds dangerous…|Zabrzmiało groźnie...
I didn't intend it to…|Miałam inne intencje.
I'm sorry… But I really don't have time right now.|Przepraszam... Ale nie mam na to czasu.
I'm sorry, but I can't bring myself to chat right now.|Przepraszam, ale nie mam teraz czasu na pogaduchy.
Right. Besides… it's not important.|Racja. Zresztą... To nieistotne.
I'll take Njord, you can ride Grayback. She's old, but she'll make the--|Ja pojadę na Njordzie, a ty na Siwej. To stara klacz, ale do Skały cię...
Aaaaargh!|Aaaaach!!!
Run for your lives!|Ratujcie się!!!
You stay here! I'll go and--!|Nie ruszaj się stąd. Ja...
I can look after myself.|Potrafię o siebie zadbać.
I'm not in that much of a hurry…|Aż tak się nie spieszę...
Your first kiss, wasn't it?|Chyba pierwszy raz się całujesz, co?
O'course it weren't.|Oczywiście, że nie.
Argh… Aye. Me first.|Ech... Tak. Pierwszy.
We don't have much time… But it's enough for you to learn a few things…|Mamy mało czasu. Ale trochę cię zdążę nauczyć.
I'm not in that much of a hurry.|Aż tak się nie spieszę.
No… Except to mention that you fancy me.|Nie... Tylko tyle, że ponoć ci się podobam.
Wha? But I asked her… Besides, it's not… O' course, y'are very… But…|Co? A prosiłem... Zresztą, wcale nie... Bo oczywiście, jesteś bardzo, ale...
But-- Y'know what? Let's ride. You're in a hurry, and it'll be dark soon.|Wiesz co... Lepiej już pojedźmy... Bo zaraz się zrobi ciemno, a ty się spieszysz...
No, just said you like me.|Tylko tyle, że ci się spodobałam.
Oh… You're here… The horses are ready.|O... Jesteś... Konie już gotowe.
As am I. Shall we ride?|Ja też. To co, jedziemy?
Listen, I… I hope… My sister, she didn't talk any nonsense to you, did she?|Słuchaj... Mam nadzieję... Że moja siostra nie naopowiadała ci żadnych głupot?
Tracks lead uphill…|Ślady prowadzą pod górę...
Let's do it as it must be done. There, 'neath the tree. We'll pray, and then… end it.|Zróbmy to, jak trzeba. Tam, pod drzewem. Pomodlimy się, a potem... Zakończymy to wszystko.
Aye, you're right. Be better that way.|Masz rację. Tak będzie lepiej.
Merciful Freya, forgive your sons… Meant to escort our brother's betrothed to her wedding, a storm beset us and bested us…|O, łaskawa Freyjo, wybacz swoim synom... Mieliśmy przywieźć narzeczoną naszego brata na ślub, ale pokonał nas sztorm...
All is lost… Agda lies dead, her dowry drowned. 'Tis a taint on the clan's honor! Forgive us, oh Freya most noble.|Wszystko przepadło... Agda nie żyje, jej posag utonął. Splamiliśmy honor rodu, daruj nam, o szlachetna Freyjo.
Stop, Mikkel… Freya can't wash our shame away… Only blood can.|Przestań, Mikkel... Freyja nie zmyje z nas hańby... Ale krew może.
Bran became king 'cause he killed the dragon Evren.|Bran został królem, bo zabił smoka Evrena.
How're we to top that? Eh? How?|Jak można to pobić? No jak?
Heard word of a dragon grazin' 'midst the peaks of An Skellig.|W górach An Skellig mieszka smok.
Yah, your mother, mebbe.|Chyba twoja stara.
You'll regret yer mum weren't barren!|Pożałujesz, żę cię matka zrodziła!
King Bran himself stocked up with me!|Sam król Bran zaopatrywał się u mnie!
Spoils from raids on the Continent, foreigner! Fresh loot!|Łupy z zamorskiej wyprawy, cudzoziemcze! Świeżo zrabowane!
Hey there! Come, take a gander.|Ejże! Rzuć no okiem tutaj.
Come closer, stranger!|Podejdź bliżej, nieznajomy!
Greetings!|Witajcie!
My stall awaits!|Zapraszam do mojego straganu!
Help!|Na pomoc!
Skedaddle!|W nogi!
Move it! Run!|W nogi! Uciekajcie!
I wonder if they've unloaded the barge yet.|Ciekawe czy zdążyli rozładować barkę.
Where you goin'?!|Gdzie ty?!
Human bones… Guess they're all that's left of the lumberjacks.|Ludzkie kości... To chyba wszystko, co zostało z drwali.
Hmm… sawmill looks abandoned.|Hmm... Tartak wygląda na opuszczony.
What'll it be, witcher? The muire d'yaeblen - will ye help us?|Jak będzie, wiedźminie? Pomożesz nam z Muire D’yaeble?
Listen, witcher… Got us some muire d'yaeblen, you know, drowners. Real problem. The kind your silver sword could most certainly solve.|Słuchaj, wiedźminie... Mamy tu problem z Muire D’yaeble, z utopcami. Problem, który twoim srebrnym mieczem można by pewnie rozwiązać.
I'll take the job. Dealt with drowners many times… It'll soon be over. Got my word on that.|Przyjmuję to zlecenie. Z utopcami miałem już do czynienia nie raz... Wkrótce będzie po wszystkim. Masz moje słowo.
I'll take the job.|Przyjmuję zlecenie.
Sorry. Can't take the job right now. Maybe later.|Na razie nie mogę się tym zająć. Może później.
I can't take this on now.|Na razie nie mogę się tym zająć.
Let's talk about my reward.|Porozmawiajmy o nagrodzie.
Let's talk about my pay, first. A bit too modest for my taste.|Porozmawiajmy wpierw o nagrodzie. Coś za skromna jak na mój gust.
That much? For a couple of seafiends? Not a chance in hell!|Tyle? Za parę diabłów morskich? Mowy nie ma!
That's just a bit high, master.|Odrobinę żeście przesadzili, mistrzu.
Would ye rob me of me last crown? Won't let ye! We're done blatherin', you'll take the offer!|Chciałbyś mnie oskubać do ostatniej korony, co? Nie ma mowy. Koniec targów, bierz, co daję!
That's dear, it is… But could be worth it. All right, I'll pay ye what ye want.|Drogo... Ale może warto. Niech będzie. Zapłacę, ile mówisz.
Lemme guess… They're tearing your nets, devouring your fish, and attacking the occasional lone boatman or tavern patron who walks home along the shore.|Niech zgadnę... Rwą sieci, wyjadają ryby, a czasem atakują samotnych żeglarzy i tych, co nocą wracają nadbrzeżem z tawerny.
Were that the only harm… Terrors in the bay're meaner than on the Continent. They hunt come dusk or dawn. Attack fishermen wieldin' just oars and warriors alike. Sea tosses 'em up after… armor shredded, guts devoured.|Żeby tylko. Diabelstwa z naszej zatoki są gorsze niż na kontynencie. Polują tak po zmierzchu, jak i w dzień. Atakują zarówno rybaków, co do obrony mają najwyżej wiosło, jak i wojów. Wyrzuca ich potem morze... Zbroje w strzępach. Flaki wyjedzone.
Strange… Any witnesses?|Dziwne... Są jacyś świadkowie?
Rurik, my apprentice. He was on a boat the muire d'yaeblen attacked… There's Tove, too - her man was killed. She lives nearby, up a bit. Sorry, none other comes to mind. Those who see the beasts, meet 'em, well, they generally don't come back to dry land alive.|Ruryk, mój uczeń, był na łodzi, na którą Muire D’yaeble napadły... Jest też Tove, której zabiły męża, mieszka tu niedaleko, wyżej. Wybacz, ale nikogo więcej nie kojarzę. Ci, co mają do czynienia z tymi potworami, rzadko kiedy wracają żywi na ląd.
What's the problem? Tell me.|Mów, o co chodzi.
Probably could… But I don't have time now. Sorry.|Pewnie by można... Ale nie mam teraz czasu. Przykro mi.
Don't have time now.|Nie mam teraz czasu.
We've naught to talk about till ye kill those seafiends.|Póki nie ubijesz morskich diabłów, nie mamy o czym gadać.
Messenger|Posłaniec
See the white-haired fellow? Seems dangerous, got wolven eyes or somethin'. Wonder what tide he drifted in on.|Widziałeś tego białowłosego? Ciekawe, skąd go przywiało.
He's a Zerrikanian. Saw droves of his kind on a voyage south.|To Zerrikańczyk. Widywałem takich, jak pływałem na południe.
Zerrikania? That an island?|Zerrikania? To wyspa?
Skidi, see how little ye know of the world? But don't fret, you're safe with me.|Widzisz, Skidi, jak ty mało wiesz o świecie! Ale bez obaw, ze mną nie zginiesz.
Ogmund, ye heard the young an Craite sailed off to face the Ice Giant?|Słyszałeś, Ogmund, że młody an Craite wypłynął na giganta?
Aye, I heard. Even asked me to go with him, but I turned him down.|Ano, słyszałem. Prosił mnie nawet, żebym popłynął z nimi, ale odmówiłem.
Why??|Dlaczego??
Who gives a holler about some giant? It's child's play - just right for a little shit like Hjalmar.|Kto by się przejmował jakimś tam gigantem. To dziecinada dobra dla takich młokosów jak Hjalmar.
Hadn't realized ye knew him so well.|Nawet nie wiedziałem, że tak dobrze go znasz.
The young an Craite? He slapped Ogmund around at the tavern not long ago - that's how well he knows him.|Młodego an Craite? Raz dostał od niego po gębie w tawernie, ot, jak dobrze się znają.
Manfred Grossbart|Manfred Grossbart
Wanted to talk to you.|Chcę z wami porozmawiać.
What about?|O czym?
What about - what do you think, Holger?! He's not here about salted herring or the currents round Spikeroog!|No o czym, Holger, o czym! Przecież nie o solonych śledziach ani prądach wokół Spikeroog!
Flap your gob at me again, and I'll shut it for good.|Nie drzyj na mnie mordy, bo zaraz ją zamknę raz na zawsze.
Calm down! You act like rabid dogs, not jarls of Skellige. Speak, witcher.|Spokój! Zachowujecie się jak wściekłe psy, a nie jarlowie skelliskich rodów... Mów, wiedźminie.
How'd all of you manage to survive?|Jak to się stało, że wszyscy przeżyliście?
What're you sayin'? Eh? That we're the ones schemed this up?|Co chcesz przez to powiedzieć? Co? Że może samiśmy to ukartowali?
Shut your gob. You're cluckin' as foolish as a gander hatchin' eggs! We survived because we're the best warriors in Skellige.|Stul wreszcie pysk, drzesz się jak głuptak, co na jajach siedzi! Przeżyliśmy, bo jesteśmy najlepszymi wojami Skellige.
You're both damned fools.|Gówno tam wiecie.
If not for the witcher… none of us would be alive.|Gdyby nie wiedźmin... Nikt by nie uszedł cało.
How'd you manage to survive?|Jak udało wam się przeżyć?
So long.|Bywajcie.
Farewell.|Bywajcie.
Who's behind this massacre - any ideas?|Kto może stać za tą rzezią?
Any ideas who might be behind the massacre?|Kto może stać za tą rzezią?
Nilfgaard. They've the most to gain! But we'll avenge our sons. We'll burn their shores from Nazair to Etolia!|Nilfgaard. Oni najwięcej zyskają! Ale pomścimy naszych synów. Spalimy im wybrzeże od Nazairu po Etolię!
Wonders abound in the Nilfgaardian army. Towers with wheels, Zerrikanian mercenaries on hump-backed horses… But I've not heard of them havin' trained bears.|Wiele dziwów jest w nilfgaardzkiej armii. Wieże na kołach, najemna jazda z Zerrikanii na garbatych koniach... Ale o tresowanych niedźwiedziach nie słyszałem.
This was Crach, I tell ya! We're in his castle, he let 'em in!|To Crach był, mówiłem już! To jego zamek, on je wpuścił!
Wasted words, Lugos…|Słowa na wiatr rzucacie...
I don't know who the traitor is, witcher. But I'll tell you it's none of us. We all lost loved ones.|Nie wiem, kto jest zdrajcą, wiedźminie. Ale powiem ci, że to nikt z nas. Myśmy wszyscy bliskich stracili.
Wanted to talk to you.|Chcę jeszcze z wami porozmawiać.
Very well. Speak.|Dobrze. Mów.
Ghost|Duch
We know where Ciri might've been.|Wiemy, gdzie mogła pojawić się Ciri.
Magic anomaly on Ard Skellig's somehow related to Ciri, or so Yennefer believes.|Według Yennefer anomalia na Ard Skellig ma związek z Ciri.
It's my strong suspicion. But I can only know for certain by examining the site.|Tak sądzę. Gdy zbadam to miejsce, będę wiedziała na pewno.
I saw the twisted forms - right unnatural. The druids were barely able to contain it. Explain to me, Yennefer, how Ciri might've caused this great catastrophe.|Widziałem to wynaturzenie. Druidzi ledwie je opanowali. Wyjaśnij mi, Yennefer, jak Ciri mogła spowodować tak wielką katastrofę?
I'm intent on learning that very thing. Which I will do as soon as Ermion stops hindering my investigation.|Sama jestem ciekawa. Jednak dopóki Myszowór przeszkadza mi w badaniach, nie dowiemy się niczego.
Do I need to talk to him?|Mam z nim porozmawiać?
Wondering if I should talk to Ermion…|Może powinienem porozmawiać z Myszoworem?
Leave that to me. Go, seek and find your Cirilla.|Ja z nim pogadam. A wy ruszajcie szukać Ciri.
If any ill befell her here, on Ard Skellig, on my watch, I'd never forgive myself.|Jeśli coś jej się stało na Ard Skellig, tuż pod moim nosem, nigdy sobie tego nie wybaczę.
I'll help your children.|Pomogę twoim dzieciom.
If either Hjalmar or Cerys need help, I'll help them.|Jeśli Hjalmar i Cerys potrzebują pomocy, to im jej udzielę.
Head south. The anomaly we should investigate destroyed a stretch of forest along the shore of the bay.|Kieruj się na południe. Anomalia, którą musimy zbadać, zniszczyła połać lasu nad brzegiem zatoki.
A successful feast on all counts, Crach. I will see you later.|To była udana uczta. Do zobaczenia.
I'll change into travel attire and find you.|Włożę wygodniejszy strój i spotkamy się na miejscu.
I was hoping we could go together.|Miałem nadzieję, że wyruszymy razem.
I'll need my instruments. And there's one thing I must yet verify.|Potrzebuję moich instrumentów. I muszę jeszcze coś sprawdzić.
I thank you.|Dziękuję.
Now that we're done thanking one another, let's get to work. We must determine if Ciri is still on Ard Skellig.|Skoro wszyscy podziękowali już wszystkim, zabierajmy się do roboty. Musimy ustalić, czy Ciri nadal jest na Ard Skellig.
